timestamp,date,shift,tph,power_kw,util,css_mm,pattern_id,notes
2025-11-13T22:00:00,2025-11-13,N,3897.3,1730.6,88.9,130.0,A185-001-08,A-185-08-08 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-11-13T23:00:00,2025-11-13,N,3665.1,1655.0,86.3,130.0,A185-001-08,A-185-08-08 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-11-14T00:00:00,2025-11-14,N,3313.6,1544.5,88.8,130.0,A185-001-08,A-185-08-08 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-11-14T01:00:00,2025-11-14,N,3876.9,1544.7,84.6,130.0,A185-001-08,A-185-08-08 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-11-14T02:00:00,2025-11-14,N,4073.0,1682.1,91.2,130.0,A185-001-08,A-185-08-08 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-11-14T03:00:00,2025-11-14,N,3822.3,1798.9,96.7,130.0,A185-001-08,A-185-08-08 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-11-14T04:00:00,2025-11-14,N,3568.5,1720.7,87.1,130.0,A185-001-08,A-185-08-08 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-11-14T05:00:00,2025-11-14,N,3681.9,1611.9,86.3,130.0,A185-001-08,A-185-08-08 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-11-14T06:00:00,2025-11-14,D,3522.3,1525.7,81.6,130.0,A185-001-08,A-185-08-08 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-11-14T07:00:00,2025-11-14,D,4209.8,1826.1,86.8,130.0,A185-001-08,A-185-08-08 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-11-14T08:00:00,2025-11-14,D,4077.2,1883.0,88.7,130.0,A185-001-08,A-185-08-08 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-11-14T09:00:00,2025-11-14,D,3934.4,1603.8,80.5,130.0,A185-001-08,A-185-08-08 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-11-14T10:00:00,2025-11-14,D,4395.7,2070.4,86.3,130.0,A185-001-08,A-185-08-08 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
