timestamp,date,shift,tph,power_kw,util,css_mm,pattern_id,notes
2026-06-08T18:00:00,2026-06-08,N,4035.8,1677.8,96.0,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-08T19:00:00,2026-06-08,N,4357.9,1793.3,87.7,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-08T20:00:00,2026-06-08,N,4104.2,1561.5,89.2,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-08T21:00:00,2026-06-08,N,4199.6,1710.2,96.5,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-08T22:00:00,2026-06-08,N,4029.2,1712.9,87.4,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-08T23:00:00,2026-06-08,N,3771.9,1547.1,93.7,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T00:00:00,2026-06-09,N,3965.0,1657.3,89.5,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T01:00:00,2026-06-09,N,4080.8,1686.3,89.9,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T02:00:00,2026-06-09,N,4055.6,1612.4,86.3,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T03:00:00,2026-06-09,N,4153.4,1697.4,89.7,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T04:00:00,2026-06-09,N,4118.6,1686.4,88.3,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T05:00:00,2026-06-09,N,3920.0,1457.9,83.5,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T06:00:00,2026-06-09,D,4208.6,1643.2,99.3,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T07:00:00,2026-06-09,D,3955.4,1440.9,76.7,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T08:00:00,2026-06-09,D,4306.4,1611.0,89.0,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T09:00:00,2026-06-09,D,4570.9,1828.6,93.6,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T10:00:00,2026-06-09,D,4016.0,1721.1,89.0,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T11:00:00,2026-06-09,D,4418.5,1782.0,89.4,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T12:00:00,2026-06-09,D,4498.3,1823.2,91.9,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T13:00:00,2026-06-09,D,4204.4,1716.3,85.2,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T14:00:00,2026-06-09,D,3941.6,1658.8,91.8,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T15:00:00,2026-06-09,D,3932.0,1473.5,86.7,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T16:00:00,2026-06-09,D,3860.1,1497.6,87.0,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T17:00:00,2026-06-09,D,3452.2,1422.2,93.2,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T18:00:00,2026-06-09,N,3770.1,1541.4,92.9,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T19:00:00,2026-06-09,N,3710.1,1652.5,92.1,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T20:00:00,2026-06-09,N,3831.3,1428.8,89.0,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T21:00:00,2026-06-09,N,4368.1,1656.4,86.7,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T22:00:00,2026-06-09,N,4185.8,1629.7,92.3,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-09T23:00:00,2026-06-09,N,3620.1,1451.6,91.9,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T00:00:00,2026-06-10,N,3733.5,1454.2,88.7,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T01:00:00,2026-06-10,N,4106.6,1735.8,97.2,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T02:00:00,2026-06-10,N,4421.5,1728.3,95.5,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T03:00:00,2026-06-10,N,3935.6,1602.6,96.6,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T04:00:00,2026-06-10,N,4059.2,1650.4,96.4,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T05:00:00,2026-06-10,N,4443.7,1784.7,83.2,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T06:00:00,2026-06-10,D,4444.9,1799.6,89.5,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T07:00:00,2026-06-10,D,4566.7,1794.4,90.4,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T08:00:00,2026-06-10,D,4818.6,1902.6,85.9,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T09:00:00,2026-06-10,D,4404.1,1860.3,92.4,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T10:00:00,2026-06-10,D,4504.9,1729.1,86.6,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T11:00:00,2026-06-10,D,4737.0,1887.1,88.3,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T12:00:00,2026-06-10,D,4178.0,1745.3,92.8,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T13:00:00,2026-06-10,D,4026.8,1534.1,91.3,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T14:00:00,2026-06-10,D,4566.1,1677.0,87.4,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T15:00:00,2026-06-10,D,4041.8,1520.7,83.5,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T16:00:00,2026-06-10,D,4612.3,1752.3,85.5,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T17:00:00,2026-06-10,D,4674.1,1912.3,91.6,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T18:00:00,2026-06-10,N,4369.9,1709.5,89.7,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T19:00:00,2026-06-10,N,4322.5,1880.7,86.7,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T20:00:00,2026-06-10,N,3735.9,1455.8,90.1,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T21:00:00,2026-06-10,N,3570.3,1370.5,91.8,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T22:00:00,2026-06-10,N,3768.3,1522.4,77.8,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-10T23:00:00,2026-06-10,N,4170.8,1728.2,90.8,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T00:00:00,2026-06-11,N,4065.2,1577.8,87.1,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T01:00:00,2026-06-11,N,4217.0,1644.7,95.1,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T02:00:00,2026-06-11,N,3870.9,1617.7,93.1,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T03:00:00,2026-06-11,N,3891.9,1550.8,91.4,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T04:00:00,2026-06-11,N,3460.0,1385.8,80.3,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T05:00:00,2026-06-11,N,4023.8,1545.7,92.2,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T06:00:00,2026-06-11,D,4130.0,1656.1,85.8,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T07:00:00,2026-06-11,D,4085.0,1608.7,91.7,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T08:00:00,2026-06-11,D,3492.4,1267.6,68.7,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T09:00:00,2026-06-11,D,3598.5,1449.7,87.2,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T10:00:00,2026-06-11,D,4042.4,1564.3,88.1,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T11:00:00,2026-06-11,D,3983.6,1660.0,96.2,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T12:00:00,2026-06-11,D,4031.0,1562.8,76.3,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T13:00:00,2026-06-11,D,4440.1,1762.0,90.9,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T14:00:00,2026-06-11,D,3966.2,1496.4,94.7,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T15:00:00,2026-06-11,D,4069.4,1628.4,83.1,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T16:00:00,2026-06-11,D,3929.0,1661.1,81.4,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T17:00:00,2026-06-11,D,4372.3,1776.7,93.6,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T18:00:00,2026-06-11,N,4353.1,1788.7,94.2,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-11T19:00:00,2026-06-11,N,4373.5,1774.0,95.9,130.0,A185-001-25,A-185-08-25 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
