timestamp,date,shift,tph,power_kw,util,css_mm,pattern_id,notes
2026-03-17T18:00:00,2026-03-17,N,3911.0,1433.0,85.0,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-17T19:00:00,2026-03-17,N,3924.8,1568.7,87.3,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-17T20:00:00,2026-03-17,N,3914.0,1677.1,99.8,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-17T21:00:00,2026-03-17,N,4218.8,1757.5,95.9,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-17T22:00:00,2026-03-17,N,4422.1,1880.4,87.9,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-17T23:00:00,2026-03-17,N,3848.7,1610.9,79.7,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T00:00:00,2026-03-18,N,3953.6,1731.1,95.8,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T01:00:00,2026-03-18,N,4527.1,1983.1,91.0,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T02:00:00,2026-03-18,N,4313.0,1902.1,86.9,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T03:00:00,2026-03-18,N,3826.5,1713.5,96.5,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T04:00:00,2026-03-18,N,3758.7,1564.4,99.3,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T05:00:00,2026-03-18,N,3985.4,1793.6,93.0,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T06:00:00,2026-03-18,D,3663.3,1541.9,81.5,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T07:00:00,2026-03-18,D,3996.2,1636.7,85.5,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T08:00:00,2026-03-18,D,4007.0,1682.3,90.1,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T09:00:00,2026-03-18,D,4069.4,1637.9,88.7,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T10:00:00,2026-03-18,D,4423.9,1901.8,98.4,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T11:00:00,2026-03-18,D,4292.0,1732.1,84.8,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T12:00:00,2026-03-18,D,3827.7,1633.1,86.3,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T13:00:00,2026-03-18,D,3457.6,1589.2,87.8,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T14:00:00,2026-03-18,D,4050.2,1724.1,85.0,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T15:00:00,2026-03-18,D,4143.8,1860.2,94.8,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T16:00:00,2026-03-18,D,4001.0,1650.8,93.3,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T17:00:00,2026-03-18,D,4150.4,1770.9,87.0,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T18:00:00,2026-03-18,N,4120.4,1840.1,92.1,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T19:00:00,2026-03-18,N,4169.0,1727.1,76.7,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T20:00:00,2026-03-18,N,4173.8,1783.6,91.3,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T21:00:00,2026-03-18,N,4422.1,1873.6,96.1,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T22:00:00,2026-03-18,N,4163.6,1871.7,85.4,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-18T23:00:00,2026-03-18,N,4428.7,1895.6,91.2,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-19T00:00:00,2026-03-19,N,3659.1,1715.7,90.4,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-19T01:00:00,2026-03-19,N,4038.2,1650.7,87.1,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-19T02:00:00,2026-03-19,N,4218.2,1776.7,84.6,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-19T03:00:00,2026-03-19,N,3998.6,1702.6,91.5,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-03-19T04:00:00,2026-03-19,N,3894.3,1711.1,85.7,130.0,A185-001-17,A-185-08-17 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
