timestamp,date,shift,tph,power_kw,util,css_mm,pattern_id,notes
2026-01-26T11:00:00,2026-01-26,D,3668.1,1642.5,90.1,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-26T12:00:00,2026-01-26,D,3372.4,1613.2,94.2,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-26T13:00:00,2026-01-26,D,3963.8,1636.6,96.2,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-26T14:00:00,2026-01-26,D,4116.8,1774.8,93.4,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-26T15:00:00,2026-01-26,D,3804.9,1587.6,87.8,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-26T16:00:00,2026-01-26,D,3944.6,1666.2,88.4,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-26T17:00:00,2026-01-26,D,4146.8,1796.0,77.7,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-26T18:00:00,2026-01-26,N,4127.6,1749.6,86.1,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-26T19:00:00,2026-01-26,N,3386.8,1558.7,88.9,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-26T20:00:00,2026-01-26,N,3698.7,1744.8,96.3,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-26T21:00:00,2026-01-26,N,3678.9,1534.3,93.4,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-26T22:00:00,2026-01-26,N,3668.1,1667.7,91.2,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-26T23:00:00,2026-01-26,N,3688.5,1622.5,92.6,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-27T00:00:00,2026-01-27,N,3298.0,1395.2,82.3,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-27T01:00:00,2026-01-27,N,3432.4,1439.7,95.9,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-27T02:00:00,2026-01-27,N,3851.1,1725.8,100.0,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-27T03:00:00,2026-01-27,N,3750.3,1646.8,84.4,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-27T04:00:00,2026-01-27,N,3640.5,1635.9,88.4,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-27T05:00:00,2026-01-27,N,3732.3,1669.3,83.5,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-27T06:00:00,2026-01-27,D,4052.6,1719.2,91.4,130.0,A185-001-13,A-185-08-13 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
