timestamp,date,shift,tph,power_kw,util,css_mm,pattern_id,notes
2026-05-04T01:00:00,2026-05-04,N,3931.4,1502.0,93.9,130.0,A185-001-21,A-185-08-21 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-04T02:00:00,2026-05-04,N,3724.5,1300.3,95.2,130.0,A185-001-21,A-185-08-21 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-04T03:00:00,2026-05-04,N,4004.6,1516.6,88.1,130.0,A185-001-21,A-185-08-21 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-04T04:00:00,2026-05-04,N,4490.5,1707.6,90.8,130.0,A185-001-21,A-185-08-21 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-04T05:00:00,2026-05-04,N,4224.2,1505.4,86.9,130.0,A185-001-21,A-185-08-21 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-04T06:00:00,2026-05-04,D,4178.0,1613.4,93.9,130.0,A185-001-21,A-185-08-21 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-04T07:00:00,2026-05-04,D,4077.2,1611.0,90.9,130.0,A185-001-21,A-185-08-21 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-04T08:00:00,2026-05-04,D,4245.8,1533.9,87.9,130.0,A185-001-21,A-185-08-21 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-04T09:00:00,2026-05-04,D,4154.0,1614.6,89.9,130.0,A185-001-21,A-185-08-21 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-04T10:00:00,2026-05-04,D,4352.5,1654.7,92.3,130.0,A185-001-21,A-185-08-21 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-04T11:00:00,2026-05-04,D,4367.5,1615.5,88.8,130.0,A185-001-21,A-185-08-21 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-04T12:00:00,2026-05-04,D,4270.4,1571.4,87.6,130.0,A185-001-21,A-185-08-21 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-04T13:00:00,2026-05-04,D,4273.4,1635.5,96.6,130.0,A185-001-21,A-185-08-21 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-04T14:00:00,2026-05-04,D,4410.1,1709.3,87.7,130.0,A185-001-21,A-185-08-21 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-04T15:00:00,2026-05-04,D,4073.6,1568.8,90.9,130.0,A185-001-21,A-185-08-21 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-04T16:00:00,2026-05-04,D,4143.8,1712.7,95.6,130.0,A185-001-21,A-185-08-21 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
