timestamp,date,shift,tph,power_kw,util,css_mm,pattern_id,notes
2026-05-30T09:00:00,2026-05-30,D,3710.7,1722.2,93.6,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-30T10:00:00,2026-05-30,D,3560.1,1572.6,87.3,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-30T11:00:00,2026-05-30,D,3663.9,1618.4,85.5,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-30T12:00:00,2026-05-30,D,3109.0,1312.9,89.1,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-30T13:00:00,2026-05-30,D,3404.8,1563.7,87.6,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-30T14:00:00,2026-05-30,D,3454.0,1560.1,84.1,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-30T15:00:00,2026-05-30,D,3783.3,1659.6,91.0,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-30T16:00:00,2026-05-30,D,3773.1,1581.1,84.6,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-30T17:00:00,2026-05-30,D,3681.9,1682.0,91.5,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-30T18:00:00,2026-05-30,N,3656.1,1633.5,95.4,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-30T19:00:00,2026-05-30,N,3760.5,1698.0,87.9,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-30T20:00:00,2026-05-30,N,3846.9,1772.5,88.6,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-30T21:00:00,2026-05-30,N,3877.5,1766.9,87.8,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-30T22:00:00,2026-05-30,N,4023.8,1788.5,89.5,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-30T23:00:00,2026-05-30,N,3892.5,1702.5,85.8,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T00:00:00,2026-05-31,N,3698.1,1586.2,84.9,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T01:00:00,2026-05-31,N,3909.2,1652.6,86.6,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T02:00:00,2026-05-31,N,3642.3,1623.1,96.4,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T03:00:00,2026-05-31,N,3889.5,1598.4,95.5,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T04:00:00,2026-05-31,N,3800.1,1599.3,79.5,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T05:00:00,2026-05-31,N,3689.1,1715.8,94.8,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T06:00:00,2026-05-31,D,3866.1,1598.0,85.1,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T07:00:00,2026-05-31,D,3743.1,1639.8,86.6,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T08:00:00,2026-05-31,D,3576.3,1626.7,85.0,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T09:00:00,2026-05-31,D,3777.9,1639.1,81.0,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T10:00:00,2026-05-31,D,4065.2,1783.5,93.2,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T11:00:00,2026-05-31,D,4218.8,1779.4,81.4,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T12:00:00,2026-05-31,D,4004.0,1686.2,90.8,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T13:00:00,2026-05-31,D,4036.4,1770.6,78.1,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T14:00:00,2026-05-31,D,4071.2,1750.1,89.3,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T15:00:00,2026-05-31,D,4264.4,1860.3,90.2,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T16:00:00,2026-05-31,D,4128.2,1855.9,94.5,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T17:00:00,2026-05-31,D,3968.0,1708.1,87.0,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T18:00:00,2026-05-31,N,3852.3,1789.1,92.2,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T19:00:00,2026-05-31,N,3518.7,1699.3,86.2,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T20:00:00,2026-05-31,N,3254.2,1270.9,82.5,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T21:00:00,2026-05-31,N,3690.9,1548.6,84.6,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T22:00:00,2026-05-31,N,3471.4,1600.0,85.8,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-31T23:00:00,2026-05-31,N,3539.7,1464.6,88.0,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T00:00:00,2026-06-01,N,2959.1,1305.3,71.5,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T01:00:00,2026-06-01,N,3710.1,1501.4,90.5,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T02:00:00,2026-06-01,N,3581.1,1435.6,87.8,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T03:00:00,2026-06-01,N,3140.2,1372.4,88.7,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T04:00:00,2026-06-01,N,3552.9,1493.7,89.4,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T05:00:00,2026-06-01,N,2771.9,1310.8,95.2,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T06:00:00,2026-06-01,D,3418.6,1454.1,90.6,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T07:00:00,2026-06-01,D,3957.2,1836.1,90.7,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T08:00:00,2026-06-01,D,3954.2,1836.2,94.4,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T09:00:00,2026-06-01,D,3771.9,1700.0,92.2,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T10:00:00,2026-06-01,D,3874.5,1685.4,88.6,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T11:00:00,2026-06-01,D,4518.7,1998.6,88.3,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T12:00:00,2026-06-01,D,4226.0,1760.9,82.6,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T13:00:00,2026-06-01,D,3935.6,1872.2,85.6,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T14:00:00,2026-06-01,D,4098.2,1803.5,90.3,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T15:00:00,2026-06-01,D,3331.0,1443.2,69.3,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T16:00:00,2026-06-01,D,4167.8,1782.9,86.9,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T17:00:00,2026-06-01,D,4029.8,1743.6,93.4,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T18:00:00,2026-06-01,N,3689.1,1756.3,91.0,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T19:00:00,2026-06-01,N,3374.2,1320.4,67.2,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T20:00:00,2026-06-01,N,3834.9,1607.8,85.8,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T21:00:00,2026-06-01,N,3503.7,1555.8,87.0,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T22:00:00,2026-06-01,N,3433.0,1513.2,86.0,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-01T23:00:00,2026-06-01,N,3427.6,1602.4,89.2,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T00:00:00,2026-06-02,N,3562.5,1573.0,85.6,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T01:00:00,2026-06-02,N,3634.5,1537.7,79.2,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T02:00:00,2026-06-02,N,3797.1,1631.7,90.8,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T03:00:00,2026-06-02,N,3193.6,1459.9,79.0,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T04:00:00,2026-06-02,N,3570.9,1587.2,87.1,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T05:00:00,2026-06-02,N,3674.7,1699.6,88.5,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T06:00:00,2026-06-02,D,3393.4,1617.2,97.9,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T07:00:00,2026-06-02,D,4115.0,1865.3,90.5,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T08:00:00,2026-06-02,D,3940.4,1698.7,93.0,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T09:00:00,2026-06-02,D,4048.4,1838.1,96.5,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T10:00:00,2026-06-02,D,4038.8,1699.9,88.7,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T11:00:00,2026-06-02,D,3959.0,1814.0,90.6,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T12:00:00,2026-06-02,D,3796.5,1764.5,90.1,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T13:00:00,2026-06-02,D,4052.0,1764.3,88.2,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T14:00:00,2026-06-02,D,4028.0,1787.7,87.0,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T15:00:00,2026-06-02,D,3469.6,1494.6,90.4,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T16:00:00,2026-06-02,D,3425.8,1499.8,90.7,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T17:00:00,2026-06-02,D,3626.1,1537.9,89.1,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T18:00:00,2026-06-02,N,4289.0,1892.2,87.2,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T19:00:00,2026-06-02,N,3996.8,1751.6,81.6,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T20:00:00,2026-06-02,N,4114.4,1806.5,86.2,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T21:00:00,2026-06-02,N,3765.3,1570.3,85.3,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T22:00:00,2026-06-02,N,3974.6,1872.8,92.8,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-02T23:00:00,2026-06-02,N,3894.3,1752.2,87.8,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T00:00:00,2026-06-03,N,3713.7,1557.0,86.7,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T01:00:00,2026-06-03,N,3886.5,1713.5,92.6,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T02:00:00,2026-06-03,N,4022.6,1828.4,95.2,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T03:00:00,2026-06-03,N,3719.1,1679.5,94.1,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T04:00:00,2026-06-03,N,4246.4,2065.2,91.3,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T05:00:00,2026-06-03,N,4028.6,1766.0,91.4,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T06:00:00,2026-06-03,D,4004.6,1819.1,81.3,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T07:00:00,2026-06-03,D,4259.6,2007.8,89.5,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T08:00:00,2026-06-03,D,4218.8,1861.3,95.7,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T09:00:00,2026-06-03,D,4095.8,1823.3,84.3,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T10:00:00,2026-06-03,D,3917.0,1718.7,90.9,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T11:00:00,2026-06-03,D,3608.1,1590.7,89.5,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T12:00:00,2026-06-03,D,4078.4,1705.4,92.1,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T13:00:00,2026-06-03,D,3974.6,1720.8,89.3,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T14:00:00,2026-06-03,D,3681.3,1532.8,90.0,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T15:00:00,2026-06-03,D,4190.0,1795.7,98.0,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T16:00:00,2026-06-03,D,4106.0,1854.6,86.7,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T17:00:00,2026-06-03,D,3987.2,1783.2,92.8,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T18:00:00,2026-06-03,N,4019.0,1765.2,87.4,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T19:00:00,2026-06-03,N,4038.2,1789.8,93.7,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T20:00:00,2026-06-03,N,3713.1,1714.8,88.4,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T21:00:00,2026-06-03,N,3642.9,1542.0,86.6,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T22:00:00,2026-06-03,N,4118.0,1646.5,84.2,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-03T23:00:00,2026-06-03,N,4085.6,1854.6,90.6,130.0,A185-001-24,A-185-08-24 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
