timestamp,date,shift,tph,power_kw,util,css_mm,pattern_id,notes
2025-10-14T00:00:00,2025-10-14,N,3637.5,1759.9,90.8,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T01:00:00,2025-10-14,N,3579.3,1636.2,93.8,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T02:00:00,2025-10-14,N,3690.3,1715.9,85.7,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T03:00:00,2025-10-14,N,3459.4,1545.9,92.7,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T04:00:00,2025-10-14,N,3566.1,1581.4,83.4,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T05:00:00,2025-10-14,N,3516.3,1572.1,86.1,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T06:00:00,2025-10-14,D,3709.5,1582.1,88.6,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T07:00:00,2025-10-14,D,4019.6,1723.1,82.5,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T08:00:00,2025-10-14,D,4172.0,1962.0,94.9,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T09:00:00,2025-10-14,D,3933.2,1942.4,93.6,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T10:00:00,2025-10-14,D,3906.8,1630.6,93.6,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T11:00:00,2025-10-14,D,4043.6,1777.6,92.6,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T12:00:00,2025-10-14,D,3833.7,1834.4,86.6,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T13:00:00,2025-10-14,D,3827.7,1783.5,93.9,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T14:00:00,2025-10-14,D,4301.6,1856.5,87.7,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T15:00:00,2025-10-14,D,3905.6,1821.7,85.5,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T16:00:00,2025-10-14,D,4531.3,1954.9,88.6,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T17:00:00,2025-10-14,D,4264.4,1907.8,90.3,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T18:00:00,2025-10-14,N,3906.8,1723.1,97.0,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T19:00:00,2025-10-14,N,3611.1,1468.5,90.0,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T20:00:00,2025-10-14,N,3621.3,1534.3,88.6,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T21:00:00,2025-10-14,N,3750.3,1719.2,93.9,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-14T22:00:00,2025-10-14,N,3752.7,1725.8,86.9,130.0,A185-001-05,A-185-08-05 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
