timestamp,date,shift,tph,power_kw,util,css_mm,pattern_id,notes
2025-10-07T13:00:00,2025-10-07,D,4054.4,2311.4,86.7,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-07T14:00:00,2025-10-07,D,4261.4,2231.2,61.9,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-07T15:00:00,2025-10-07,D,3917.0,2350.2,84.6,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-07T16:00:00,2025-10-07,D,4551.7,2118.6,86.8,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-07T17:00:00,2025-10-07,D,4487.5,2143.5,26.4,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-07T18:00:00,2025-10-07,N,3728.1,2236.9,85.2,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-07T19:00:00,2025-10-07,N,4504.3,2137.0,96.0,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-07T20:00:00,2025-10-07,N,4963.2,1959.1,88.2,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-07T21:00:00,2025-10-07,N,3816.3,2289.8,83.6,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-07T22:00:00,2025-10-07,N,4585.3,2105.6,96.0,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-07T23:00:00,2025-10-07,N,3872.1,2323.2,91.0,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T00:00:00,2025-10-08,N,4800.6,2022.1,96.0,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T01:00:00,2025-10-08,N,3908.6,2345.2,90.1,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T02:00:00,2025-10-08,N,4065.8,2307.0,38.3,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T03:00:00,2025-10-08,N,5000.0,1915.0,71.2,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T04:00:00,2025-10-08,N,4135.4,2280.0,79.0,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T05:00:00,2025-10-08,N,3935.6,2357.4,69.7,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T06:00:00,2025-10-08,D,4549.9,2119.3,84.7,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T07:00:00,2025-10-08,D,3986.6,2337.7,88.9,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T08:00:00,2025-10-08,D,4702.3,2060.3,76.7,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T09:00:00,2025-10-08,D,3945.8,2353.5,72.1,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T10:00:00,2025-10-08,D,4047.2,2314.2,96.0,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T11:00:00,2025-10-08,D,4420.9,2169.3,80.3,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T12:00:00,2025-10-08,D,4816.8,2015.9,82.7,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T13:00:00,2025-10-08,D,4519.3,2131.2,82.7,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T14:00:00,2025-10-08,D,4606.9,2097.2,83.3,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T15:00:00,2025-10-08,D,4085.6,2299.3,88.1,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T16:00:00,2025-10-08,D,4571.5,2111.0,95.6,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T17:00:00,2025-10-08,D,4238.0,2240.2,79.2,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T18:00:00,2025-10-08,N,4016.6,2326.1,84.6,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T19:00:00,2025-10-08,N,4196.0,2256.5,73.0,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T20:00:00,2025-10-08,N,3654.9,2192.9,88.8,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T21:00:00,2025-10-08,N,4296.2,2217.7,96.0,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T22:00:00,2025-10-08,N,4219.4,2247.5,96.0,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-08T23:00:00,2025-10-08,N,4092.8,2296.5,79.1,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T00:00:00,2025-10-09,N,4440.7,2161.7,43.9,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T01:00:00,2025-10-09,N,4348.9,2197.2,82.1,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T02:00:00,2025-10-09,N,3979.4,2340.5,76.1,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T03:00:00,2025-10-09,N,4253.6,2234.2,83.5,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T04:00:00,2025-10-09,N,4465.9,2151.9,68.9,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T05:00:00,2025-10-09,N,4738.2,2046.3,83.4,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T06:00:00,2025-10-09,D,4413.7,2172.1,67.4,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T07:00:00,2025-10-09,D,4340.5,2200.5,76.4,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T08:00:00,2025-10-09,D,4467.1,2151.4,74.7,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T09:00:00,2025-10-09,D,4076.0,2303.0,75.5,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T10:00:00,2025-10-09,D,4723.3,2052.1,96.0,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T11:00:00,2025-10-09,D,4522.9,2129.8,76.1,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T12:00:00,2025-10-09,D,3926.6,2356.0,70.1,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T13:00:00,2025-10-09,D,4368.7,2189.6,88.3,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T14:00:00,2025-10-09,D,3747.9,2248.7,91.2,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T15:00:00,2025-10-09,D,3766.5,2259.9,96.0,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T16:00:00,2025-10-09,D,4062.2,2308.4,83.2,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T17:00:00,2025-10-09,D,4381.9,2184.4,93.7,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T18:00:00,2025-10-09,N,4499.5,2138.9,82.2,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T19:00:00,2025-10-09,N,4431.1,2165.4,66.2,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T20:00:00,2025-10-09,N,4462.9,2153.1,82.6,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T21:00:00,2025-10-09,N,4505.5,2136.5,93.7,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T22:00:00,2025-10-09,N,4280.0,2224.0,80.4,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-09T23:00:00,2025-10-09,N,4420.3,2169.6,83.0,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-10T00:00:00,2025-10-10,N,3926.6,2356.0,88.3,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-10T01:00:00,2025-10-10,N,4495.9,2140.3,81.7,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-10T02:00:00,2025-10-10,N,4205.6,2252.8,69.5,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-10T03:00:00,2025-10-10,N,4363.9,2191.4,96.0,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-10T04:00:00,2025-10-10,N,4591.3,2103.3,92.5,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-10T05:00:00,2025-10-10,N,4478.5,2147.0,91.8,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-10T06:00:00,2025-10-10,D,4084.4,2299.8,95.2,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-10T07:00:00,2025-10-10,D,4864.8,1997.3,80.1,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-10T08:00:00,2025-10-10,D,4965.0,1958.4,32.7,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-10T09:00:00,2025-10-10,D,4050.8,2312.8,88.7,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-10T10:00:00,2025-10-10,D,4163.0,2269.3,90.2,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-10T11:00:00,2025-10-10,D,4336.9,2201.9,95.7,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-10T12:00:00,2025-10-10,D,4176.8,2264.0,35.7,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-10T13:00:00,2025-10-10,D,3983.6,2338.8,91.7,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-10T14:00:00,2025-10-10,D,4458.1,2154.9,96.0,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-10-10T15:00:00,2025-10-10,D,4218.2,2247.9,75.8,130.0,A185-001-03,A-185-08-03 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
