timestamp,date,shift,tph,power_kw,util,css_mm,pattern_id,notes
2026-06-13T04:00:00,2026-06-13,N,4179.8,1438.8,80.1,130.0,A185-001-26,A-185-08-26 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-13T05:00:00,2026-06-13,N,4521.7,1835.0,88.3,130.0,A185-001-26,A-185-08-26 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-13T06:00:00,2026-06-13,D,4707.7,1921.4,91.6,130.0,A185-001-26,A-185-08-26 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-13T07:00:00,2026-06-13,D,4599.1,1812.5,90.7,130.0,A185-001-26,A-185-08-26 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-13T08:00:00,2026-06-13,D,4542.1,1768.9,95.6,130.0,A185-001-26,A-185-08-26 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-13T09:00:00,2026-06-13,D,4351.9,1579.9,81.5,130.0,A185-001-26,A-185-08-26 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-13T10:00:00,2026-06-13,D,4674.7,1837.0,93.8,130.0,A185-001-26,A-185-08-26 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-13T11:00:00,2026-06-13,D,4369.3,1696.3,94.9,130.0,A185-001-26,A-185-08-26 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-13T12:00:00,2026-06-13,D,4266.8,1700.6,95.1,130.0,A185-001-26,A-185-08-26 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-13T13:00:00,2026-06-13,D,4378.3,1793.6,93.3,130.0,A185-001-26,A-185-08-26 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-13T14:00:00,2026-06-13,D,4233.8,1590.8,91.3,130.0,A185-001-26,A-185-08-26 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-13T15:00:00,2026-06-13,D,4174.4,1679.4,85.3,130.0,A185-001-26,A-185-08-26 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-13T16:00:00,2026-06-13,D,4447.9,1782.5,96.2,130.0,A185-001-26,A-185-08-26 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-13T17:00:00,2026-06-13,D,4359.7,1776.9,96.4,130.0,A185-001-26,A-185-08-26 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-13T18:00:00,2026-06-13,N,4765.8,1725.4,91.6,130.0,A185-001-26,A-185-08-26 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-13T19:00:00,2026-06-13,N,4592.5,1760.9,83.1,130.0,A185-001-26,A-185-08-26 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-06-13T20:00:00,2026-06-13,N,4711.3,1759.0,92.8,130.0,A185-001-26,A-185-08-26 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
