hole_id,pattern_id,role,row,column,x,y,z,toe_x,toe_y,toe_z,length_m,burden_m,spacing_m,hole_diameter_mm,explosive_product_key,explosive_product_name,charge_length_m,stemming_length_m,boundary_clearance_m,matched_block_count,nearest_block_distance_m,cluster_basis,cluster_id,cluster_score,lithology,mineral_domain,structure_domain,digability,density_tpm3,hardness_index,grade_index,energy_requirement_index,pf_target_kg_m3,target_p80_mm,effective_volume_m3,required_explosive_mass_kg,required_charge_length_m,explosive_mass_kg,powder_factor_kg_m3,energy_intensity_mj_m3,predicted_p50_mm,predicted_p80_mm,predicted_p95_mm,coarse_risk,timing_system,timing_template,sequence,surface_delay_ms,in_hole_delay_ms,firing_time_ms,timing_window,movement_vector_x,movement_vector_y
27-H-001,27,primary,1,2,363831.667,6591836.557,200.000,363831.667,6591836.557,184.588,15.41,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.05,4,5.24,hardness,4,0.5971,barren_diorite_intrusion,low_grade_halo,secondary_fault,medium,2.705,0.5971,0.2051,0.6171,0.968,147.5,863.10,835.5,25.36,395.4,0.458,1.69,146.5,236.3,366.2,bad,non_electric,face_row,18,130,450,580,72,1.0000,0.0000
27-H-002,27,primary,1,3,363828.146,6591844.548,200.000,363828.146,6591844.548,183.511,16.49,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,5.45,4,4.07,hardness,3,0.5712,fault_breccia_gouge,fault_damage_zone,secondary_fault,soft,2.700,0.5712,0.2101,0.5886,0.902,153.8,923.37,832.9,25.28,395.4,0.428,1.58,149.7,241.4,374.2,bad,non_electric,face_row,19,138,450,588,73,1.0000,0.0000
27-H-003,27,primary,1,4,363824.696,6591851.235,200.000,363824.696,6591851.235,182.942,17.06,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,7.60,5,0.94,hardness,3,0.5678,fault_breccia_gouge,low_grade_halo,secondary_fault,medium,2.726,0.5678,0.1962,0.5985,0.930,152.0,955.25,888.4,26.97,395.4,0.414,1.53,148.9,240.2,372.3,bad,non_electric,face_row,20,146,450,596,74,1.0000,0.0000
27-H-004,27,primary,1,5,363819.642,6591857.880,200.000,363819.642,6591857.880,183.680,16.32,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.72,4,5.92,hardness,3,0.5660,late_mafic_dyke,late_barren_intrusion,secondary_fault,medium,2.728,0.5660,0.1384,0.5999,0.935,152.5,913.92,854.5,25.93,395.4,0.433,1.60,151.7,244.6,379.2,bad,non_electric,face_row,22,159,450,609,76,1.0000,0.0000
27-H-005,27,primary,1,6,363816.114,6591865.284,200.000,363816.114,6591865.284,184.398,15.60,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,13.70,5,3.69,hardness,4,0.5908,late_mafic_dyke,late_barren_intrusion,secondary_fault,medium,2.738,0.5908,0.1199,0.6307,0.978,143.0,873.73,854.5,25.94,395.4,0.453,1.67,145.0,233.8,362.4,bad,non_electric,face_row,23,167,450,617,77,1.0000,0.0000
27-H-006,27,primary,1,7,363811.797,6591871.529,200.000,363811.797,6591871.529,183.937,16.06,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,12.63,4,2.72,hardness,4,0.6048,late_mafic_dyke,late_barren_intrusion,secondary_fault,soft,2.703,0.6048,0.0232,0.6424,1.002,140.0,899.55,901.3,27.35,395.4,0.440,1.62,146.0,235.4,364.9,bad,non_electric,face_row,24,175,450,625,78,1.0000,0.0000
27-H-007,27,primary,1,8,363808.641,6591879.184,200.000,363808.641,6591879.184,182.882,17.12,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,8.62,4,4.26,hardness,4,0.6157,late_mafic_dyke,late_barren_intrusion,secondary_fault,medium,2.748,0.6157,0.0400,0.6604,1.045,136.3,958.62,1001.8,30.40,395.4,0.412,1.52,142.9,230.5,357.2,bad,non_electric,face_row,25,183,450,633,79,1.0000,0.0000
27-H-008,27,primary,1,9,363804.330,6591886.077,200.000,363804.330,6591886.077,184.065,15.94,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,4.78,5,4.37,hardness,4,0.6132,late_mafic_dyke,stockwork_ore,secondary_fault,medium,2.770,0.6132,0.2870,0.6666,1.090,136.0,892.36,972.7,29.52,395.4,0.443,1.64,142.2,229.3,355.4,bad,non_electric,face_row,26,191,450,641,80,1.0000,0.0000
27-H-009,27,primary,1,10,363800.049,6591893.163,200.000,363800.049,6591893.163,184.577,15.42,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,0.92,4,4.73,hardness,4,0.6050,propylitic_volcanics,stockwork_ore,secondary_fault,hard,2.795,0.6050,0.3935,0.6795,1.142,130.0,863.68,986.3,29.94,395.4,0.458,1.69,135.6,218.8,339.1,bad,non_electric,face_row,28,205,450,655,81,1.0000,0.0000
27-H-010,27,primary,2,3,363832.295,6591851.223,200.000,363832.295,6591851.223,183.526,16.47,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,2.21,5,2.80,hardness,3,0.5784,fault_breccia_gouge,fault_damage_zone,secondary_fault,soft,2.706,0.5784,0.2215,0.6035,0.936,151.0,922.57,863.5,26.21,395.4,0.429,1.58,148.9,240.1,372.2,bad,non_electric,face_row,27,263,450,713,89,1.0000,0.0000
27-H-012,27,primary,2,5,363824.575,6591865.117,200.000,363824.575,6591865.117,183.365,16.64,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,9.41,5,3.51,hardness,3,0.5830,late_mafic_dyke,low_grade_halo,secondary_fault,medium,2.728,0.5830,0.1689,0.6274,0.992,144.0,931.57,924.1,28.05,395.4,0.424,1.57,146.0,235.4,364.9,bad,non_electric,face_row,30,284,450,734,91,1.0000,0.0000
27-H-013,27,primary,2,6,363819.678,6591872.271,200.000,363819.678,6591872.271,182.454,17.55,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,8.26,6,4.64,hardness,4,0.6038,late_mafic_dyke,late_barren_intrusion,secondary_fault,medium,2.755,0.6038,0.1398,0.6523,1.040,138.3,982.59,1021.9,31.01,395.4,0.402,1.49,143.0,230.7,357.6,bad,non_electric,face_row,31,292,450,742,92,1.0000,0.0000
27-H-014,27,primary,2,7,363816.240,6591879.114,200.000,363816.240,6591879.114,183.151,16.85,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,4.57,5,3.00,hardness,4,0.6199,late_mafic_dyke,late_barren_intrusion,secondary_fault,medium,2.784,0.6199,0.1225,0.6786,1.092,132.0,943.55,1030.4,31.27,395.4,0.419,1.55,138.6,223.5,346.5,bad,non_electric,face_row,32,300,450,750,93,1.0000,0.0000
27-H-015,27,primary,2,8,363812.711,6591886.120,200.000,363812.711,6591886.120,184.422,15.58,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,0.55,4,5.00,hardness,5,0.6459,late_mafic_dyke,late_barren_intrusion,secondary_fault,medium,2.823,0.6459,0.0854,0.7112,1.157,125.0,872.37,1009.3,30.63,395.4,0.453,1.67,133.8,215.7,334.4,bad,non_electric,face_row,33,308,450,758,94,1.0000,0.0000
27-H-016,27,primary,3,5,363832.544,6591864.621,200.000,363832.544,6591864.621,184.022,15.98,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,1.36,4,4.31,hardness,4,0.5959,propylitic_volcanics,low_grade_halo,secondary_fault,medium,2.772,0.5959,0.2967,0.6474,1.047,141.3,894.77,936.8,28.43,395.4,0.442,1.63,143.8,231.9,359.4,bad,non_electric,face_row,34,384,450,834,104,1.0000,0.0000
27-H-017,27,primary,3,6,363828.564,6591872.272,200.000,363828.564,6591872.272,182.768,17.23,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.34,5,3.46,hardness,4,0.6008,propylitic_volcanics,low_grade_halo,secondary_fault,medium,2.790,0.6008,0.3126,0.6600,1.080,136.0,964.99,1042.2,31.63,395.4,0.410,1.51,139.7,225.2,349.1,bad,non_electric,face_row,35,392,450,842,105,1.0000,0.0000
27-H-018,27,primary,3,7,363824.676,6591878.580,200.000,363824.676,6591878.580,183.826,16.17,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,0.23,5,2.71,hardness,4,0.6129,late_mafic_dyke,late_barren_intrusion,secondary_fault,medium,2.774,0.6129,0.1874,0.6755,1.094,131.0,905.73,990.9,30.07,395.4,0.437,1.61,137.0,221.0,342.5,bad,non_electric,face_row,36,400,450,850,106,1.0000,0.0000
27-INF-019,27,infill,1,9,363782.618,6591871.157,200.000,363782.618,6591871.157,183.046,16.95,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,1.68,5,1.78,hardness,2,0.5335,fault_breccia_gouge,fault_damage_zone,secondary_fault,soft,2.666,0.5335,0.5526,0.5417,0.826,160.0,949.40,784.2,23.80,395.4,0.416,1.54,150.8,243.2,376.9,bad,non_electric,face_row,1,0,450,450,56,1.0000,0.0000
27-INF-020,27,infill,1,8,363786.478,6591867.594,200.000,363786.478,6591867.594,184.284,15.72,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,0.29,4,4.47,hardness,2,0.5487,fault_breccia_gouge,fault_damage_zone,secondary_fault,soft,2.665,0.5487,0.4859,0.5506,0.838,160.0,880.11,737.5,22.38,395.4,0.449,1.66,152.0,245.1,379.9,bad,non_electric,face_row,2,7,450,457,57,1.0000,0.0000
27-INF-021,27,infill,1,9,363782.817,6591877.625,200.000,363782.817,6591877.625,183.867,16.13,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,2.28,4,3.96,hardness,1,0.5152,fault_breccia_gouge,fault_damage_zone,secondary_fault,soft,2.657,0.5152,0.5922,0.5240,0.797,162.5,903.44,720.0,21.85,395.4,0.438,1.62,151.1,243.6,377.6,bad,non_electric,face_row,4,26,450,476,59,1.0000,0.0000
27-INF-022,27,infill,1,9,363786.399,6591874.356,200.000,363786.399,6591874.356,183.584,16.42,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,6.32,4,3.44,hardness,1,0.5233,fault_breccia_gouge,fault_damage_zone,secondary_fault,soft,2.652,0.5233,0.5468,0.5346,0.830,161.3,919.30,763.0,23.15,395.4,0.430,1.59,154.0,248.4,384.9,bad,non_electric,face_row,5,32,450,482,60,1.0000,0.0000
27-INF-023,27,infill,1,7,363793.930,6591864.238,200.000,363793.930,6591864.238,183.949,16.05,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,1.10,5,2.69,hardness,3,0.5690,fault_breccia_gouge,fault_damage_zone,secondary_fault,soft,2.688,0.5690,0.3932,0.5767,0.870,155.0,898.86,782.0,23.73,395.4,0.440,1.62,149.9,241.8,374.8,bad,non_electric,face_row,3,19,450,469,58,1.0000,0.0000
27-INF-024,27,infill,1,8,363790.391,6591871.177,200.000,363790.391,6591871.177,183.685,16.32,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,5.04,6,4.72,hardness,2,0.5395,fault_breccia_gouge,stockwork_ore,secondary_fault,soft,2.665,0.5395,0.5189,0.5452,0.845,160.8,913.65,772.0,23.43,395.4,0.433,1.60,153.5,247.5,383.7,bad,non_electric,face_row,6,39,450,489,61,1.0000,0.0000
27-INF-025,27,infill,1,10,363783.250,6591884.702,200.000,363783.250,6591884.702,183.632,16.37,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,1.11,4,3.81,hardness,2,0.5330,phyllic_volcanics,stockwork_ore,secondary_fault,medium,2.697,0.5330,0.6701,0.5534,0.875,156.3,916.63,802.1,24.34,395.4,0.431,1.59,148.9,240.1,372.1,bad,non_electric,face_row,9,62,450,512,64,1.0000,0.0000
27-INF-026,27,infill,1,10,363786.852,6591881.380,200.000,363786.852,6591881.380,182.653,17.35,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,5.15,5,1.82,hardness,1,0.5210,fault_breccia_gouge,stockwork_ore,secondary_fault,medium,2.682,0.5210,0.6087,0.5441,0.860,159.0,971.44,835.4,25.36,395.4,0.407,1.50,152.0,245.2,380.0,bad,non_electric,face_row,11,74,450,524,65,1.0000,0.0000
27-INF-027,27,infill,1,9,363789.647,6591878.106,200.000,363789.647,6591878.106,183.604,16.40,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,9.18,4,5.90,hardness,1,0.5233,fault_breccia_gouge,fault_damage_zone,secondary_fault,soft,2.652,0.5233,0.5468,0.5346,0.830,161.3,918.17,762.1,23.13,395.4,0.431,1.59,154.0,248.4,384.9,bad,non_electric,face_row,12,81,450,531,66,1.0000,0.0000
27-INF-028,27,infill,1,6,363801.015,6591860.324,200.000,363801.015,6591860.324,183.106,16.89,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,1.64,5,4.32,hardness,4,0.5972,late_mafic_dyke,late_barren_intrusion,secondary_fault,medium,2.744,0.5972,0.1713,0.6237,0.952,145.0,946.09,900.7,27.33,395.4,0.418,1.54,144.9,233.8,362.3,bad,non_electric,face_row,7,48,450,498,62,1.0000,0.0000
27-INF-029,27,infill,1,7,363797.406,6591867.560,200.000,363797.406,6591867.560,182.581,17.42,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,5.93,4,4.70,hardness,4,0.5920,fault_breccia_gouge,fault_damage_zone,secondary_fault,soft,2.690,0.5920,0.2155,0.6022,0.900,148.8,975.48,877.9,26.64,395.4,0.405,1.50,147.6,238.1,369.1,bad,non_electric,face_row,10,68,450,518,64,1.0000,0.0000
