hole_id,pattern_id,role,row,column,x,y,z,toe_x,toe_y,toe_z,length_m,burden_m,spacing_m,hole_diameter_mm,explosive_product_key,explosive_product_name,charge_length_m,stemming_length_m,boundary_clearance_m,matched_block_count,nearest_block_distance_m,cluster_basis,cluster_id,cluster_score,lithology,mineral_domain,structure_domain,digability,density_tpm3,hardness_index,grade_index,energy_requirement_index,pf_target_kg_m3,target_p80_mm,effective_volume_m3,required_explosive_mass_kg,required_charge_length_m,explosive_mass_kg,powder_factor_kg_m3,energy_intensity_mj_m3,predicted_p50_mm,predicted_p80_mm,predicted_p95_mm,coarse_risk,timing_system,timing_template,sequence,surface_delay_ms,in_hole_delay_ms,firing_time_ms,timing_window,movement_vector_x,movement_vector_y
1-H-001,1,primary,1,1,363645.539,6591666.912,200.000,363645.539,6591666.912,183.946,16.05,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,5,4.69,hardness,4,0.6581,mineralised_porphyry,high_grade_core,background,hard,2.920,0.6581,1.0000,0.5830,1.180,121.0,899.00,1060.8,32.20,395.4,0.440,1.62,122.6,197.7,306.4,bad,non_electric,face_row,1,0,450,450,56,1.0000,0.0000
1-H-002,1,primary,1,2,363637.937,6591666.232,200.000,363637.937,6591666.232,183.498,16.50,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,4,5.71,hardness,4,0.6760,mineralised_porphyry,high_grade_core,background,hard,2.930,0.6760,1.0000,0.5966,1.180,116.3,924.09,1090.4,33.09,395.4,0.428,1.58,118.6,191.4,296.6,bad,non_electric,face_row,2,8,450,458,57,1.0000,0.0000
1-H-003,1,primary,1,3,363629.596,6591666.295,200.000,363629.596,6591666.295,184.113,15.89,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.67,4,6.62,hardness,5,0.6769,mineralised_porphyry,high_grade_core,background,hard,2.945,0.6769,1.0000,0.5945,1.180,117.5,889.68,1049.8,31.86,395.4,0.444,1.64,120.0,193.5,299.9,bad,non_electric,face_row,3,16,450,466,58,1.0000,0.0000
1-H-004,1,primary,1,4,363622.093,6591666.140,200.000,363622.093,6591666.140,183.608,16.39,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.68,4,5.12,hardness,4,0.6679,mineralised_porphyry,high_grade_core,background,hard,2.958,0.6679,1.0000,0.5986,1.180,115.0,917.96,1083.2,32.88,395.4,0.431,1.59,117.1,188.8,292.6,bad,non_electric,face_row,4,24,450,474,59,1.0000,0.0000
1-H-005,1,primary,1,5,363613.758,6591665.141,200.000,363613.758,6591665.141,183.376,16.62,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.61,5,3.78,hardness,4,0.6719,mineralised_porphyry,high_grade_core,background,hard,2.964,0.6719,1.0000,0.5992,1.180,116.0,930.96,1098.5,33.34,395.4,0.425,1.57,118.4,190.9,295.9,bad,non_electric,face_row,5,32,450,482,60,1.0000,0.0000
1-H-006,1,primary,1,6,363605.982,6591664.614,200.000,363605.982,6591664.614,182.724,17.28,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.44,5,3.29,hardness,4,0.6716,mineralised_porphyry,high_grade_core,background,hard,2.970,0.6716,1.0000,0.5972,1.178,118.0,967.48,1139.7,34.58,395.4,0.409,1.51,120.5,194.3,301.2,bad,non_electric,face_row,6,40,450,490,61,1.0000,0.0000
1-H-007,1,primary,1,7,363598.113,6591664.488,200.000,363598.113,6591664.488,182.490,17.51,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.04,4,3.98,hardness,4,0.6719,mineralised_porphyry,high_grade_core,background,hard,2.965,0.6719,1.0000,0.6002,1.177,118.8,980.56,1154.1,35.03,395.4,0.403,1.49,121.5,195.9,303.7,bad,non_electric,face_row,7,48,450,498,62,1.0000,0.0000
1-H-008,1,primary,1,8,363589.902,6591663.752,200.000,363589.902,6591663.752,184.204,15.80,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,2.22,4,5.42,hardness,4,0.6734,mineralised_porphyry,high_grade_core,background,hard,2.952,0.6734,1.0000,0.6050,1.177,118.8,884.60,1041.2,31.60,395.4,0.447,1.65,121.8,196.5,304.5,bad,non_electric,face_row,10,67,450,517,64,1.0000,0.0000
1-H-009,1,primary,1,9,363581.523,6591663.467,200.000,363581.523,6591663.467,183.174,16.83,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,0.90,4,3.57,hardness,4,0.6637,mineralised_porphyry,high_grade_core,background,hard,2.935,0.6637,1.0000,0.6030,1.180,121.3,942.28,1111.9,33.75,395.4,0.420,1.55,124.2,200.4,310.5,bad,non_electric,face_row,12,80,450,530,66,1.0000,0.0000
1-H-010,1,primary,2,1,363641.362,6591673.976,200.000,363641.362,6591673.976,184.303,15.70,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,7.65,4,4.15,hardness,5,0.6792,mineralised_porphyry,high_grade_core,background,hard,2.942,0.6792,1.0000,0.6007,1.180,118.8,879.04,1037.3,31.48,395.4,0.450,1.66,121.8,196.5,304.6,bad,non_electric,face_row,8,119,450,569,71,1.0000,0.0000
1-H-011,1,primary,2,2,363632.820,6591673.405,200.000,363632.820,6591673.405,184.606,15.39,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.58,6,2.30,hardness,5,0.6792,mineralised_porphyry,high_grade_core,background,hard,2.942,0.6792,1.0000,0.6010,1.180,117.5,862.08,1017.2,30.87,395.4,0.459,1.69,120.4,194.2,301.0,bad,non_electric,face_row,11,138,450,588,73,1.0000,0.0000
1-H-012,1,primary,2,3,363625.627,6591673.008,200.000,363625.627,6591673.008,184.182,15.82,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.69,5,1.35,hardness,4,0.6712,mineralised_porphyry,high_grade_core,background,hard,2.950,0.6712,1.0000,0.6009,1.180,117.0,885.83,1045.3,31.72,395.4,0.446,1.65,119.6,192.8,298.9,bad,non_electric,face_row,13,152,450,602,75,1.0000,0.0000
1-H-013,1,primary,2,4,363617.342,6591672.029,200.000,363617.342,6591672.029,184.181,15.82,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.66,5,2.62,hardness,4,0.6730,mineralised_porphyry,high_grade_core,background,hard,2.936,0.6730,1.0000,0.6107,1.180,115.0,885.85,1045.3,31.73,395.4,0.446,1.65,117.9,190.2,294.8,bad,non_electric,face_row,14,160,450,610,76,1.0000,0.0000
1-H-014,1,primary,2,5,363608.783,6591671.723,200.000,363608.783,6591671.723,184.936,15.06,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.57,6,4.52,hardness,5,0.6826,mineralised_porphyry,high_grade_core,background,hard,2.953,0.6826,1.0000,0.6123,1.180,115.8,843.57,995.4,30.21,395.4,0.469,1.73,119.3,192.4,298.2,bad,non_electric,face_row,16,173,450,623,77,1.0000,0.0000
1-H-015,1,primary,2,6,363601.000,6591670.927,200.000,363601.000,6591670.927,183.550,16.45,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.31,6,3.49,hardness,5,0.6834,mineralised_porphyry,high_grade_core,background,hard,2.963,0.6834,1.0000,0.6115,1.178,118.3,921.21,1085.2,32.93,395.4,0.429,1.58,122.1,196.9,305.2,bad,non_electric,face_row,17,181,450,631,78,1.0000,0.0000
