hole_id,pattern_id,role,row,column,x,y,z,toe_x,toe_y,toe_z,length_m,burden_m,spacing_m,hole_diameter_mm,explosive_product_key,explosive_product_name,charge_length_m,stemming_length_m,boundary_clearance_m,matched_block_count,nearest_block_distance_m,cluster_basis,cluster_id,cluster_score,lithology,mineral_domain,structure_domain,digability,density_tpm3,hardness_index,grade_index,energy_requirement_index,pf_target_kg_m3,target_p80_mm,effective_volume_m3,required_explosive_mass_kg,required_charge_length_m,explosive_mass_kg,powder_factor_kg_m3,energy_intensity_mj_m3,predicted_p50_mm,predicted_p80_mm,predicted_p95_mm,coarse_risk,timing_system,timing_template,sequence,surface_delay_ms,in_hole_delay_ms,firing_time_ms,timing_window,movement_vector_x,movement_vector_y
13-H-001,13,primary,1,2,363730.247,6591839.050,200.000,363730.247,6591839.050,183.801,16.20,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,0.63,4,5.32,hardness,4,0.6231,mineralised_porphyry,high_grade_core,background,hard,2.877,0.6231,1.0000,0.6180,1.177,123.8,907.15,1067.7,32.41,395.4,0.436,1.61,126.3,203.7,315.8,bad,non_electric,face_row,1,0,450,450,56,1.0000,0.0000
13-H-002,13,primary,1,3,363731.955,6591831.152,200.000,363731.955,6591831.152,183.862,16.14,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,5,3.44,hardness,4,0.6143,mineralised_porphyry,high_grade_core,background,hard,2.868,0.6143,1.0000,0.6088,1.166,128.0,903.72,1053.7,31.98,395.4,0.438,1.62,130.0,209.7,325.0,bad,non_electric,face_row,2,8,450,458,57,1.0000,0.0000
13-H-003,13,primary,1,4,363733.325,6591823.701,200.000,363733.325,6591823.701,182.729,17.27,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,6,2.34,hardness,4,0.6190,mineralised_porphyry,high_grade_core,main_fault,hard,2.852,0.6190,1.0000,0.6679,1.147,128.3,967.20,1109.4,33.67,395.4,0.409,1.51,133.7,215.6,334.3,bad,non_electric,face_row,3,16,450,466,58,1.0000,0.0000
13-H-004,13,primary,1,5,363735.225,6591815.714,200.000,363735.225,6591815.714,183.867,16.13,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,5,4.12,hardness,4,0.6165,mineralised_porphyry,high_grade_core,main_fault,hard,2.834,0.6165,1.0000,0.6716,1.124,129.0,903.43,1015.5,30.82,395.4,0.438,1.62,134.1,216.2,335.2,bad,non_electric,face_row,4,24,450,474,59,1.0000,0.0000
13-H-005,13,primary,1,6,363737.815,6591808.048,200.000,363737.815,6591808.048,183.350,16.65,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,4,4.43,hardness,4,0.6083,mineralised_porphyry,high_grade_core,main_fault,medium,2.797,0.6083,1.0000,0.6375,1.020,136.3,932.42,951.1,28.86,395.4,0.424,1.57,137.3,221.4,343.2,bad,non_electric,face_row,6,37,450,487,60,1.0000,0.0000
13-H-006,13,primary,1,7,363739.494,6591799.569,200.000,363739.494,6591799.569,184.012,15.99,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,4,4.68,hardness,3,0.5766,fault_breccia_gouge,fault_damage_zone,main_fault,soft,2.757,0.5766,0.9775,0.5827,0.908,150.0,895.35,813.0,24.68,395.4,0.442,1.63,144.0,232.3,360.0,bad,non_electric,face_row,7,45,450,495,61,1.0000,0.0000
13-H-007,13,primary,2,2,363724.016,6591833.196,200.000,363724.016,6591833.196,184.920,15.08,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,5.49,5,2.11,hardness,4,0.6245,mineralised_porphyry,high_grade_core,background,hard,2.866,0.6245,1.0000,0.6191,1.172,122.0,844.48,989.7,30.04,395.4,0.468,1.73,124.3,200.6,310.9,bad,non_electric,face_row,8,119,450,569,71,1.0000,0.0000
13-H-008,13,primary,2,3,363725.344,6591825.823,200.000,363725.344,6591825.823,183.805,16.19,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.50,5,4.07,hardness,4,0.6233,mineralised_porphyry,high_grade_core,main_fault,hard,2.864,0.6233,1.0000,0.6680,1.166,129.0,906.90,1057.5,32.09,395.4,0.436,1.61,135.1,217.9,337.7,bad,non_electric,face_row,9,127,450,577,72,1.0000,0.0000
13-H-009,13,primary,2,4,363727.144,6591817.524,200.000,363727.144,6591817.524,184.251,15.75,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.50,4,4.66,hardness,4,0.6150,mineralised_porphyry,high_grade_core,main_fault,hard,2.850,0.6150,1.0000,0.6679,1.132,130.0,881.95,998.4,30.30,395.4,0.448,1.66,135.1,218.0,337.9,bad,non_electric,face_row,10,135,450,585,73,1.0000,0.0000
13-H-010,13,primary,2,5,363729.911,6591809.568,200.000,363729.911,6591809.568,182.923,17.08,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.50,4,4.96,hardness,3,0.6016,mineralised_porphyry,high_grade_core,main_fault,medium,2.808,0.6016,1.0000,0.6423,1.060,137.5,956.30,1013.7,30.76,395.4,0.413,1.53,139.8,225.5,349.5,bad,non_electric,face_row,11,143,450,593,74,1.0000,0.0000
