hole_id,pattern_id,role,row,column,x,y,z,toe_x,toe_y,toe_z,length_m,burden_m,spacing_m,hole_diameter_mm,explosive_product_key,explosive_product_name,charge_length_m,stemming_length_m,boundary_clearance_m,matched_block_count,nearest_block_distance_m,cluster_basis,cluster_id,cluster_score,lithology,mineral_domain,structure_domain,digability,density_tpm3,hardness_index,grade_index,energy_requirement_index,pf_target_kg_m3,target_p80_mm,effective_volume_m3,required_explosive_mass_kg,required_charge_length_m,explosive_mass_kg,powder_factor_kg_m3,energy_intensity_mj_m3,predicted_p50_mm,predicted_p80_mm,predicted_p95_mm,coarse_risk,timing_system,timing_template,sequence,surface_delay_ms,in_hole_delay_ms,firing_time_ms,timing_window,movement_vector_x,movement_vector_y
26-H-001,26,primary,1,3,363701.198,6591903.877,200.000,363701.198,6591903.877,183.238,16.76,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,2.90,4,4.21,hardness,4,0.5664,fault_breccia_gouge,fault_damage_zone,secondary_fault,soft,2.690,0.5664,0.8636,0.5583,0.840,158.8,938.68,788.5,23.93,395.4,0.421,1.56,153.8,248.1,384.5,bad,non_electric,face_row,1,0,450,450,56,1.0000,0.0000
26-H-002,26,primary,1,4,363702.411,6591911.871,200.000,363702.411,6591911.871,182.729,17.27,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.27,4,2.38,hardness,2,0.5452,fault_breccia_gouge,fault_damage_zone,secondary_fault,soft,2.675,0.5452,0.8273,0.5449,0.828,160.0,967.18,800.8,24.30,395.4,0.409,1.51,154.3,248.9,385.8,bad,non_electric,face_row,2,8,450,458,57,1.0000,0.0000
26-H-003,26,primary,1,5,363703.948,6591920.157,200.000,363703.948,6591920.157,183.920,16.08,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,5,2.36,hardness,1,0.5334,fault_breccia_gouge,stockwork_ore,secondary_fault,soft,2.684,0.5334,0.8316,0.5385,0.826,159.0,900.49,743.8,22.57,395.4,0.439,1.62,150.8,243.3,377.0,bad,non_electric,face_row,3,16,450,466,58,1.0000,0.0000
26-H-004,26,primary,1,6,363705.044,6591927.433,200.000,363705.044,6591927.433,182.450,17.55,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,0.47,6,4.17,hardness,1,0.5337,propylitic_volcanics,stockwork_ore,secondary_fault,medium,2.708,0.5337,0.7747,0.5628,0.912,153.3,982.80,896.3,27.20,395.4,0.402,1.49,148.8,240.1,372.1,bad,non_electric,face_row,4,24,450,474,59,1.0000,0.0000
26-H-005,26,primary,2,2,363707.673,6591898.172,200.000,363707.673,6591898.172,184.268,15.73,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,1.21,4,3.95,hardness,5,0.5830,fault_breccia_gouge,fault_damage_zone,secondary_fault,medium,2.772,0.5830,0.9057,0.5940,0.922,153.8,880.97,812.3,24.65,395.4,0.449,1.66,153.1,246.9,382.7,bad,non_electric,face_row,5,100,450,550,68,1.0000,0.0000
26-H-006,26,primary,2,3,363709.308,6591906.896,200.000,363709.308,6591906.896,183.664,16.34,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,9.18,4,6.33,hardness,3,0.5617,fault_breccia_gouge,fault_damage_zone,secondary_fault,soft,2.698,0.5617,0.8114,0.5532,0.835,160.0,914.79,763.8,23.18,395.4,0.432,1.60,156.1,251.7,390.2,bad,non_electric,face_row,6,108,450,558,69,1.0000,0.0000
26-H-007,26,primary,2,4,363709.687,6591914.228,200.000,363709.687,6591914.228,183.498,16.50,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.44,4,5.64,hardness,1,0.5386,fault_breccia_gouge,stockwork_ore,secondary_fault,soft,2.703,0.5386,0.8198,0.5470,0.857,158.8,924.13,792.0,24.04,395.4,0.428,1.58,152.4,245.8,381.0,bad,non_electric,face_row,7,116,450,566,70,1.0000,0.0000
26-H-008,26,primary,2,5,363711.133,6591922.273,200.000,363711.133,6591922.273,183.312,16.69,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,4.04,5,3.68,hardness,2,0.5437,propylitic_volcanics,stockwork_ore,secondary_fault,medium,2.722,0.5437,0.7775,0.5745,0.932,152.0,934.55,871.0,26.43,395.4,0.423,1.56,148.9,240.2,372.3,bad,non_electric,face_row,8,124,450,574,71,1.0000,0.0000
26-H-009,26,primary,3,3,363715.467,6591901.740,200.000,363715.467,6591901.740,183.215,16.78,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,5.76,5,0.21,hardness,4,0.5684,fault_breccia_gouge,fault_damage_zone,secondary_fault,soft,2.734,0.5684,0.8705,0.5708,0.878,158.0,939.94,825.3,25.04,395.4,0.421,1.55,155.9,251.4,389.6,bad,non_electric,face_row,9,203,450,653,81,1.0000,0.0000
26-H-010,26,primary,3,4,363716.064,6591909.514,200.000,363716.064,6591909.514,184.356,15.64,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,13.73,5,2.60,hardness,3,0.5535,fault_breccia_gouge,fault_damage_zone,secondary_fault,soft,2.714,0.5535,0.8518,0.5493,0.824,158.0,876.05,721.9,21.91,395.4,0.451,1.67,151.4,244.2,378.4,bad,non_electric,face_row,10,211,450,661,82,1.0000,0.0000
26-H-011,26,primary,3,5,363717.181,6591917.310,200.000,363717.181,6591917.310,184.327,15.67,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,7.72,4,5.04,hardness,3,0.5634,propylitic_volcanics,stockwork_ore,secondary_fault,medium,2.762,0.5634,0.8739,0.5826,0.910,148.8,877.66,798.7,24.23,395.4,0.451,1.66,143.8,231.9,359.4,bad,non_electric,face_row,11,219,450,669,83,1.0000,0.0000
26-H-012,26,primary,4,2,363721.877,6591896.759,200.000,363721.877,6591896.759,185.038,14.96,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,2.34,4,6.03,hardness,4,0.5697,fault_breccia_gouge,fault_damage_zone,secondary_fault,medium,2.745,0.5697,0.8652,0.5807,0.895,156.3,837.85,749.9,22.76,395.4,0.472,1.74,153.3,247.2,383.2,bad,non_electric,face_row,13,304,450,754,94,1.0000,0.0000
26-H-013,26,primary,4,3,363723.018,6591904.477,200.000,363723.018,6591904.477,183.850,16.15,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.32,4,3.60,hardness,3,0.5590,fault_breccia_gouge,fault_damage_zone,secondary_fault,soft,2.732,0.5590,0.8622,0.5584,0.840,156.3,904.41,759.7,23.06,395.4,0.437,1.61,150.7,243.1,376.8,bad,non_electric,face_row,14,312,450,762,95,1.0000,0.0000
