hole_id,pattern_id,role,row,column,x,y,z,toe_x,toe_y,toe_z,length_m,burden_m,spacing_m,hole_diameter_mm,explosive_product_key,explosive_product_name,charge_length_m,stemming_length_m,boundary_clearance_m,matched_block_count,nearest_block_distance_m,cluster_basis,cluster_id,cluster_score,lithology,mineral_domain,structure_domain,digability,density_tpm3,hardness_index,grade_index,energy_requirement_index,pf_target_kg_m3,target_p80_mm,effective_volume_m3,required_explosive_mass_kg,required_charge_length_m,explosive_mass_kg,powder_factor_kg_m3,energy_intensity_mj_m3,predicted_p50_mm,predicted_p80_mm,predicted_p95_mm,coarse_risk,timing_system,timing_template,sequence,surface_delay_ms,in_hole_delay_ms,firing_time_ms,timing_window,movement_vector_x,movement_vector_y
4-H-001,4,primary,1,1,363593.812,6591695.836,200.000,363593.812,6591695.836,183.091,16.91,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,6,4.28,hardness,5,0.6068,mineralised_porphyry,high_grade_core,background,hard,2.827,0.6068,1.0000,0.5835,1.112,132.5,946.91,1053.0,31.96,395.4,0.418,1.54,137.3,221.5,343.3,bad,non_electric,face_row,1,0,450,450,56,1.0000,0.0000
4-H-002,4,primary,1,2,363586.930,6591697.155,200.000,363586.930,6591697.155,183.553,16.45,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,4,4.88,hardness,5,0.5969,mineralised_porphyry,high_grade_core,background,medium,2.815,0.5969,1.0000,0.5771,1.107,135.0,921.03,1019.6,30.94,395.4,0.429,1.59,140.3,226.4,350.8,bad,non_electric,face_row,2,8,450,458,57,1.0000,0.0000
4-H-003,4,primary,1,3,363578.488,6591697.884,200.000,363578.488,6591697.884,183.680,16.32,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,4,5.05,hardness,5,0.5851,mineralised_porphyry,high_grade_core,main_fault,hard,2.815,0.5851,1.0000,0.6311,1.087,135.0,913.92,993.4,30.15,395.4,0.433,1.60,142.6,230.0,356.5,bad,non_electric,face_row,3,16,450,466,58,1.0000,0.0000
4-H-004,4,primary,1,4,363570.500,6591699.655,200.000,363570.500,6591699.655,184.250,15.75,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.64,4,4.86,hardness,4,0.5729,mineralised_porphyry,high_grade_core,main_fault,hard,2.795,0.5729,1.0000,0.6287,1.075,135.0,882.00,948.2,28.78,395.4,0.448,1.66,141.5,228.3,353.8,bad,non_electric,face_row,4,24,450,474,59,1.0000,0.0000
4-H-005,4,primary,1,5,363562.838,6591700.211,200.000,363562.838,6591700.211,184.401,15.60,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.86,5,2.50,hardness,4,0.5544,mineralised_porphyry,high_grade_core,main_fault,medium,2.770,0.5544,1.0000,0.6021,1.014,141.0,873.57,885.8,26.88,395.4,0.453,1.67,144.2,232.5,360.4,bad,non_electric,face_row,5,32,450,482,60,1.0000,0.0000
4-H-006,4,primary,2,1,363591.149,6591702.870,200.000,363591.149,6591702.870,184.150,15.85,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,7.55,4,3.89,hardness,5,0.5790,mineralised_porphyry,high_grade_core,main_fault,medium,2.795,0.5790,1.0000,0.6091,1.035,142.5,887.62,918.7,27.88,395.4,0.445,1.64,148.2,239.0,370.4,bad,non_electric,face_row,6,108,450,558,69,1.0000,0.0000
4-H-007,4,primary,2,2,363583.484,6591704.583,200.000,363583.484,6591704.583,183.935,16.06,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.50,5,3.20,hardness,4,0.5755,mineralised_porphyry,high_grade_core,main_fault,medium,2.784,0.5755,1.0000,0.6068,1.022,142.0,899.62,919.4,27.90,395.4,0.440,1.62,146.9,236.9,367.2,bad,non_electric,face_row,7,116,450,566,70,1.0000,0.0000
4-H-008,4,primary,2,3,363575.662,6591706.040,200.000,363575.662,6591706.040,183.337,16.66,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.53,5,4.07,hardness,4,0.5742,mineralised_porphyry,high_grade_core,main_fault,medium,2.774,0.5742,1.0000,0.6092,1.016,141.0,933.13,948.1,28.77,395.4,0.424,1.56,145.6,234.9,364.1,bad,non_electric,face_row,8,124,450,574,71,1.0000,0.0000
4-H-009,4,primary,2,4,363567.591,6591706.386,200.000,363567.591,6591706.386,182.983,17.02,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.75,4,5.59,hardness,4,0.5699,mineralised_porphyry,high_grade_core,main_fault,medium,2.753,0.5699,1.0000,0.6080,1.010,142.5,952.98,962.5,29.21,395.4,0.415,1.53,146.9,236.9,367.2,bad,non_electric,face_row,9,132,450,582,72,1.0000,0.0000
4-H-010,4,primary,2,5,363559.923,6591707.838,200.000,363559.923,6591707.838,183.529,16.47,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.97,4,6.12,hardness,4,0.5600,mineralised_porphyry,high_grade_core,main_fault,medium,2.745,0.5600,1.0000,0.5857,0.963,147.5,922.40,888.3,26.96,395.4,0.429,1.58,149.1,240.6,372.9,bad,non_electric,face_row,10,140,450,590,73,1.0000,0.0000
