hole_id,pattern_id,role,row,column,x,y,z,toe_x,toe_y,toe_z,length_m,burden_m,spacing_m,hole_diameter_mm,explosive_product_key,explosive_product_name,charge_length_m,stemming_length_m,boundary_clearance_m,matched_block_count,nearest_block_distance_m,cluster_basis,cluster_id,cluster_score,lithology,mineral_domain,structure_domain,digability,density_tpm3,hardness_index,grade_index,energy_requirement_index,pf_target_kg_m3,target_p80_mm,effective_volume_m3,required_explosive_mass_kg,required_charge_length_m,explosive_mass_kg,powder_factor_kg_m3,energy_intensity_mj_m3,predicted_p50_mm,predicted_p80_mm,predicted_p95_mm,coarse_risk,timing_system,timing_template,sequence,surface_delay_ms,in_hole_delay_ms,firing_time_ms,timing_window,movement_vector_x,movement_vector_y
6-H-001,6,primary,1,2,363435.730,6591724.079,200.000,363435.730,6591724.079,184.165,15.83,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,0.91,5,2.83,hardness,2,0.5402,mineralised_porphyry,high_grade_core,main_fault,medium,2.606,0.5402,0.7575,0.4988,0.850,163.0,886.75,753.7,22.87,395.4,0.446,1.65,155.3,250.5,388.3,bad,non_electric,face_row,1,0,450,450,56,1.0000,0.0000
6-H-002,6,primary,1,3,363429.366,6591728.419,200.000,363429.366,6591728.419,183.807,16.19,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,2.42,4,5.03,hardness,2,0.5325,mineralised_porphyry,high_grade_core,main_fault,medium,2.587,0.5325,0.9360,0.4837,0.830,163.8,906.78,752.6,22.84,395.4,0.436,1.61,153.8,248.1,384.6,bad,non_electric,face_row,2,8,450,458,57,1.0000,0.0000
6-H-003,6,primary,1,4,363421.908,6591732.988,200.000,363421.908,6591732.988,183.630,16.37,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,5,3.01,hardness,2,0.5188,mineralised_porphyry,high_grade_core,background,medium,2.588,0.5188,0.9575,0.4144,0.836,162.0,916.72,766.4,23.26,395.4,0.431,1.59,147.0,237.1,367.6,bad,non_electric,face_row,4,21,450,471,58,1.0000,0.0000
6-H-004,6,primary,1,5,363415.074,6591736.623,200.000,363415.074,6591736.623,182.904,17.10,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,6,4.46,hardness,1,0.5124,mineralised_porphyry,high_grade_core,background,medium,2.597,0.5124,0.9483,0.4055,0.823,164.2,957.39,787.9,23.92,395.4,0.413,1.53,147.8,238.4,369.6,bad,non_electric,face_row,5,29,450,479,59,1.0000,0.0000
6-H-005,6,primary,1,6,363409.092,6591741.105,200.000,363409.092,6591741.105,184.131,15.87,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,6,3.77,hardness,1,0.5009,mineralised_porphyry,high_grade_core,background,medium,2.602,0.5009,0.9352,0.4069,0.822,164.2,888.67,730.5,22.17,395.4,0.445,1.64,147.3,237.5,368.2,bad,non_electric,face_row,6,37,450,487,60,1.0000,0.0000
6-H-006,6,primary,1,7,363401.629,6591745.768,200.000,363401.629,6591745.768,183.725,16.27,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,4,5.10,hardness,1,0.4913,mineralised_porphyry,high_grade_core,cross_fault,medium,2.610,0.4913,0.9025,0.4720,0.785,162.5,911.39,715.4,21.71,395.4,0.434,1.60,147.6,238.1,369.0,bad,non_electric,face_row,7,45,450,495,61,1.0000,0.0000
6-H-007,6,primary,1,8,363395.059,6591749.713,200.000,363395.059,6591749.713,183.011,16.99,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,2.10,5,1.60,hardness,1,0.4927,mineralised_porphyry,high_grade_core,cross_fault,medium,2.588,0.4927,0.8847,0.4707,0.764,165.0,951.38,726.9,22.06,395.4,0.416,1.53,149.2,240.6,372.9,bad,non_electric,face_row,9,59,450,509,63,1.0000,0.0000
6-H-008,6,primary,2,1,363442.974,6591728.193,200.000,363442.974,6591728.193,182.419,17.58,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,4.63,4,4.08,hardness,2,0.5441,mineralised_porphyry,high_grade_core,main_fault,soft,2.617,0.5441,0.7114,0.4986,0.850,163.8,984.53,836.8,25.40,395.4,0.402,1.48,156.3,252.1,390.7,bad,non_electric,face_row,8,117,450,567,70,1.0000,0.0000
6-H-009,6,primary,2,2,363436.132,6591732.600,200.000,363436.132,6591732.600,184.944,15.06,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,8.54,5,1.40,hardness,2,0.5276,mineralised_porphyry,high_grade_core,main_fault,medium,2.602,0.5276,0.8751,0.4907,0.854,161.0,843.12,720.0,21.85,395.4,0.469,1.73,152.1,245.4,380.3,bad,non_electric,face_row,10,130,450,580,72,1.0000,0.0000
6-H-010,6,primary,2,3,363429.529,6591736.323,200.000,363429.529,6591736.323,182.812,17.19,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.05,4,6.63,hardness,1,0.5134,mineralised_porphyry,high_grade_core,background,medium,2.587,0.5134,0.9758,0.4135,0.825,158.8,962.54,794.1,24.10,395.4,0.411,1.52,142.9,230.5,357.3,bad,non_electric,face_row,11,138,450,588,73,1.0000,0.0000
