hole_id,pattern_id,role,row,column,x,y,z,toe_x,toe_y,toe_z,length_m,burden_m,spacing_m,hole_diameter_mm,explosive_product_key,explosive_product_name,charge_length_m,stemming_length_m,boundary_clearance_m,matched_block_count,nearest_block_distance_m,cluster_basis,cluster_id,cluster_score,lithology,mineral_domain,structure_domain,digability,density_tpm3,hardness_index,grade_index,energy_requirement_index,pf_target_kg_m3,target_p80_mm,effective_volume_m3,required_explosive_mass_kg,required_charge_length_m,explosive_mass_kg,powder_factor_kg_m3,energy_intensity_mj_m3,predicted_p50_mm,predicted_p80_mm,predicted_p95_mm,coarse_risk,timing_system,timing_template,sequence,surface_delay_ms,in_hole_delay_ms,firing_time_ms,timing_window,movement_vector_x,movement_vector_y
15-H-001,15,primary,1,1,363695.674,6591869.156,200.000,363695.674,6591869.156,182.984,17.02,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,4,2.31,hardness,2,0.6371,mineralised_porphyry,high_grade_core,secondary_fault,hard,2.902,0.6371,1.0000,0.6943,1.180,126.3,952.92,1124.4,34.13,395.4,0.415,1.53,134.3,216.7,335.8,bad,non_electric,face_row,1,0,450,450,56,1.0000,0.0000
15-H-002,15,primary,1,2,363695.714,6591861.375,200.000,363695.714,6591861.375,182.637,17.36,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,5,0.96,hardness,3,0.6452,mineralised_porphyry,high_grade_core,background,hard,2.908,0.6452,1.0000,0.6279,1.180,126.0,972.31,1147.3,34.82,395.4,0.407,1.50,130.4,210.3,326.0,bad,non_electric,face_row,2,8,450,458,57,1.0000,0.0000
15-H-003,15,primary,1,3,363695.474,6591853.217,200.000,363695.474,6591853.217,183.641,16.36,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,5,2.12,hardness,2,0.6362,mineralised_porphyry,high_grade_core,background,hard,2.910,0.6362,1.0000,0.6128,1.176,125.0,916.11,1077.3,32.70,395.4,0.432,1.59,127.9,206.3,319.8,bad,non_electric,face_row,3,16,450,466,58,1.0000,0.0000
15-H-004,15,primary,1,4,363695.836,6591845.497,200.000,363695.836,6591845.497,184.087,15.91,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,5,4.01,hardness,2,0.6307,mineralised_porphyry,high_grade_core,background,hard,2.922,0.6307,1.0000,0.6026,1.176,126.0,891.10,1047.9,31.80,395.4,0.444,1.64,128.2,206.8,320.6,bad,non_electric,face_row,5,29,450,479,59,1.0000,0.0000
15-H-005,15,primary,2,1,363688.117,6591865.689,200.000,363688.117,6591865.689,184.966,15.03,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,8.00,4,5.55,hardness,2,0.6363,mineralised_porphyry,high_grade_core,background,hard,2.910,0.6363,1.0000,0.6287,1.180,126.3,841.88,993.4,30.15,395.4,0.470,1.73,130.4,210.3,325.9,bad,non_electric,face_row,6,108,450,558,69,1.0000,0.0000
15-H-006,15,primary,2,2,363688.653,6591857.893,200.000,363688.653,6591857.893,183.239,16.76,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.50,4,5.70,hardness,3,0.6514,mineralised_porphyry,high_grade_core,background,hard,2.907,0.6514,1.0000,0.6286,1.180,121.3,938.64,1107.6,33.62,395.4,0.421,1.56,125.2,202.0,313.1,bad,non_electric,face_row,7,116,450,566,70,1.0000,0.0000
15-H-007,15,primary,2,3,363689.179,6591849.040,200.000,363689.179,6591849.040,183.761,16.24,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.50,4,4.48,hardness,1,0.6292,mineralised_porphyry,high_grade_core,background,hard,2.933,0.6292,1.0000,0.6008,1.175,125.0,909.41,1068.6,32.43,395.4,0.435,1.61,126.9,204.7,317.3,bad,non_electric,face_row,8,124,450,574,71,1.0000,0.0000
15-H-008,15,primary,2,4,363688.458,6591841.863,200.000,363688.458,6591841.863,182.905,17.09,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,4.63,6,3.96,hardness,2,0.6365,mineralised_porphyry,high_grade_core,background,hard,2.918,0.6365,1.0000,0.6040,1.177,124.2,957.31,1126.8,34.20,395.4,0.413,1.53,126.5,204.0,316.2,bad,non_electric,face_row,9,132,450,582,72,1.0000,0.0000
15-H-009,15,primary,3,1,363681.210,6591869.461,200.000,363681.210,6591869.461,182.761,17.24,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,4.00,4,3.70,hardness,4,0.6570,mineralised_porphyry,high_grade_core,background,hard,2.933,0.6570,1.0000,0.6346,1.180,122.5,965.41,1139.2,34.57,395.4,0.410,1.51,127.2,205.2,318.1,bad,non_electric,face_row,10,209,450,659,82,1.0000,0.0000
15-H-010,15,primary,3,2,363681.950,6591861.378,200.000,363681.950,6591861.378,183.691,16.31,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,12.00,4,3.05,hardness,3,0.6464,mineralised_porphyry,high_grade_core,background,hard,2.935,0.6464,1.0000,0.6293,1.180,121.3,913.28,1077.7,32.71,395.4,0.433,1.60,125.1,201.7,312.7,bad,non_electric,face_row,11,217,450,667,83,1.0000,0.0000
