hole_id,pattern_id,role,row,column,x,y,z,toe_x,toe_y,toe_z,length_m,burden_m,spacing_m,hole_diameter_mm,explosive_product_key,explosive_product_name,charge_length_m,stemming_length_m,boundary_clearance_m,matched_block_count,nearest_block_distance_m,cluster_basis,cluster_id,cluster_score,lithology,mineral_domain,structure_domain,digability,density_tpm3,hardness_index,grade_index,energy_requirement_index,pf_target_kg_m3,target_p80_mm,effective_volume_m3,required_explosive_mass_kg,required_charge_length_m,explosive_mass_kg,powder_factor_kg_m3,energy_intensity_mj_m3,predicted_p50_mm,predicted_p80_mm,predicted_p95_mm,coarse_risk,timing_system,timing_template,sequence,surface_delay_ms,in_hole_delay_ms,firing_time_ms,timing_window,movement_vector_x,movement_vector_y
5-H-001,5,primary,1,1,363490.593,6591705.887,200.000,363490.593,6591705.887,184.677,15.32,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,1.53,4,6.23,hardness,1,0.3828,fault_breccia_gouge,fault_damage_zone,main_fault,soft,2.480,0.3828,0.7978,0.3610,0.487,190.0,858.07,417.9,12.68,395.4,0.461,1.70,141.4,228.0,353.4,bad,non_electric,face_row,1,0,450,450,56,1.0000,0.0000
5-H-002,5,primary,1,2,363482.728,6591708.533,200.000,363482.728,6591708.533,184.981,15.02,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,2.37,4,3.84,hardness,1,0.3822,fault_breccia_gouge,fault_damage_zone,main_fault,soft,2.470,0.3822,0.7648,0.3609,0.482,190.0,841.04,405.4,12.30,395.4,0.470,1.74,140.8,227.1,352.1,bad,non_electric,face_row,2,8,450,458,57,1.0000,0.0000
5-H-003,5,primary,1,3,363474.597,6591710.664,200.000,363474.597,6591710.664,184.685,15.31,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.21,5,0.76,hardness,1,0.4144,fault_breccia_gouge,fault_damage_zone,main_fault,soft,2.502,0.4144,0.8427,0.3666,0.550,188.0,857.63,471.7,14.31,395.4,0.461,1.70,147.7,238.3,369.4,bad,non_electric,face_row,3,16,450,466,58,1.0000,0.0000
5-H-004,5,primary,1,4,363467.016,6591713.456,200.000,363467.016,6591713.456,183.862,16.14,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.57,4,3.25,hardness,2,0.4693,fault_breccia_gouge,fault_damage_zone,main_fault,soft,2.553,0.4693,0.8516,0.4153,0.650,181.3,903.75,587.4,17.83,395.4,0.438,1.62,154.3,248.9,385.8,bad,non_electric,face_row,4,24,450,474,59,1.0000,0.0000
5-H-005,5,primary,1,5,363459.796,6591716.045,200.000,363459.796,6591716.045,183.238,16.76,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.17,4,6.53,hardness,3,0.5125,late_mafic_dyke,late_barren_intrusion,main_fault,soft,2.532,0.5125,0.4097,0.4687,0.743,171.3,938.69,697.4,21.16,395.4,0.421,1.56,155.4,250.7,388.6,bad,non_electric,face_row,5,32,450,482,60,1.0000,0.0000
5-H-006,5,primary,1,6,363452.448,6591718.165,200.000,363452.448,6591718.165,184.689,15.31,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,2.49,4,4.04,hardness,3,0.5504,late_mafic_dyke,late_barren_intrusion,main_fault,soft,2.545,0.5504,0.1831,0.5041,0.813,166.3,857.43,697.1,21.16,395.4,0.461,1.70,158.0,254.8,395.0,bad,non_electric,face_row,6,40,450,490,61,1.0000,0.0000
5-H-007,5,primary,2,1,363488.399,6591713.994,200.000,363488.399,6591713.994,182.700,17.30,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,6.25,4,4.45,hardness,1,0.4091,fault_breccia_gouge,fault_damage_zone,main_fault,soft,2.515,0.4091,0.9989,0.3725,0.520,185.0,968.79,503.8,15.29,395.4,0.408,1.51,142.3,229.5,355.7,bad,non_electric,face_row,7,114,450,564,70,1.0000,0.0000
5-H-008,5,primary,2,2,363480.945,6591716.478,200.000,363480.945,6591716.478,182.883,17.12,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,9.75,4,5.99,hardness,1,0.4292,fault_breccia_gouge,fault_damage_zone,main_fault,soft,2.525,0.4292,0.9877,0.3792,0.573,185.0,958.53,549.2,16.67,395.4,0.413,1.52,148.2,239.1,370.6,bad,non_electric,face_row,8,122,450,572,71,1.0000,0.0000
5-H-009,5,primary,2,3,363473.783,6591718.749,200.000,363473.783,6591718.749,183.148,16.85,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.51,5,3.09,hardness,2,0.4635,fault_breccia_gouge,high_grade_core,main_fault,soft,2.550,0.4635,0.8852,0.4101,0.636,181.0,943.73,600.2,18.21,395.4,0.419,1.55,152.5,246.0,381.3,bad,non_electric,face_row,9,130,450,580,72,1.0000,0.0000
5-H-010,5,primary,2,4,363466.190,6591721.227,200.000,363466.190,6591721.227,183.114,16.89,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.44,5,1.13,hardness,3,0.5246,mineralised_porphyry,high_grade_core,main_fault,soft,2.566,0.5246,0.6736,0.4819,0.776,169.0,945.62,733.8,22.27,395.4,0.418,1.54,156.3,252.1,390.8,bad,non_electric,face_row,10,138,450,588,73,1.0000,0.0000
5-H-011,5,primary,2,5,363458.292,6591723.856,200.000,363458.292,6591723.856,183.698,16.30,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,9.81,4,4.14,hardness,4,0.5686,late_mafic_dyke,late_barren_intrusion,main_fault,soft,2.587,0.5686,0.4313,0.5405,0.890,157.5,912.88,812.5,24.65,395.4,0.433,1.60,155.2,250.3,387.9,bad,non_electric,face_row,11,146,450,596,74,1.0000,0.0000
