hole_id,pattern_id,role,row,column,x,y,z,toe_x,toe_y,toe_z,length_m,burden_m,spacing_m,hole_diameter_mm,explosive_product_key,explosive_product_name,charge_length_m,stemming_length_m,boundary_clearance_m,matched_block_count,nearest_block_distance_m,cluster_basis,cluster_id,cluster_score,lithology,mineral_domain,structure_domain,digability,density_tpm3,hardness_index,grade_index,energy_requirement_index,pf_target_kg_m3,target_p80_mm,effective_volume_m3,required_explosive_mass_kg,required_charge_length_m,explosive_mass_kg,powder_factor_kg_m3,energy_intensity_mj_m3,predicted_p50_mm,predicted_p80_mm,predicted_p95_mm,coarse_risk,timing_system,timing_template,sequence,surface_delay_ms,in_hole_delay_ms,firing_time_ms,timing_window,movement_vector_x,movement_vector_y
19-H-001,19,primary,1,6,363742.955,6591883.023,200.000,363742.955,6591883.023,183.953,16.05,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,0.69,4,3.13,hardness,2,0.5759,fault_breccia_gouge,fault_damage_zone,secondary_fault,soft,2.740,0.5759,0.7856,0.5739,0.877,157.5,898.62,788.1,23.92,395.4,0.440,1.62,152.1,245.3,380.3,bad,non_electric,face_row,1,0,450,450,56,1.0000,0.0000
19-H-002,19,primary,1,7,363750.014,6591880.138,200.000,363750.014,6591880.138,184.764,15.24,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,1.84,4,4.99,hardness,1,0.5633,phyllic_volcanics,stockwork_ore,secondary_fault,medium,2.750,0.5633,0.7709,0.5806,0.895,152.5,853.21,763.6,23.17,395.4,0.463,1.71,145.5,234.7,363.7,bad,non_electric,face_row,2,8,450,458,57,1.0000,0.0000
19-H-003,19,primary,1,8,363756.815,6591876.727,200.000,363756.815,6591876.727,183.047,16.95,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.00,4,5.25,hardness,1,0.5610,fault_breccia_gouge,stockwork_ore,secondary_fault,medium,2.728,0.5610,0.7090,0.5744,0.870,153.8,949.36,825.9,25.06,395.4,0.416,1.54,145.4,234.5,363.4,bad,non_electric,face_row,5,27,450,477,59,1.0000,0.0000
19-H-004,19,primary,1,9,363763.486,6591873.012,200.000,363763.486,6591873.012,184.053,15.95,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,5,1.93,hardness,1,0.5665,fault_breccia_gouge,stockwork_ore,secondary_fault,medium,2.726,0.5665,0.7102,0.5820,0.890,152.0,893.04,794.8,24.12,395.4,0.443,1.63,145.0,233.9,362.5,bad,non_electric,face_row,7,40,450,490,61,1.0000,0.0000
19-H-005,19,primary,1,10,363771.084,6591870.329,200.000,363771.084,6591870.329,183.580,16.42,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.50,4,3.81,hardness,1,0.5656,phyllic_volcanics,stockwork_ore,secondary_fault,medium,2.728,0.5656,0.6655,0.5767,0.885,152.5,919.53,813.8,24.70,395.4,0.430,1.59,145.0,233.8,362.5,bad,non_electric,face_row,9,54,450,504,63,1.0000,0.0000
19-H-006,19,primary,1,11,363778.997,6591866.353,200.000,363778.997,6591866.353,182.755,17.24,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.16,4,6.24,hardness,1,0.5513,fault_breccia_gouge,stockwork_ore,secondary_fault,soft,2.700,0.5513,0.5876,0.5578,0.850,157.5,965.72,820.9,24.91,395.4,0.409,1.51,148.7,239.9,371.8,bad,non_electric,face_row,11,67,450,517,64,1.0000,0.0000
19-H-007,19,primary,2,1,363706.941,6591892.669,200.000,363706.941,6591892.669,183.940,16.06,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,2.40,5,2.04,hardness,3,0.5975,mineralised_porphyry,high_grade_core,secondary_fault,medium,2.824,0.5975,1.0000,0.6192,0.994,149.0,899.38,894.0,27.13,395.4,0.440,1.62,150.6,242.8,376.4,bad,non_electric,face_row,4,85,450,535,66,1.0000,0.0000
19-H-008,19,primary,2,2,363714.043,6591889.001,200.000,363714.043,6591889.001,184.627,15.37,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.55,5,2.79,hardness,3,0.5894,mineralised_porphyry,high_grade_core,secondary_fault,medium,2.804,0.5894,1.0000,0.6212,1.002,148.0,860.89,862.6,26.18,395.4,0.459,1.70,148.1,238.8,370.1,bad,non_electric,face_row,6,98,450,548,68,1.0000,0.0000
19-H-009,19,primary,2,3,363721.178,6591885.395,200.000,363721.178,6591885.395,183.784,16.22,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,4.71,4,5.34,hardness,2,0.5872,fault_breccia_gouge,high_grade_core,secondary_fault,medium,2.782,0.5872,0.9355,0.6240,1.007,148.8,908.07,914.4,27.75,395.4,0.435,1.61,149.1,240.6,372.9,bad,non_electric,face_row,8,112,450,562,70,1.0000,0.0000
19-H-010,19,primary,2,4,363728.249,6591882.543,200.000,363728.249,6591882.543,183.247,16.75,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,5.87,5,3.73,hardness,2,0.5817,phyllic_volcanics,high_grade_core,secondary_fault,medium,2.768,0.5817,0.8835,0.6018,0.950,151.0,938.15,891.2,27.05,395.4,0.421,1.56,149.4,241.0,373.5,bad,non_electric,face_row,10,125,450,575,71,1.0000,0.0000
19-H-011,19,primary,2,5,363735.723,6591878.286,200.000,363735.723,6591878.286,183.040,16.96,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,7.03,5,2.93,hardness,1,0.5697,phyllic_volcanics,high_grade_core,secondary_fault,medium,2.776,0.5697,0.8804,0.5988,0.960,151.0,949.75,911.8,27.67,395.4,0.416,1.54,147.6,238.1,369.1,bad,non_electric,face_row,12,138,450,588,73,1.0000,0.0000
19-H-012,19,primary,2,6,363743.195,6591875.667,200.000,363743.195,6591875.667,183.400,16.60,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,8.19,4,4.26,hardness,1,0.5678,phyllic_volcanics,stockwork_ore,secondary_fault,medium,2.763,0.5678,0.8759,0.5928,0.950,152.5,929.59,883.1,26.81,395.4,0.425,1.57,148.5,239.4,371.1,bad,non_electric,face_row,13,146,450,596,74,1.0000,0.0000
19-H-013,19,primary,2,7,363750.771,6591872.219,200.000,363750.771,6591872.219,184.996,15.00,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,9.35,6,4.58,hardness,2,0.5805,phyllic_volcanics,stockwork_ore,secondary_fault,medium,2.773,0.5805,0.8239,0.6075,0.953,146.7,840.24,800.7,24.30,395.4,0.471,1.74,143.7,231.8,359.3,bad,non_electric,face_row,15,160,450,610,76,1.0000,0.0000
19-H-014,19,primary,2,8,363758.016,6591868.254,200.000,363758.016,6591868.254,184.221,15.78,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.50,4,3.95,hardness,2,0.5751,phyllic_volcanics,stockwork_ore,secondary_fault,medium,2.755,0.5751,0.8050,0.6006,0.943,147.5,883.61,833.2,25.29,395.4,0.447,1.65,143.6,231.6,358.9,bad,non_electric,face_row,17,173,450,623,77,1.0000,0.0000
19-H-015,19,primary,2,9,363765.241,6591865.348,200.000,363765.241,6591865.348,183.537,16.46,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.50,6,3.75,hardness,2,0.5735,phyllic_volcanics,stockwork_ore,secondary_fault,medium,2.742,0.5735,0.7373,0.5920,0.917,149.2,921.94,845.4,25.66,395.4,0.429,1.58,143.9,232.1,359.7,bad,non_electric,face_row,19,187,450,637,79,1.0000,0.0000
19-H-016,19,primary,2,10,363772.357,6591862.111,200.000,363772.357,6591862.111,184.278,15.72,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,10.08,4,2.81,hardness,2,0.5740,phyllic_volcanics,stockwork_ore,secondary_fault,medium,2.745,0.5740,0.6846,0.6037,0.935,145.0,880.46,823.2,24.98,395.4,0.449,1.66,140.7,227.0,351.8,bad,non_electric,face_row,21,200,450,650,81,1.0000,0.0000
19-H-017,19,primary,2,11,363779.731,6591858.980,200.000,363779.731,6591858.980,183.141,16.86,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,3.10,4,5.38,hardness,2,0.5741,phyllic_volcanics,stockwork_ore,secondary_fault,medium,2.753,0.5741,0.6564,0.6093,0.960,145.0,944.13,906.4,27.51,395.4,0.419,1.55,141.9,228.9,354.8,bad,non_electric,face_row,23,214,450,664,83,1.0000,0.0000
19-H-018,19,primary,3,1,363700.152,6591887.971,200.000,363700.152,6591887.971,183.821,16.18,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,0.15,4,6.12,hardness,4,0.6155,mineralised_porphyry,high_grade_core,secondary_fault,medium,2.865,0.6155,1.0000,0.6549,1.063,138.8,906.04,963.1,29.23,395.4,0.436,1.61,142.7,230.1,356.7,bad,non_electric,face_row,14,218,450,668,83,1.0000,0.0000
19-H-019,19,primary,3,2,363707.541,6591884.005,200.000,363707.541,6591884.005,183.755,16.25,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,7.41,4,3.72,hardness,3,0.5913,mineralised_porphyry,high_grade_core,secondary_fault,medium,2.828,0.5913,1.0000,0.6259,1.015,146.3,909.73,923.4,28.03,395.4,0.435,1.60,146.9,236.9,367.2,bad,non_electric,face_row,16,231,450,681,85,1.0000,0.0000
19-H-020,19,primary,3,3,363714.119,6591881.275,200.000,363714.119,6591881.275,184.070,15.93,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,11.06,5,0.72,hardness,3,0.6008,mineralised_porphyry,high_grade_core,secondary_fault,medium,2.840,0.6008,1.0000,0.6413,1.042,142.0,892.09,929.6,28.21,395.4,0.443,1.64,144.3,232.7,360.7,bad,non_electric,face_row,18,245,450,695,86,1.0000,0.0000
19-H-021,19,primary,3,4,363722.074,6591877.571,200.000,363722.074,6591877.571,184.147,15.85,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,12.22,4,4.99,hardness,4,0.6131,mineralised_porphyry,high_grade_core,secondary_fault,medium,2.837,0.6131,1.0000,0.6644,1.083,136.3,887.74,961.4,29.18,395.4,0.445,1.64,140.8,227.1,352.1,bad,non_electric,face_row,20,258,450,708,88,1.0000,0.0000
19-H-022,19,primary,3,5,363728.831,6591873.728,200.000,363728.831,6591873.728,184.286,15.71,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,13.38,4,5.06,hardness,2,0.5832,phyllic_volcanics,high_grade_core,secondary_fault,medium,2.788,0.5832,0.9642,0.6197,1.005,146.3,880.00,884.4,26.84,395.4,0.449,1.66,145.8,235.2,364.5,bad,non_electric,face_row,22,271,450,721,90,1.0000,0.0000
19-H-023,19,primary,3,6,363736.691,6591870.834,200.000,363736.691,6591870.834,183.855,16.15,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,14.54,5,1.81,hardness,3,0.5967,phyllic_volcanics,high_grade_core,secondary_fault,medium,2.802,0.5967,0.9951,0.6347,1.034,143.0,904.13,934.9,28.37,395.4,0.437,1.61,144.6,233.2,361.5,bad,non_electric,face_row,24,285,450,735,91,1.0000,0.0000
19-H-024,19,primary,3,7,363743.676,6591867.684,200.000,363743.676,6591867.684,184.223,15.78,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,15.70,5,4.32,hardness,3,0.6031,phyllic_volcanics,high_grade_core,secondary_fault,medium,2.812,0.6031,0.9360,0.6479,1.048,139.0,883.50,925.9,28.10,395.4,0.448,1.65,141.6,228.3,353.9,bad,non_electric,face_row,25,293,450,743,92,1.0000,0.0000
19-H-025,19,primary,3,8,363751.020,6591864.052,200.000,363751.020,6591864.052,183.698,16.30,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,16.86,4,4.58,hardness,3,0.5982,phyllic_volcanics,stockwork_ore,secondary_fault,medium,2.802,0.5982,0.9107,0.6333,1.010,141.3,912.89,922.0,27.98,395.4,0.433,1.60,141.9,228.9,354.7,bad,non_electric,face_row,27,306,450,756,94,1.0000,0.0000
19-H-026,19,primary,3,9,363758.188,6591860.939,200.000,363758.188,6591860.939,183.063,16.94,7.00,8.00,229,anfo.standard,ANFO,12.00,3.20,14.50,5,3.51,hardness,3,0.5897,phyllic_volcanics,stockwork_ore,secondary_fault,medium,2.784,0.5897,0.8931,0.6360,1.024,139.0,948.48,971.2,29.47,395.4,0.417,1.54,139.5,225.1,348.9,bad,non_electric,face_row,29,320,450,770,96,1.0000,0.0000
