Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
1886,2025-07-27T14:00:00Z,2025-07-27T22:00:00+08:00,1,17-H-001,363783.656,6591840.199,363783.244,6591841.845,1.7,104.0,185,14.4,15.3,40.1,38.6,90.6,93.5,159.7,152.5,35.9,37.4,7.1,8.1,25.8,26.2,38.3,36.4,62.8,1.001,1.947,38.6,152.5,1540,-19.9985114,118.0043401,200,False,True
1887,2025-07-27T14:03:00Z,2025-07-27T22:03:00+08:00,1,17-H-001,363783.656,6591840.199,363779.927,6591840.88,3.79,169.6,185,12.5,13.1,35.6,36.1,79.1,80.0,159.5,150.4,28.1,27.5,5.8,7.5,30.3,27.1,41.6,45.5,54.8,1.246,1.871,36.1,150.4,1388,-19.9985201,118.0043084,200,False,True
1888,2025-07-27T14:04:00Z,2025-07-27T22:04:00+08:00,2,17-H-002,363785.551,6591832.543,363789.484,6591836.699,5.72,46.6,185,14.1,14.2,37.7,37.1,86.1,86.3,155.8,149.3,36.9,35.9,7.1,6.9,26.6,28.2,36.5,35.9,60.1,1.009,1.885,37.1,149.3,1414,-19.9985577,118.0043997,200,False,True
1889,2025-07-27T14:05:00Z,2025-07-27T22:05:00+08:00,3,17-H-003,363787.153,6591824.212,363789.169,6591819.832,4.82,294.7,185,13.7,12.6,42.1,41.8,85.2,83.4,137.5,139.1,30.6,30.9,8.8,6.4,25.6,27.2,43.8,42.0,58.6,1.209,1.896,41.8,139.1,1493,-19.9987092,118.0043967,200,False,True
1890,2025-07-27T14:09:00Z,2025-07-27T22:09:00+08:00,3,17-H-003,363787.153,6591824.212,363790.014,6591827.592,4.43,49.8,185,12.4,12.5,37.6,35.5,83.4,77.5,159.5,166.5,32.7,26.5,5.8,8.2,28.0,27.6,39.3,45.9,57.4,1.156,1.937,35.5,166.5,1566,-19.9986395,118.0044048,200,False,True
1891,2025-07-27T14:10:00Z,2025-07-27T22:10:00+08:00,4,17-H-004,363788.736,6591816.793,363783.066,6591815.958,5.73,188.4,185,14.7,14.5,38.9,40.2,78.2,83.6,153.2,152.8,27.4,31.5,8.6,6.6,28.5,24.7,44.1,43.8,54.0,1.096,1.919,40.2,152.8,1348,-19.998744,118.0043384,200,False,True
1892,2025-07-27T14:15:00Z,2025-07-27T22:15:00+08:00,4,17-H-004,363788.736,6591816.793,363782.517,6591815.334,6.39,193.2,185,14.0,15.3,41.9,42.0,80.5,80.3,166.4,155.1,25.0,31.6,7.4,7.4,23.6,28.6,51.4,39.8,55.6,1.186,1.903,42.0,155.1,1473,-19.9987496,118.0043331,200,False,True
1893,2025-07-27T14:22:00Z,2025-07-27T22:22:00+08:00,5,17-H-005,363790.456,6591808.961,363784.816,6591811.132,6.04,158.9,185,11.5,10.8,34.2,31.9,78.2,75.7,124.8,118.2,27.2,26.7,7.5,8.0,24.6,31.9,48.2,41.4,53.5,0.995,1.758,31.9,118.2,1430,-19.9987873,118.0043551,200,False,True
1894,2025-07-27T14:15:00Z,2025-07-27T22:15:00+08:00,5,17-H-005,363790.456,6591808.961,363786.218,6591809.599,4.29,171.4,185,17.1,17.8,50.0,49.4,95.2,92.2,168.3,167.8,41.1,40.1,3.2,5.4,24.8,26.0,34.1,33.9,65.1,0.983,1.756,49.4,167.8,1418,-19.9988011,118.0043685,200,False,True
1895,2025-07-27T14:16:00Z,2025-07-27T22:16:00+08:00,6,17-H-006,363792.61,6591801.417,363789.422,6591799.46,3.74,211.5,185,10.7,11.0,30.8,27.5,73.6,69.2,117.8,137.0,24.3,25.5,5.7,10.7,28.0,31.7,47.8,42.8,49.9,1.098,2.035,27.5,137.0,1518,-19.9988922,118.0043992,200,False,True
1896,2025-07-27T14:33:00Z,2025-07-27T22:33:00+08:00,7,17-H-007,363794.371,6591793.481,363797.356,6591800.405,7.54,66.7,185,10.0,9.8,31.5,29.4,69.1,69.1,118.2,117.5,22.9,19.7,8.6,9.4,32.4,29.5,44.7,50.8,46.8,1.088,1.711,29.4,117.5,1689,-19.9988837,118.004475,200,False,True
1897,2025-07-27T14:31:00Z,2025-07-27T22:31:00+08:00,7,17-H-007,363794.371,6591793.481,363795.044,6591791.685,1.92,290.6,185,12.6,12.4,36.7,36.6,79.0,76.6,145.0,148.1,29.4,27.3,7.4,8.4,29.0,29.8,41.6,42.9,53.5,1.208,2.059,36.6,148.1,1632,-19.998962,118.0044529,200,False,True
1898,2025-07-27T14:25:00Z,2025-07-27T22:25:00+08:00,8,17-H-008,363795.733,6591786.552,363791.758,6591785.309,4.16,197.4,185,11.6,11.8,32.0,31.0,71.6,74.4,132.2,123.2,21.8,27.3,9.5,11.9,26.4,30.2,51.8,42.5,48.3,1.005,1.968,31.0,123.2,1710,-19.9990193,118.0044215,200,False,True
1899,2025-07-27T14:27:00Z,2025-07-27T22:27:00+08:00,8,17-H-008,363795.733,6591786.552,363795.886,6591787.537,1.0,81.2,185,12.9,12.8,35.0,35.9,76.0,70.8,131.7,136.5,26.7,24.2,8.9,6.9,32.4,28.1,40.9,47.7,51.3,1.168,1.928,35.9,136.5,1528,-19.9989993,118.004461,200,False,True
1900,2025-07-27T14:29:00Z,2025-07-27T22:29:00+08:00,8,17-H-008,363795.733,6591786.552,363797.647,6591792.46,6.21,72.0,185,12.2,12.1,36.7,35.7,77.6,80.8,159.4,158.3,27.7,31.2,8.8,7.7,29.2,27.4,43.1,41.4,52.4,1.069,1.886,35.7,158.3,1751,-19.9989551,118.0044778,200,False,True
1901,2025-07-27T14:47:00Z,2025-07-27T22:47:00+08:00,9,17-H-009,363797.613,6591777.636,363796.787,6591771.083,6.6,262.8,185,11.8,11.6,36.6,35.7,78.2,78.7,118.9,123.5,25.3,31.6,7.5,8.0,29.7,28.6,44.9,39.8,52.7,1.079,1.863,35.7,123.5,1510,-19.9991471,118.0044696,200,False,True
1902,2025-07-27T14:49:00Z,2025-07-27T22:49:00+08:00,9,17-H-009,363797.613,6591777.636,363789.23,6591775.59,8.63,193.7,185,10.7,11.1,31.4,31.4,72.6,71.1,138.1,148.7,24.6,21.6,9.1,6.7,31.7,28.9,43.7,49.5,49.0,1.192,1.769,31.4,148.7,1583,-19.9991066,118.0043973,200,False,True
