Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
3001,2025-08-14T14:00:00Z,2025-08-14T22:00:00+08:00,1,26-H-001,363701.516,6591903.651,363695.978,6591907.316,6.64,146.5,185,12.7,12.1,38.0,38.6,74.0,72.8,127.3,122.7,22.1,22.6,5.5,8.8,24.2,27.0,53.7,50.4,49.0,1.169,1.73,38.6,122.7,1651,-19.9979233,118.0035059,200,False,True
3002,2025-08-14T14:03:00Z,2025-08-14T22:03:00+08:00,2,26-H-002,363702.195,6591911.462,363701.62,6591914.987,3.57,99.3,185,10.2,9.9,31.3,32.6,69.9,71.7,118.6,122.8,21.6,23.6,8.9,7.2,31.2,28.6,47.2,47.9,47.0,1.118,1.897,32.6,122.8,1607,-19.9978544,118.0035598,200,False,True
3003,2025-08-14T14:06:00Z,2025-08-14T22:06:00+08:00,3,26-H-003,363703.782,6591919.68,363707.032,6591917.245,4.06,323.2,185,15.2,15.5,41.2,38.9,86.6,89.6,140.3,144.6,38.4,37.6,6.2,6.7,25.4,28.0,36.1,34.4,58.8,1.209,1.927,38.9,144.6,1605,-19.9978341,118.0036115,200,False,True
3004,2025-08-14T14:09:00Z,2025-08-14T22:09:00+08:00,3,26-H-003,363703.782,6591919.68,363704.25,6591914.826,4.88,275.5,185,11.9,11.4,36.5,36.2,78.1,77.3,159.2,150.9,29.8,27.4,9.0,6.8,29.9,29.8,40.3,42.8,53.0,1.165,1.997,36.2,150.9,1625,-19.9978558,118.0035849,200,False,True
3005,2025-08-14T14:06:00Z,2025-08-14T22:06:00+08:00,4,26-H-004,363704.972,6591927.376,363702.102,6591925.442,3.46,214.0,185,12.1,11.5,33.7,31.1,80.4,81.5,141.8,138.4,30.0,33.7,9.5,9.6,27.7,31.2,42.3,35.1,55.0,1.047,1.836,31.1,138.4,1554,-19.9977605,118.0035644,200,False,True
3006,2025-08-14T14:12:00Z,2025-08-14T22:12:00+08:00,4,26-H-004,363704.972,6591927.376,363705.939,6591934.338,7.03,82.1,185,13.7,12.4,39.3,41.1,89.4,91.9,173.7,183.3,36.0,37.2,8.3,6.6,27.8,26.4,36.2,36.4,61.1,1.121,1.949,41.1,183.3,1739,-19.9976806,118.0036011,200,False,True
3007,2025-08-14T14:17:00Z,2025-08-14T22:17:00+08:00,5,26-H-005,363707.861,6591898.769,363711.046,6591893.94,5.79,303.4,185,10.1,10.1,30.2,30.9,71.9,69.4,110.1,101.6,24.5,20.7,7.7,6.9,29.6,32.3,45.9,46.9,48.2,1.067,1.919,30.9,101.6,1535,-19.9980435,118.0036499,200,False,True
3008,2025-08-14T14:24:00Z,2025-08-14T22:24:00+08:00,5,26-H-005,363707.861,6591898.769,363706.55,6591892.751,6.16,257.7,185,13.5,13.4,37.7,38.0,76.1,73.0,128.7,122.7,29.7,22.7,8.6,8.5,30.0,26.8,40.2,50.5,51.0,1.213,1.91,38.0,122.7,1573,-19.9980541,118.0036069,200,False,True
3009,2025-08-14T14:24:00Z,2025-08-14T22:24:00+08:00,6,26-H-006,363708.794,6591906.508,363712.323,6591911.38,6.02,54.1,185,10.9,10.9,32.9,32.8,82.0,83.9,146.6,152.2,31.2,33.8,8.7,8.7,32.8,28.0,36.1,38.3,54.5,1.192,1.996,32.8,152.2,1607,-19.9978868,118.0036621,200,False,True
3010,2025-08-14T14:30:00Z,2025-08-14T22:30:00+08:00,7,26-H-007,363709.642,6591914.64,363709.165,6591918.725,4.11,96.7,185,14.2,14.2,40.8,41.4,90.1,93.2,140.3,140.7,38.2,42.0,5.3,4.7,28.6,25.9,33.1,32.2,60.8,1.084,1.981,41.4,140.7,1700,-19.9978208,118.0036319,200,False,True
3011,2025-08-14T14:32:00Z,2025-08-14T22:32:00+08:00,7,26-H-007,363709.642,6591914.64,363715.475,6591918.589,7.04,34.1,185,9.8,10.2,34.2,34.7,77.3,77.5,131.9,127.1,25.8,27.1,10.3,8.3,31.5,29.7,42.7,43.2,52.1,1.157,1.819,34.7,127.1,1590,-19.997822,118.0036922,200,False,True
3012,2025-08-14T14:17:00Z,2025-08-14T22:17:00+08:00,8,26-H-008,363711.542,6591922.186,363712.91,6591924.814,2.96,62.5,185,9.7,9.5,27.1,27.4,70.3,63.9,119.6,126.5,25.4,17.7,10.2,11.3,32.2,34.4,42.4,47.9,47.2,1.074,1.932,27.4,126.5,1629,-19.9977661,118.0036677,200,False,True
3013,2025-08-14T14:30:00Z,2025-08-14T22:30:00+08:00,9,26-H-009,363714.977,6591901.337,363718.401,6591903.296,3.94,29.8,185,12.6,12.3,32.9,31.8,71.8,71.8,102.8,100.4,24.4,23.5,10.9,10.3,28.7,28.2,46.9,48.2,48.2,1.138,2.061,31.8,100.4,1536,-19.9979594,118.0037202,200,False,True
3014,2025-08-14T14:27:00Z,2025-08-14T22:27:00+08:00,10,26-H-010,363716.402,6591909.499,363719.068,6591914.323,5.51,61.1,185,13.9,14.1,37.3,37.5,79.5,79.9,150.7,139.2,30.0,29.4,5.9,10.0,28.8,27.7,41.2,43.0,53.2,1.03,1.962,37.5,139.2,1570,-19.9978604,118.0037266,200,False,True
3015,2025-08-14T14:22:00Z,2025-08-14T22:22:00+08:00,10,26-H-010,363716.402,6591909.499,363710.886,6591909.025,5.54,184.9,185,11.9,12.3,35.3,36.3,76.4,76.7,138.2,126.8,27.3,24.1,6.2,8.9,26.6,24.4,46.1,51.5,51.1,1.034,1.829,36.3,126.8,1708,-19.997908,118.0036484,200,False,True
