Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
473,2025-07-09T14:00:00Z,2025-07-09T22:00:00+08:00,1,8-H-001,363564.181,6591825.544,363559.062,6591826.645,5.24,167.9,185,13.7,13.2,39.7,43.1,85.0,85.9,166.0,157.0,27.4,31.3,4.4,7.7,25.6,26.7,47.0,42.0,59.3,0.993,1.845,43.1,157.0,1382,-19.998648,118.002197,200,False,True
474,2025-07-09T14:02:00Z,2025-07-09T22:02:00+08:00,1,8-H-001,363564.181,6591825.544,363564.321,6591832.219,6.68,88.8,185,11.6,11.2,32.4,32.2,76.4,81.4,139.8,142.5,29.0,31.9,8.3,9.7,31.3,31.3,39.7,36.8,53.3,1.073,1.83,32.2,142.5,1448,-19.9985979,118.0022473,200,False,True
475,2025-07-09T14:05:00Z,2025-07-09T22:05:00+08:00,2,8-H-002,363563.884,6591817.708,363566.343,6591818.64,2.63,20.7,185,16.1,16.4,48.0,47.0,97.5,101.8,185.0,190.5,40.4,46.0,6.3,5.5,25.0,27.1,34.6,26.9,67.7,1.027,1.834,47.0,190.5,1434,-19.9987199,118.0022666,200,False,True
476,2025-07-09T14:10:00Z,2025-07-09T22:10:00+08:00,3,8-H-003,363562.626,6591809.457,363561.431,6591812.717,3.47,110.1,185,11.9,11.8,34.3,35.5,77.1,77.4,145.5,163.3,28.7,27.4,7.1,7.7,28.4,29.4,43.0,43.2,53.6,1.075,1.845,35.5,163.3,1268,-19.9987731,118.0022197,200,False,True
477,2025-07-09T14:13:00Z,2025-07-09T22:13:00+08:00,3,8-H-003,363562.626,6591809.457,363559.926,6591807.663,3.24,213.6,185,12.6,12.5,40.0,37.4,87.6,87.1,168.7,168.6,36.0,34.7,5.2,8.4,26.5,30.9,37.5,34.4,60.9,1.096,1.695,37.4,168.6,1327,-19.9988185,118.0022053,200,False,True
478,2025-07-09T14:17:00Z,2025-07-09T22:17:00+08:00,3,8-H-003,363562.626,6591809.457,363564.87,6591812.099,3.47,49.7,185,13.9,14.7,39.9,40.5,88.3,86.0,185.0,184.3,37.7,37.7,8.5,7.0,25.8,23.3,36.4,39.0,61.4,1.049,1.965,40.5,184.3,1520,-19.9987787,118.0022525,200,False,True
479,2025-07-09T14:16:00Z,2025-07-09T22:16:00+08:00,4,8-H-004,363561.078,6591801.611,363562.699,6591796.62,5.25,288.0,185,13.1,13.7,37.8,37.5,82.6,89.9,145.7,151.6,35.6,37.9,8.6,5.4,26.2,25.9,38.3,36.1,56.4,1.064,2.012,37.5,151.6,1445,-19.9989177,118.0022318,200,False,True
480,2025-07-09T14:17:00Z,2025-07-09T22:17:00+08:00,4,8-H-004,363561.078,6591801.611,363555.42,6591802.088,5.68,175.2,185,11.2,11.5,32.4,32.4,72.7,71.7,136.2,137.5,23.6,22.6,10.5,7.7,28.5,28.9,48.0,48.4,49.7,0.893,1.762,32.4,137.5,1621,-19.9988686,118.0021622,200,False,True
481,2025-07-09T14:21:00Z,2025-07-09T22:21:00+08:00,5,8-H-005,363560.681,6591793.385,363561.118,6591790.825,2.6,279.7,185,8.9,9.2,27.9,27.0,60.2,59.7,111.1,114.3,15.6,13.5,9.6,11.2,29.2,31.9,55.2,54.5,39.6,1.185,1.893,27.0,114.3,1662,-19.9989698,118.0022167,200,False,True
482,2025-07-09T14:17:00Z,2025-07-09T22:17:00+08:00,5,8-H-005,363560.681,6591793.385,363556.459,6591794.778,4.45,161.7,185,10.8,11.2,34.4,35.0,74.7,69.7,132.6,133.1,26.3,22.0,8.8,6.1,30.3,31.0,43.4,47.1,49.1,1.206,1.955,35.0,133.1,1761,-19.9989343,118.0021721,200,False,True
