Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
1,2025-07-01T10:00:00Z,2025-07-01T18:00:00+08:00,1,1-H-001,363569.373,6591663.68,363570.871,6591661.807,2.4,308.6,187,12,9.8,31.3,32.2,64.1,65.3,99.9,106.8,20.3,14.2,5.2,6.3,27.5,25.6,28,32.2,39.8,1.169,1.704,32.2,106.8,1291,-20.0001279,118.0023146,200,False,True
2,2025-07-01T10:03:00Z,2025-07-01T18:03:00+08:00,1,1-H-001,363569.373,6591663.68,363570.301,6591659.115,4.66,281.5,187,13.3,15.6,35.3,40.1,75.5,82.9,146.7,145.7,18.4,19.6,7.4,6.5,34.3,31.4,28,28,50.3,1.247,2.005,40.1,145.7,1181,-20.0001521,118.0023091,200,False,True
3,2025-07-01T10:08:00Z,2025-07-01T18:08:00+08:00,2,1-H-002,363561.705,6591664.907,363556.665,6591665.006,5.04,178.9,186,13.3,14.3,33.8,38.8,77.1,84.5,149.8,131.9,23.7,26.1,10.8,9.6,30.4,32.2,28,28,54.2,1.237,1.787,38.8,131.9,1311,-20.000099,118.0021786,200,False,True
4,2025-07-01T10:09:00Z,2025-07-01T18:09:00+08:00,2,1-H-002,363561.705,6591664.907,363563.338,6591660.376,4.82,289.8,186,9.6,12.2,30,33,63.2,65.4,99.7,104.1,30.7,30.9,10.2,11.5,24.7,25.9,28,28,43.4,1.214,1.966,33,104.1,1804,-20.0001408,118.0022425,200,False,True
5,2025-07-01T10:12:00Z,2025-07-01T18:12:00+08:00,3,1-H-003,363553.977,6591666.442,363558.577,6591667.436,4.71,12.2,185,10.9,12.9,33,32.9,76,73.4,130.4,125.6,14,14.5,10,9.7,27.4,28.4,30.6,29.1,52.6,1.036,1.976,32.9,125.6,1821,-20.0000772,118.0021969,200,False,True
6,2025-07-01T10:18:00Z,2025-07-01T18:18:00+08:00,3,1-H-003,363553.977,6591666.442,363557.862,6591671.345,6.26,51.6,185,11.9,12.7,32.7,42.2,77.5,82.8,130.8,143.7,33.1,33.4,8.6,9.4,28.8,28.7,28,28,49.1,1.226,1.909,42.2,143.7,1510,-20.0000419,118.0021901,200,False,True
7,2025-07-01T10:23:00Z,2025-07-01T18:23:00+08:00,4,1-H-004,363630.21,6591661.923,363625.026,6591660.252,5.45,197.9,193,13.5,10.9,34.4,34.2,66.4,72,119.8,121.3,26.9,27.9,10,9.1,26.3,26.7,28,28,43.8,1.022,1.911,34.2,121.3,1854,-20.0001419,118.0028328,200,False,True
8,2025-07-01T10:28:00Z,2025-07-01T18:28:00+08:00,4,1-H-004,363630.21,6591661.923,363626.937,6591660.075,3.76,209.5,193,11.2,10.9,32.8,29.3,67.6,69.6,116,122.7,14,17.1,9.8,7.8,32.9,30.4,28,28,48.1,1.189,1.866,29.3,122.7,1196,-20.0001435,118.0028511,200,False,True
9,2025-07-01T10:30:00Z,2025-07-01T18:30:00+08:00,5,1-H-005,363621.941,6591663.996,363617.15,6591662.559,5,196.7,192,8.8,9.7,28.4,29.5,61.9,61.2,115.8,108.7,27.5,33.7,9.7,10.8,27.7,25.2,28,28,38.4,1.158,1.796,29.5,108.7,1596,-20.0001211,118.0027574,200,False,True
10,2025-07-01T10:36:00Z,2025-07-01T18:36:00+08:00,5,1-H-005,363621.941,6591663.996,363619.343,6591665.573,3.04,148.7,192,11.1,10.8,31.9,32.9,66.5,71.3,117,123.5,28.3,35.5,8.9,7.6,26.1,24.7,28,28,45.8,1.233,1.917,32.9,123.5,1447,-20.0000939,118.0027784,200,False,True
11,2025-07-01T10:37:00Z,2025-07-01T18:37:00+08:00,6,1-H-006,363614.272,6591664.825,363612.511,6591669.15,4.67,112.2,191,10.6,11.9,31.5,34,66.2,70.4,114.7,135.5,28.4,34.4,9.8,9.5,24.8,24.5,28,28,45.7,1.163,1.804,34,135.5,1319,-20.0000617,118.002713,200,False,True
12,2025-07-01T10:42:00Z,2025-07-01T18:42:00+08:00,6,1-H-006,363614.272,6591664.825,363612.227,6591664.886,2.05,178.3,191,10.3,14.7,32.7,39.7,73.6,78,121.5,145.4,14.7,14,7.3,6.2,26.5,30.1,30.7,28,46.1,1.074,1.896,39.7,145.4,1449,-20.0001001,118.0027103,200,False,True
