Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
809,2025-07-13T11:00:00Z,2025-07-13T19:00:00+08:00,1,10-H-001,363638.736,6591825.929,363643.739,6591825.983,5.0,0.6,185,10.2,10.3,31.1,33.0,70.3,70.6,107.6,117.0,24.4,22.4,9.6,9.3,31.7,30.3,43.9,47.2,45.6,1.185,1.965,33.0,117.0,1912,-19.9986539,118.0030065,200,False,True
810,2025-07-13T11:01:00Z,2025-07-13T19:01:00+08:00,2,10-H-002,363639.067,6591817.818,363633.743,6591820.569,5.99,152.7,185,13.7,14.5,38.8,37.1,81.8,85.7,128.1,129.4,32.6,35.1,8.4,7.8,28.5,30.3,38.9,34.6,54.4,1.298,1.808,37.1,129.4,1657,-19.9987026,118.0029109,200,False,True
811,2025-07-13T11:05:00Z,2025-07-13T19:05:00+08:00,3,10-H-003,363639.369,6591809.924,363639.353,6591807.31,2.61,269.7,185,13.0,13.5,35.9,38.8,80.9,81.4,163.7,175.6,31.5,29.7,7.3,5.5,30.0,27.0,38.5,43.2,55.2,1.226,1.936,38.8,175.6,1672,-19.9988217,118.0029646,200,False,True
812,2025-07-13T11:04:00Z,2025-07-13T19:04:00+08:00,4,10-H-004,363639.204,6591802.147,363635.874,6591795.838,7.13,242.2,185,12.5,13.8,36.3,35.4,80.1,86.0,137.9,120.7,28.4,34.7,7.7,8.4,26.3,30.9,45.3,34.4,54.2,1.092,1.829,35.4,120.7,1438,-19.9989247,118.0029313,200,False,True
813,2025-07-13T11:11:00Z,2025-07-13T19:11:00+08:00,5,10-H-005,363638.819,6591793.885,363640.958,6591799.431,5.94,68.9,185,9.4,8.5,26.2,26.0,68.3,64.9,107.9,106.0,21.4,16.0,11.7,8.4,29.1,33.3,49.6,50.7,45.8,1.183,1.753,26.0,106.0,1587,-19.9988925,118.0029799,200,False,True
814,2025-07-13T11:15:00Z,2025-07-13T19:15:00+08:00,5,10-H-005,363638.819,6591793.885,363637.538,6591795.66,2.19,125.8,185,12.3,12.1,34.3,33.0,77.6,77.1,139.5,140.4,27.4,25.4,10.5,7.5,34.2,27.8,38.4,46.8,52.1,1.144,1.923,33.0,140.4,1683,-19.9989263,118.0029472,200,False,True
815,2025-07-13T11:16:00Z,2025-07-13T19:16:00+08:00,6,10-H-006,363638.808,6591786.145,363634.478,6591788.658,5.01,149.9,185,12.7,13.0,32.7,31.1,74.3,75.1,144.6,147.4,26.1,23.6,7.0,11.2,31.9,30.4,42.1,45.9,49.0,1.251,1.835,31.1,147.4,1605,-19.9989892,118.002918,200,False,True
816,2025-07-13T11:12:00Z,2025-07-13T19:12:00+08:00,7,10-H-007,363638.812,6591777.846,363644.619,6591772.539,7.87,317.6,185,12.0,12.5,34.5,33.2,79.3,82.8,133.2,131.5,28.7,33.3,9.5,8.3,28.0,26.9,43.3,39.8,51.9,1.152,1.85,33.2,131.5,1723,-19.999134,118.0030149,200,False,True
817,2025-07-13T11:21:00Z,2025-07-13T19:21:00+08:00,7,10-H-007,363638.812,6591777.846,363639.794,6591783.461,5.7,80.1,185,12.4,12.1,32.8,32.1,70.6,74.5,128.1,116.8,22.9,22.7,8.2,10.4,26.3,29.1,50.8,48.2,46.3,1.024,1.937,32.1,116.8,1633,-19.9990359,118.0029688,200,False,True
818,2025-07-13T11:14:00Z,2025-07-13T19:14:00+08:00,7,10-H-007,363638.812,6591777.846,363638.121,6591782.738,4.94,98.0,185,11.2,10.5,31.6,32.5,71.1,70.8,111.3,117.5,25.7,22.4,10.0,6.2,31.0,30.5,43.3,47.1,46.6,1.243,1.914,32.5,117.5,1661,-19.9990424,118.0029528,200,False,True
819,2025-07-13T11:32:00Z,2025-07-13T19:32:00+08:00,8,10-H-008,363632.402,6591821.824,363625.714,6591819.498,7.08,199.2,185,10.2,10.8,29.5,30.0,68.5,67.4,120.8,116.7,18.2,23.0,6.8,9.4,31.5,27.8,50.3,49.3,44.6,1.277,1.903,30.0,116.7,1636,-19.9987122,118.0028342,200,False,True
820,2025-07-13T11:32:00Z,2025-07-13T19:32:00+08:00,8,10-H-008,363632.402,6591821.824,363629.685,6591829.573,8.21,109.3,185,9.7,9.2,28.1,28.2,67.0,67.8,125.0,128.9,20.4,19.8,9.1,8.1,32.4,27.6,47.2,52.6,43.7,1.134,1.973,28.2,128.9,1800,-19.9986217,118.0028721,200,False,True
821,2025-07-13T11:21:00Z,2025-07-13T19:21:00+08:00,8,10-H-008,363632.402,6591821.824,363629.698,6591826.334,5.26,120.9,185,9.8,9.6,29.4,30.2,66.3,64.5,113.3,103.6,19.0,22.9,9.7,8.4,29.0,30.7,52.0,46.5,43.2,1.115,1.878,30.2,103.6,1822,-19.9986508,118.0028723,200,False,True
822,2025-07-13T11:41:00Z,2025-07-13T19:41:00+08:00,9,10-H-009,363632.189,6591813.772,363626.417,6591815.693,6.08,161.6,185,10.2,10.4,29.4,29.4,68.6,70.7,114.1,125.5,23.3,23.8,10.3,9.6,28.4,30.4,48.4,45.9,45.8,1.077,1.914,29.4,125.5,1542,-19.9987464,118.0028409,200,False,True
823,2025-07-13T11:45:00Z,2025-07-13T19:45:00+08:00,9,10-H-009,363632.189,6591813.772,363636.609,6591816.271,5.08,29.5,185,12.6,13.1,37.0,36.9,77.8,74.5,131.2,114.4,29.3,23.9,8.4,7.1,28.2,30.4,42.5,45.6,52.0,1.205,1.935,36.9,114.4,1587,-19.9987412,118.0029383,200,False,True
824,2025-07-13T11:47:00Z,2025-07-13T19:47:00+08:00,10,10-H-010,363632.325,6591806.576,363626.869,6591800.634,8.07,227.4,185,14.1,13.8,40.9,39.0,92.2,93.2,185.0,176.6,38.9,37.0,6.5,7.2,26.0,26.3,35.1,36.7,63.5,1.088,1.943,39.0,176.6,1575,-19.9988816,118.0028452,200,False,True
825,2025-07-13T11:48:00Z,2025-07-13T19:48:00+08:00,10,10-H-010,363632.325,6591806.576,363629.169,6591811.901,6.19,120.7,185,11.8,11.9,38.1,39.0,82.9,82.9,152.2,153.0,28.5,32.5,6.9,10.1,24.4,25.0,47.1,42.6,57.1,1.111,1.857,39.0,153.0,1601,-19.9987804,118.0028672,200,False,True
