Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
2078,2025-07-29T08:00:00Z,2025-07-29T16:00:00+08:00,1,18-H-001,363578.98,6591905.236,363571.825,6591906.303,7.23,171.5,185,11.7,12.0,34.1,34.4,82.3,80.1,143.8,138.2,30.3,24.4,8.5,6.1,29.5,28.6,40.2,47.0,55.8,1.076,1.827,34.4,138.2,1465,-19.9979324,118.002319,200,True,True
2079,2025-07-29T08:03:00Z,2025-07-29T16:03:00+08:00,1,18-H-001,363578.98,6591905.236,363581.59,6591901.029,4.95,301.8,185,11.7,11.8,33.5,32.8,70.4,66.8,128.0,128.3,21.2,20.8,6.4,8.5,28.4,29.3,50.4,49.9,47.7,1.16,1.878,32.8,128.3,1489,-19.9979798,118.0024124,200,True,True
2080,2025-07-29T08:05:00Z,2025-07-29T16:05:00+08:00,1,18-H-001,363578.98,6591905.236,363580.445,6591908.748,3.81,67.4,185,13.6,12.9,37.7,39.1,80.4,83.7,154.9,155.2,31.0,38.4,5.6,8.5,27.4,28.7,41.7,32.9,54.5,1.238,1.794,39.1,155.2,1566,-19.9979104,118.0024014,200,True,True
2081,2025-07-29T08:06:00Z,2025-07-29T16:06:00+08:00,2,18-H-002,363587.034,6591905.384,363590.493,6591908.354,4.56,40.7,185,11.8,12.0,33.1,34.4,74.1,79.1,123.2,135.4,21.6,29.8,8.9,7.9,32.8,31.0,45.6,39.2,49.4,1.211,1.995,34.4,135.4,1665,-19.997914,118.0024975,200,True,True
2082,2025-07-29T08:10:00Z,2025-07-29T16:10:00+08:00,3,18-H-003,363595.172,6591906.293,363597.677,6591901.172,5.7,296.1,185,11.9,11.9,32.6,33.6,70.0,74.0,109.5,113.1,21.3,21.9,9.9,6.7,27.2,29.9,51.4,48.2,46.2,1.176,1.847,33.6,113.1,1593,-19.9979785,118.0025661,200,True,True
2083,2025-07-29T08:15:00Z,2025-07-29T16:15:00+08:00,3,18-H-003,363595.172,6591906.293,363592.216,6591902.044,5.18,235.2,185,10.1,9.7,28.6,28.3,68.3,71.9,113.9,101.8,23.8,22.6,10.1,9.3,31.5,29.5,44.7,48.0,45.1,1.171,1.887,28.3,101.8,1674,-19.9979707,118.0025139,200,True,True
2084,2025-07-29T08:14:00Z,2025-07-29T16:14:00+08:00,4,18-H-004,363603.556,6591907.037,363601.979,6591913.315,6.47,104.1,185,12.3,12.2,35.3,36.6,75.8,77.1,124.7,126.1,26.9,24.2,9.1,7.8,30.2,29.3,42.9,46.5,49.7,1.106,1.99,36.6,126.1,1603,-19.9978694,118.0026073,200,True,True
2085,2025-07-29T08:14:00Z,2025-07-29T16:14:00+08:00,4,18-H-004,363603.556,6591907.037,363600.692,6591910.036,4.15,133.7,185,11.9,12.9,37.8,38.3,78.1,78.2,122.3,101.3,26.1,28.0,8.3,7.0,25.3,26.7,48.6,45.3,51.3,1.191,1.983,38.3,101.3,1677,-19.9978989,118.002595,200,True,True
2086,2025-07-29T08:24:00Z,2025-07-29T16:24:00+08:00,5,18-H-005,363610.922,6591907.509,363608.809,6591903.77,4.29,240.5,185,13.1,13.8,35.6,37.0,70.9,75.9,139.2,139.8,24.9,31.0,8.1,8.9,31.1,26.2,44.0,42.8,46.4,1.23,1.934,37.0,139.8,1813,-19.9979552,118.0026726,200,True,True
2087,2025-07-29T08:23:00Z,2025-07-29T16:23:00+08:00,6,18-H-006,363575.664,6591897.366,363579.303,6591893.379,5.4,312.4,185,12.4,13.7,34.7,35.5,84.6,86.5,140.6,157.5,29.4,34.4,7.3,9.3,28.9,29.4,41.7,36.2,57.3,0.971,1.843,35.5,157.5,1616,-19.9980485,118.0023905,200,True,True
2088,2025-07-29T08:24:00Z,2025-07-29T16:24:00+08:00,6,18-H-006,363575.664,6591897.366,363571.139,6591890.584,8.15,236.3,185,10.7,10.3,32.7,33.0,75.1,73.4,151.8,150.2,24.9,24.8,7.9,8.7,27.4,28.9,47.7,46.3,50.9,1.101,1.795,33.0,150.2,1583,-19.9980736,118.0023125,200,True,True
2089,2025-07-29T08:18:00Z,2025-07-29T16:18:00+08:00,7,18-H-007,363583.771,6591897.557,363580.591,6591899.254,3.6,151.9,185,12.5,12.3,35.8,33.8,73.6,72.9,127.2,127.9,26.6,24.0,9.8,6.7,30.1,30.9,43.3,45.1,49.7,1.001,1.936,33.8,127.9,1554,-19.9979957,118.0024028,200,True,True
2090,2025-07-29T08:31:00Z,2025-07-29T16:31:00+08:00,7,18-H-007,363583.771,6591897.557,363582.733,6591891.816,5.83,259.7,185,12.3,13.0,35.9,37.1,69.7,60.7,120.3,115.3,18.1,17.2,9.3,7.0,24.3,28.6,57.6,54.2,47.1,1.069,1.87,37.1,115.3,1467,-19.9980625,118.0024233,200,True,True
2091,2025-07-29T08:43:00Z,2025-07-29T16:43:00+08:00,8,18-H-008,363591.631,6591898.824,363591.196,6591902.898,4.1,96.1,185,14.3,15.5,41.1,40.5,92.9,89.7,156.4,150.3,37.6,34.3,5.4,7.7,28.1,26.2,34.3,39.5,62.7,1.134,1.881,40.5,150.3,1591,-19.997963,118.0025042,200,True,True
