pattern_id,pattern_type,pattern_source,surface,vertex_id,x,y,z_rl
1,Ramp,fixed_access,bottom_toe_floor,1,444444.1709315107,6812393.121272809,185.0
1,Ramp,fixed_access,bottom_toe_floor,2,444294.171687407,6812392.645070834,185.0
1,Ramp,fixed_access,bottom_toe_floor,3,444294.0605736129,6812427.644894458,185.0
1,Ramp,fixed_access,bottom_toe_floor,4,444444.0598177166,6812428.121096433,185.0
1,Ramp,fixed_access,bottom_toe_floor,5,444444.1709315107,6812393.121272809,185.0
1,Ramp,fixed_access,top_crest,1,444449.6477898467,6812387.6790791415,200.0
1,Ramp,fixed_access,top_crest,2,444288.72949373984,6812387.168212499,200.0
1,Ramp,fixed_access,top_crest,3,444288.5837152769,6812433.087088126,200.0
1,Ramp,fixed_access,top_crest,4,444449.50201138377,6812433.597954769,200.0
1,Ramp,fixed_access,top_crest,5,444449.6477898467,6812387.6790791415,200.0
2,Slot,fixed_slot,bottom_toe_floor,1,444294.171687407,6812392.645070834,185.0
2,Slot,fixed_slot,bottom_toe_floor,2,444184.1722417309,6812392.295856052,185.0
2,Slot,fixed_slot,bottom_toe_floor,3,444184.06112793664,6812427.295679676,185.0
2,Slot,fixed_slot,bottom_toe_floor,4,444294.06057361275,6812427.644894458,185.0
2,Slot,fixed_slot,bottom_toe_floor,5,444294.171687407,6812392.645070834,185.0
2,Slot,fixed_slot,top_crest,1,444299.6485457431,6812387.202877167,200.0
2,Slot,fixed_slot,top_crest,2,444178.7300480638,6812386.8189977165,200.0
2,Slot,fixed_slot,top_crest,3,444178.5842696006,6812432.737873344,200.0
2,Slot,fixed_slot,top_crest,4,444299.50276727986,6812433.121752794,200.0
2,Slot,fixed_slot,top_crest,5,444299.6485457431,6812387.202877167,200.0
