pattern_id,pattern_type,pattern_source,point_id,x,y,floor_rl,crest_rl
1,Ramp,fixed_access,1,444444.1709315107,6812393.121272809,185.0,200.0
1,Ramp,fixed_access,2,444294.171687407,6812392.645070834,185.0,200.0
1,Ramp,fixed_access,3,444294.0605736129,6812427.644894458,185.0,200.0
1,Ramp,fixed_access,4,444444.0598177166,6812428.121096433,185.0,200.0
1,Ramp,fixed_access,5,444444.1709315107,6812393.121272809,185.0,200.0
2,Slot,fixed_slot,1,444294.171687407,6812392.645070834,185.0,200.0
2,Slot,fixed_slot,2,444184.1722417309,6812392.295856052,185.0,200.0
2,Slot,fixed_slot,3,444184.06112793664,6812427.295679676,185.0,200.0
2,Slot,fixed_slot,4,444294.06057361275,6812427.644894458,185.0,200.0
2,Slot,fixed_slot,5,444294.171687407,6812392.645070834,185.0,200.0
