pattern_id,pattern_type,pattern_source,point_id,x,y,floor_rl,crest_rl
1,Ramp,fixed_access,1,444491.8086840019,6812391.151550018,185.0,200.0
1,Ramp,fixed_access,2,444454.3277570731,6812390.83791631,185.0,200.0
1,Ramp,fixed_access,3,444405.49080475664,6812390.738320081,185.0,200.0
1,Ramp,fixed_access,4,444367.12248233333,6812390.876240914,185.0,200.0
1,Ramp,fixed_access,5,444358.95131903415,6812390.986102053,185.0,200.0
1,Ramp,fixed_access,6,444360.3790209244,6812412.378964452,185.0,200.0
1,Ramp,fixed_access,7,444510.04609257897,6812402.39058809,185.0,200.0
1,Ramp,fixed_access,8,444509.31960775965,6812391.50484935,185.0,200.0
1,Ramp,fixed_access,9,444491.8086840019,6812391.151550018,185.0,200.0
2,Slot,fixed_slot,1,444358.95131903415,6812390.986102053,185.0,200.0
2,Slot,fixed_slot,2,444339.25679995137,6812391.250894498,185.0,200.0
2,Slot,fixed_slot,3,444322.0563013424,6812391.854194749,185.0,200.0
2,Slot,fixed_slot,4,444314.86427726963,6812392.724656401,185.0,200.0
2,Slot,fixed_slot,5,444305.6793021947,6812392.51127926,185.0,200.0
2,Slot,fixed_slot,6,444295.2072403115,6812391.205434557,185.0,200.0
2,Slot,fixed_slot,7,444283.379994674,6812388.840547908,185.0,200.0
2,Slot,fixed_slot,8,444270.65107391437,6812385.556613867,185.0,200.0
2,Slot,fixed_slot,9,444248.1822120684,6812383.128181355,185.0,200.0
2,Slot,fixed_slot,10,444250.5486898785,6812418.587778704,185.0,200.0
2,Slot,fixed_slot,11,444264.3660482182,6812420.081157517,185.0,200.0
2,Slot,fixed_slot,12,444275.57113295386,6812422.9719571285,185.0,200.0
2,Slot,fixed_slot,13,444289.60302663496,6812425.7776685385,185.0,200.0
2,Slot,fixed_slot,14,444294.02137208375,6812426.328627181,185.0,200.0
2,Slot,fixed_slot,15,444361.011618094,6812421.8578789905,185.0,200.0
2,Slot,fixed_slot,16,444359.45660281414,6812398.557336953,185.0,200.0
2,Slot,fixed_slot,17,444358.95131903415,6812390.986102053,185.0,200.0
3,First production blast,fixed_first_production,1,444251.8467444821,6812438.0379900625,185.0,200.0
3,First production blast,fixed_first_production,2,444258.1727161783,6812532.827135444,185.0,200.0
3,First production blast,fixed_first_production,3,444367.92856872495,6812525.502326111,185.0,200.0
3,First production blast,fixed_first_production,4,444361.6025970288,6812430.71318073,185.0,200.0
3,First production blast,fixed_first_production,5,444251.8467444821,6812438.0379900625,185.0,200.0
4,Production,auto_grid,1,444531.10670148954,6812451.900926201,185.0,200.0
4,Production,auto_grid,2,444530.7895968566,6812439.284810105,185.0,200.0
4,Production,auto_grid,3,444530.55196891725,6812434.992590913,185.0,200.0
4,Production,auto_grid,4,444529.1753965439,6812432.607107995,185.0,200.0
4,Production,auto_grid,5,444526.8585193427,6812429.139659282,185.0,200.0
4,Production,auto_grid,6,444525.2941624606,6812427.091936364,185.0,200.0
4,Production,auto_grid,7,444516.6589350775,6812426.660050146,185.0,200.0
4,Production,auto_grid,8,444491.3092277134,6812426.1485959925,185.0,200.0
4,Production,auto_grid,9,444486.57338169403,6812426.108967278,185.0,200.0
4,Production,auto_grid,10,444489.4881425891,6812469.784106451,185.0,200.0
4,Production,auto_grid,11,444531.2722366266,6812466.995548803,185.0,200.0
4,Production,auto_grid,12,444531.10670148954,6812451.900926201,185.0,200.0
5,Production,auto_grid,1,444539.45105792955,6812561.985036728,185.0,200.0
5,Production,auto_grid,2,444535.3707565069,6812540.6134285685,185.0,200.0
5,Production,auto_grid,3,444532.7060980378,6812517.981515506,185.0,200.0
5,Production,auto_grid,4,444531.36995822657,6812494.044193013,185.0,200.0
5,Production,auto_grid,5,444531.30352857336,6812469.848961878,185.0,200.0
5,Production,auto_grid,6,444531.2722366266,6812466.995548803,185.0,200.0
5,Production,auto_grid,7,444489.4881425891,6812469.784106451,185.0,200.0
5,Production,auto_grid,8,444496.8129519215,6812579.539958998,185.0,200.0
5,Production,auto_grid,9,444543.47635197174,6812576.425769638,185.0,200.0
5,Production,auto_grid,10,444539.45105792955,6812561.985036728,185.0,200.0
6,Production,auto_grid,1,444561.0367159331,6812680.342203413,185.0,200.0
6,Production,auto_grid,2,444561.03671593405,6812670.202016906,185.0,200.0
6,Production,auto_grid,3,444560.59452501684,6812661.715331762,185.0,200.0
6,Production,auto_grid,4,444559.8008751739,6812654.895581837,185.0,200.0
6,Production,auto_grid,5,444558.8107539527,6812649.885824064,185.0,200.0
6,Production,auto_grid,6,444556.8474114388,6812643.420212879,185.0,200.0
6,Production,auto_grid,7,444554.52283729985,6812634.121229297,185.0,200.0
6,Production,auto_grid,8,444552.7183591714,6812624.813911471,185.0,200.0
6,Production,auto_grid,9,444551.4592330586,6812615.499357565,185.0,200.0
6,Production,auto_grid,10,444551.0035890583,6812609.316965536,185.0,200.0
6,Production,auto_grid,11,444549.940636985,6812602.908933843,185.0,200.0
6,Production,auto_grid,12,444547.7386657614,6812592.8686424885,185.0,200.0
6,Production,auto_grid,13,444544.41511261556,6812579.79357124,185.0,200.0
6,Production,auto_grid,14,444543.47635197174,6812576.425769638,185.0,200.0
6,Production,auto_grid,15,444496.8129519215,6812579.539958998,185.0,200.0
6,Production,auto_grid,16,444504.13776125386,6812689.295811544,185.0,200.0
6,Production,auto_grid,17,444560.8407993037,6812685.511603844,185.0,200.0
6,Production,auto_grid,18,444561.0367159331,6812680.342203413,185.0,200.0
7,Production,auto_grid,1,444454.1456348328,6812425.8376176795,185.0,200.0
7,Production,auto_grid,2,444405.5180221116,6812425.738448369,185.0,200.0
7,Production,auto_grid,3,444396.3506521322,6812425.77140189,185.0,200.0
7,Production,auto_grid,4,444403.3503042618,6812530.655058541,185.0,200.0
7,Production,auto_grid,5,444493.15054725483,6812524.662032724,185.0,200.0
7,Production,auto_grid,6,444486.57338169403,6812426.108967278,185.0,200.0
7,Production,auto_grid,7,444454.1456348328,6812425.8376176795,185.0,200.0
8,Production,auto_grid,1,444493.15054725483,6812524.662032724,185.0,200.0
8,Production,auto_grid,2,444403.3503042618,6812530.655058541,185.0,200.0
8,Production,auto_grid,3,444410.67511359416,6812640.410911088,185.0,200.0
8,Production,auto_grid,4,444500.4753565872,6812634.417885271,185.0,200.0
8,Production,auto_grid,5,444493.15054725483,6812524.662032724,185.0,200.0
9,Production,auto_grid,1,444443.8666151585,6812744.487352329,185.0,200.0
9,Production,auto_grid,2,444447.4642125508,6812738.939601718,185.0,200.0
9,Production,auto_grid,3,444451.59070536215,6812733.541874867,185.0,200.0
9,Production,auto_grid,4,444456.3441449655,6812728.347756362,185.0,200.0
9,Production,auto_grid,5,444462.1863111239,6812723.12573251,185.0,200.0
9,Production,auto_grid,6,444469.1245169239,6812718.454573267,185.0,200.0
9,Production,auto_grid,7,444475.9441179205,6812714.836282369,185.0,200.0
9,Production,auto_grid,8,444482.75223581307,6812711.903855647,185.0,200.0
9,Production,auto_grid,9,444491.46467411146,6812708.794038189,185.0,200.0
9,Production,auto_grid,10,444502.99033051636,6812706.481498882,185.0,200.0
9,Production,auto_grid,11,444505.2659362536,6812706.200525831,185.0,200.0
9,Production,auto_grid,12,444500.4753565872,6812634.417885271,185.0,200.0
9,Production,auto_grid,13,444410.67511359416,6812640.410911088,185.0,200.0
9,Production,auto_grid,14,444417.99992292654,6812750.166763635,185.0,200.0
9,Production,auto_grid,15,444441.5822438728,6812748.5929431915,185.0,200.0
9,Production,auto_grid,16,444443.8666151585,6812744.487352329,185.0,200.0
10,Production,auto_grid,1,444367.42066151183,6812425.875395188,185.0,200.0
10,Production,auto_grid,2,444340.10559297074,6812426.242645779,185.0,200.0
10,Production,auto_grid,3,444324.7773927152,6812426.780275953,185.0,200.0
10,Production,auto_grid,4,444316.5693331035,6812427.77370994,185.0,200.0
10,Production,auto_grid,5,444306.2681085812,6812427.534401086,185.0,200.0
10,Production,auto_grid,6,444306.7246707557,6812434.375585397,185.0,200.0
10,Production,auto_grid,7,444361.60259702895,6812430.713180731,185.0,200.0
10,Production,auto_grid,8,444364.7655828772,6812478.107753419,185.0,200.0
10,Production,auto_grid,9,444399.68789959606,6812475.777132268,185.0,200.0
10,Production,auto_grid,10,444396.3506521322,6812425.77140189,185.0,200.0
10,Production,auto_grid,11,444367.42066151183,6812425.875395188,185.0,200.0
11,Production,auto_grid,1,444367.9285687255,6812525.502326111,185.0,200.0
11,Production,auto_grid,2,444313.0506424522,6812529.164730777,185.0,200.0
11,Production,auto_grid,3,444317.2124659363,6812591.5260106325,185.0,200.0
11,Production,auto_grid,4,444407.01270892844,6812585.532984815,185.0,200.0
11,Production,auto_grid,5,444399.68789959606,6812475.777132268,185.0,200.0
11,Production,auto_grid,6,444364.7655828772,6812478.107753419,185.0,200.0
11,Production,auto_grid,7,444367.9285687255,6812525.502326111,185.0,200.0
12,Production,auto_grid,1,444407.01270892844,6812585.532984815,185.0,200.0
12,Production,auto_grid,2,444317.2124659363,6812591.5260106325,185.0,200.0
12,Production,auto_grid,3,444324.5372752687,6812701.281863179,185.0,200.0
12,Production,auto_grid,4,444414.3375182608,6812695.288837362,185.0,200.0
12,Production,auto_grid,5,444407.01270892844,6812585.532984815,185.0,200.0
13,Production,auto_grid,1,444414.3375182608,6812695.288837362,185.0,200.0
13,Production,auto_grid,2,444324.5372752687,6812701.281863179,185.0,200.0
13,Production,auto_grid,3,444331.8620846011,6812811.037715726,185.0,200.0
13,Production,auto_grid,4,444421.6623275932,6812805.044689909,185.0,200.0
13,Production,auto_grid,5,444414.3375182608,6812695.288837362,185.0,200.0
14,Production,auto_grid,1,444342.3635879839,6812865.472075893,185.0,200.0
14,Production,auto_grid,2,444348.6679631015,6812864.670701133,185.0,200.0
14,Production,auto_grid,3,444352.92898255214,6812863.965073846,185.0,200.0
14,Production,auto_grid,4,444355.52151257545,6812862.145722215,185.0,200.0
14,Production,auto_grid,5,444361.18026269693,6812857.669274051,185.0,200.0
14,Production,auto_grid,6,444370.288206473,6812849.889222988,185.0,200.0
14,Production,auto_grid,7,444381.5728096254,6812841.780695902,185.0,200.0
14,Production,auto_grid,8,444393.46565118525,6812834.886755297,185.0,200.0
14,Production,auto_grid,9,444406.05038153194,6812829.38144083,185.0,200.0
14,Production,auto_grid,10,444415.8470557481,6812826.522854553,185.0,200.0
14,Production,auto_grid,11,444421.10472628847,6812824.778140112,185.0,200.0
14,Production,auto_grid,12,444422.93206453323,6812824.070585887,185.0,200.0
