pattern_id,pattern_type,pattern_source,point_id,x,y,floor_rl,crest_rl
1,Ramp,fixed_access,1,444444.1709315107,6812393.121272809,185.0,200.0
1,Ramp,fixed_access,2,444294.171687407,6812392.645070834,185.0,200.0
1,Ramp,fixed_access,3,444294.0605736129,6812427.644894458,185.0,200.0
1,Ramp,fixed_access,4,444444.0598177166,6812428.121096433,185.0,200.0
1,Ramp,fixed_access,5,444444.1709315107,6812393.121272809,185.0,200.0
2,Slot,fixed_slot,1,444294.171687407,6812392.645070834,185.0,200.0
2,Slot,fixed_slot,2,444184.1722417309,6812392.295856052,185.0,200.0
2,Slot,fixed_slot,3,444184.06112793664,6812427.295679676,185.0,200.0
2,Slot,fixed_slot,4,444294.06057361275,6812427.644894458,185.0,200.0
2,Slot,fixed_slot,5,444294.171687407,6812392.645070834,185.0,200.0
3,Production,legacy_bounds_fit,1,444131.6975907733,6812485.576862451,185.0,200.0
3,Production,legacy_bounds_fit,2,444098.2618852142,6812489.434828477,185.0,200.0
3,Production,legacy_bounds_fit,3,444099.7585960868,6812503.9529239405,185.0,200.0
3,Production,legacy_bounds_fit,4,444113.93044548,6812612.698745163,185.0,200.0
3,Production,legacy_bounds_fit,5,444111.008758763,6812613.079501901,185.0,200.0
3,Production,legacy_bounds_fit,6,444111.1217719677,6812614.175729986,185.0,200.0
3,Production,legacy_bounds_fit,7,444180.5651604365,6812609.031775285,185.0,200.0
3,Production,legacy_bounds_fit,8,444167.7052736831,6812480.432907749,185.0,200.0
3,Production,legacy_bounds_fit,9,444131.6975907733,6812485.576862451,185.0,200.0
4,Production,legacy_bounds_fit,1,443964.53010254813,6812507.176574884,185.0,200.0
4,Production,legacy_bounds_fit,2,443953.3895580738,6812510.685057225,185.0,200.0
4,Production,legacy_bounds_fit,3,443943.6579963371,6812514.687014736,185.0,200.0
4,Production,legacy_bounds_fit,4,443932.12347622757,6812519.631848006,185.0,200.0
4,Production,legacy_bounds_fit,5,443930.3707553541,6812520.3428520225,185.0,200.0
4,Production,legacy_bounds_fit,6,443926.8424916822,6812521.69410632,185.0,200.0
4,Production,legacy_bounds_fit,7,443937.57291172905,6812639.728726834,185.0,200.0
4,Production,legacy_bounds_fit,8,444015.88962205773,6812625.32565367,185.0,200.0
4,Production,legacy_bounds_fit,9,444000.5863568212,6812499.298763486,185.0,200.0
4,Production,legacy_bounds_fit,10,443964.8803343558,6812507.060942283,185.0,200.0
4,Production,legacy_bounds_fit,11,443964.53010254813,6812507.176574884,185.0,200.0
5,Production,legacy_bounds_fit,1,443838.0599600375,6812569.810527235,185.0,200.0
5,Production,legacy_bounds_fit,2,443850.93270667776,6812656.409004634,185.0,200.0
5,Production,legacy_bounds_fit,3,443936.3609343812,6812640.025508909,185.0,200.0
5,Production,legacy_bounds_fit,4,443924.65843743546,6812524.170789149,185.0,200.0
5,Production,legacy_bounds_fit,5,443886.04019751475,6812539.3840351775,185.0,200.0
5,Production,legacy_bounds_fit,6,443838.0599600375,6812569.810527235,185.0,200.0
6,Production,legacy_bounds_fit,1,444246.47710344155,6812485.552549226,185.0,200.0
6,Production,legacy_bounds_fit,2,444187.9646187131,6812480.871550448,185.0,200.0
6,Production,legacy_bounds_fit,3,444167.8608256921,6812481.98842784,185.0,200.0
6,Production,legacy_bounds_fit,4,444180.5651604365,6812609.031775285,185.0,200.0
6,Production,legacy_bounds_fit,5,444179.72192974685,6812609.094236817,185.0,200.0
6,Production,legacy_bounds_fit,6,444179.7728708513,6812609.599016851,185.0,200.0
6,Production,legacy_bounds_fit,7,444241.7961046632,6812609.599016851,185.0,200.0
6,Production,legacy_bounds_fit,8,444246.47710344155,6812485.552549226,185.0,200.0
7,Production,legacy_bounds_fit,1,444109.55788917706,6812614.280015629,185.0,200.0
7,Production,legacy_bounds_fit,2,444041.84107704455,6812622.093493953,185.0,200.0
7,Production,legacy_bounds_fit,3,444018.4814558576,6812625.137739971,185.0,200.0
7,Production,legacy_bounds_fit,4,444018.43665984046,6812624.79400363,185.0,200.0
7,Production,legacy_bounds_fit,5,444018.2784130009,6812624.812262882,185.0,200.0
7,Production,legacy_bounds_fit,6,444015.88944370375,6812625.324184872,185.0,200.0
7,Production,legacy_bounds_fit,7,444015.88962205773,6812625.32565367,185.0,200.0
7,Production,legacy_bounds_fit,8,444015.8400126894,6812625.334777234,185.0,200.0
7,Production,legacy_bounds_fit,9,443936.3609343812,6812642.3660082985,185.0,200.0
7,Production,legacy_bounds_fit,10,443944.5526822431,6812720.772737836,185.0,200.0
7,Production,legacy_bounds_fit,11,444120.0901364282,6812700.878493028,185.0,200.0
7,Production,legacy_bounds_fit,12,444109.55788917706,6812614.280015629,185.0,200.0
8,Production,legacy_bounds_fit,1,444337.7565796177,6812500.765795257,185.0,200.0
8,Production,legacy_bounds_fit,2,444314.51782080944,6812494.820996493,185.0,200.0
8,Production,legacy_bounds_fit,3,444309.6657763742,6812493.67899509,185.0,200.0
8,Production,legacy_bounds_fit,4,444308.60269401263,6812493.415999562,185.0,200.0
8,Production,legacy_bounds_fit,5,444296.04887637176,6812490.158509726,185.0,200.0
8,Production,legacy_bounds_fit,6,444284.76428034046,6812487.861174377,185.0,200.0
8,Production,legacy_bounds_fit,7,444284.3531948212,6812487.807419507,185.0,200.0
8,Production,legacy_bounds_fit,8,444246.4317639246,6812486.754046427,185.0,200.0
8,Production,legacy_bounds_fit,9,444241.7961046632,6812609.599016851,185.0,200.0
8,Production,legacy_bounds_fit,10,444240.67001533444,6812609.599016851,185.0,200.0
8,Production,legacy_bounds_fit,11,444240.6258549686,6812610.769266546,185.0,200.0
8,Production,legacy_bounds_fit,12,444324.88383297744,6812622.471763492,185.0,200.0
8,Production,legacy_bounds_fit,13,444337.7565796177,6812500.765795257,185.0,200.0
9,Production,legacy_bounds_fit,1,444239.455605274,6812610.769266546,185.0,200.0
9,Production,legacy_bounds_fit,2,444178.60262115655,6812610.769266546,185.0,200.0
9,Production,legacy_bounds_fit,3,444110.7281388718,6812615.450265324,185.0,200.0
9,Production,legacy_bounds_fit,4,444114.3258659731,6812653.483380396,185.0,200.0
9,Production,legacy_bounds_fit,5,444120.0901364282,6812700.878493028,185.0,200.0
9,Production,legacy_bounds_fit,6,444118.82277447166,6812701.022127382,185.0,200.0
9,Production,legacy_bounds_fit,7,444118.9198867337,6812702.048742723,185.0,200.0
9,Production,legacy_bounds_fit,8,444239.455605274,6812699.708243333,185.0,200.0
9,Production,legacy_bounds_fit,9,444239.455605274,6812610.769266546,185.0,200.0
10,Production,legacy_bounds_fit,1,444433.71705457225,6812532.36253701,185.0,200.0
10,Production,legacy_bounds_fit,2,444405.63106190256,6812518.319540676,185.0,200.0
10,Production,legacy_bounds_fit,3,444368.1830716766,6812508.957543118,185.0,200.0
10,Production,legacy_bounds_fit,4,444337.7565796177,6812501.936044952,185.0,200.0
10,Production,legacy_bounds_fit,5,444336.41333649034,6812513.465548461,185.0,200.0
10,Production,legacy_bounds_fit,6,444324.88383297744,6812622.471763492,185.0,200.0
10,Production,legacy_bounds_fit,7,444323.7322178323,6812622.311816944,185.0,200.0
10,Production,legacy_bounds_fit,8,444323.71358328284,6812622.471763492,185.0,200.0
10,Production,legacy_bounds_fit,9,444404.46081220807,6812643.536257993,185.0,200.0
10,Production,legacy_bounds_fit,10,444433.71705457225,6812532.36253701,185.0,200.0
11,Production,legacy_bounds_fit,1,443944.5526822431,6812793.328218898,185.0,200.0
11,Production,legacy_bounds_fit,2,443996.9362298776,6812807.515429717,185.0,200.0
11,Production,legacy_bounds_fit,3,444001.59483291866,6812808.362273905,185.0,200.0
11,Production,legacy_bounds_fit,4,444003.7391121706,6812808.802593503,185.0,200.0
11,Production,legacy_bounds_fit,5,444017.3958626367,6812811.931799984,185.0,200.0
11,Production,legacy_bounds_fit,6,444031.18613336404,6812814.859718006,185.0,200.0
11,Production,legacy_bounds_fit,7,444031.6305738019,6812814.956274524,185.0,200.0
11,Production,legacy_bounds_fit,8,444044.0088929438,6812817.706745882,185.0,200.0
