pattern_id,pattern_type,pattern_source,area_m2,bench_height_m,volume_m3,mean_density_tpm3,tonnes_est,blocks_in_pattern,ore_fraction,mean_au_gpt,mean_cu_pct,mean_ag_gpt,mean_au_eq_gpt,mean_RMR,mean_UCS_MPa,mean_fault_dist_m,mean_pf_target_kgpm3,mean_target_p80_mm
1,Ramp,fixed_access,2475.9467506576643,15.0,37139.20125986497,2.696111111111111,100131.41317451371,18,0.0,0.2517222222222222,0.016916666666666667,0.7727777777777777,0.24713611975447922,60.20555555555555,118.19444444444444,264.8555555555556,1.031111111111111,138.05555555555554
2,Slot,fixed_slot,3729.799729699866,15.0,55946.99594549799,2.746111111111111,153636.6671992203,36,0.0,0.24763888888888885,0.01844722222222222,0.8152777777777777,0.24410680373577234,63.127777777777766,130.36666666666667,248.68333333333328,1.096111111111111,130.41666666666666
3,First production blast,fixed_first_production,10449.999999998243,15.0,156749.99999997363,2.875288461538461,450701.46634607797,104,0.7884615384615384,0.8954615384615384,0.08853942307692306,3.4277884615384617,0.8828962498605428,63.5403846153846,145.59615384615384,178.67884615384614,1.1420192307692307,126.82692307692308
4,Production,auto_grid,1777.0310229197864,15.0,26655.465343796797,2.766666666666667,73746.78745117116,12,0.75,0.5910833333333333,0.05870833333333333,2.0425,0.5945916092560283,62.00833333333333,129.69166666666666,199.8333333333333,1.0808333333333335,131.66666666666666
5,Production,auto_grid,4568.589908838905,15.0,68528.84863258357,2.8944117647058825,198350.7057038985,34,1.0,1.628264705882353,0.1630794117647059,5.240294117647059,1.5768001667782547,62.3235294117647,152.6441176470588,133.3764705882353,1.157058823529412,126.76470588235294
6,Production,auto_grid,5922.689612178939,15.0,88840.34418268409,2.6919999999999993,239158.2065397855,45,1.0,0.9281999999999999,0.07983777777777777,2.169777777777778,0.8734425577996483,45.18666666666666,110.30666666666664,31.22222222222222,0.9742222222222223,143.33333333333334
7,Production,auto_grid,9183.040143155107,15.0,137745.6021473266,2.860869565217391,394072.20092583,92,0.8913043478260869,1.3534565217391303,0.12766521739130438,4.78304347826087,1.305030149097536,62.75978260869564,145.8358695652174,200.70652173913044,1.1311956521739133,128.3695652173913
8,Production,auto_grid,9900.000000022219,15.0,148500.0000003333,2.8603030303030303,424755.0000009533,99,1.0,2.2083434343434343,0.19049595959595955,5.731010101010101,2.0788562587205415,63.12626262626262,159.8878787878788,105.32121212121213,1.1723232323232322,123.93939393939394
9,Production,auto_grid,8137.215662693598,15.0,122058.23494040396,2.728674698795181,333057.2174614782,83,0.5060240963855421,0.666156626506024,0.060933734939759024,1.6925301204819279,0.6275985175523459,44.05783132530121,128.3277108433735,21.514457831325302,1.0612048192771084,138.3734939759036
10,Production,auto_grid,2115.7533265674215,15.0,31736.299898511323,2.7963999999999998,88747.38903619706,25,0.64,0.61996,0.05531200000000001,2.284,0.6183064074840778,64.488,131.488,226.96,1.0872,133.2
11,Production,auto_grid,7287.499999875718,15.0,109312.49999813577,2.9090540540540544,317995.9712783607,74,0.8648648648648649,1.7917027027027026,0.16472837837837837,5.620945945945947,1.706111726602867,64.49459459459459,163.5202702702703,134.44054054054055,1.1736486486486488,119.25675675675676
12,Production,auto_grid,9899.99999996523,15.0,148499.99999947846,2.8106060606060606,417374.99999853416,99,0.7575757575757576,1.4184545454545454,0.14007474747474746,3.6893939393939394,1.3354966172240637,52.47373737373737,147.2717171717172,42.628282828282835,1.115050505050505,130.6060606060606
13,Production,auto_grid,9899.99999992,15.0,148499.99999880002,2.74030612244898,406935.4591803852,98,0.42857142857142855,0.5371122448979593,0.04926020408163265,1.5970408163265306,0.510269225907214,49.07551020408164,127.45816326530611,23.179591836734694,1.0611224489795918,137.29591836734693
