pattern_id,pattern_type,pattern_source,surface,vertex_id,x,y,z_rl
1,Ramp,fixed_access,bottom_toe_floor,1,444444.1709315107,6812393.121272809,185.0
1,Ramp,fixed_access,bottom_toe_floor,2,444294.171687407,6812392.645070834,185.0
1,Ramp,fixed_access,bottom_toe_floor,3,444294.0605736129,6812427.644894458,185.0
1,Ramp,fixed_access,bottom_toe_floor,4,444444.0598177166,6812428.121096433,185.0
1,Ramp,fixed_access,bottom_toe_floor,5,444444.1709315107,6812393.121272809,185.0
1,Ramp,fixed_access,top_crest,1,444449.6477898467,6812387.6790791415,200.0
1,Ramp,fixed_access,top_crest,2,444288.72949373984,6812387.168212499,200.0
1,Ramp,fixed_access,top_crest,3,444288.5837152769,6812433.087088126,200.0
1,Ramp,fixed_access,top_crest,4,444449.50201138377,6812433.597954769,200.0
1,Ramp,fixed_access,top_crest,5,444449.6477898467,6812387.6790791415,200.0
2,Slot,fixed_slot,bottom_toe_floor,1,444294.171687407,6812392.645070834,185.0
2,Slot,fixed_slot,bottom_toe_floor,2,444184.1722417309,6812392.295856052,185.0
2,Slot,fixed_slot,bottom_toe_floor,3,444184.06112793664,6812427.295679676,185.0
2,Slot,fixed_slot,bottom_toe_floor,4,444294.06057361275,6812427.644894458,185.0
2,Slot,fixed_slot,bottom_toe_floor,5,444294.171687407,6812392.645070834,185.0
2,Slot,fixed_slot,top_crest,1,444299.6485457431,6812387.202877167,200.0
2,Slot,fixed_slot,top_crest,2,444178.7300480638,6812386.8189977165,200.0
2,Slot,fixed_slot,top_crest,3,444178.5842696006,6812432.737873344,200.0
2,Slot,fixed_slot,top_crest,4,444299.50276727986,6812433.121752794,200.0
2,Slot,fixed_slot,top_crest,5,444299.6485457431,6812387.202877167,200.0
3,Production,manual_drawn,bottom_toe_floor,1,444184.7834293895,6812428.261750461,185.0
3,Production,manual_drawn,bottom_toe_floor,2,444183.8748281732,6812485.50362709,185.0
3,Production,manual_drawn,bottom_toe_floor,3,444295.63277778216,6812485.50362709,185.0
3,Production,manual_drawn,bottom_toe_floor,4,444292.90697413316,6812428.463681868,185.0
3,Production,manual_drawn,bottom_toe_floor,5,444184.7834293895,6812428.261750461,185.0
3,Production,manual_drawn,top_crest,1,444179.41000716714,6812422.7921520285,200.0
3,Production,manual_drawn,top_crest,2,444178.3279273485,6812490.963180603,200.0
3,Production,manual_drawn,top_crest,3,444301.359460725,6812490.963180603,200.0
3,Production,manual_drawn,top_crest,4,444298.1123229704,6812423.013840336,200.0
3,Production,manual_drawn,top_crest,5,444179.41000716714,6812422.7921520285,200.0
4,Production,manual_drawn,bottom_toe_floor,1,444292.90697413316,6812535.476693988,185.0
4,Production,manual_drawn,bottom_toe_floor,2,444294.7241765658,6812485.50362709,185.0
4,Production,manual_drawn,bottom_toe_floor,3,444184.7834293895,6812486.412228306,185.0
4,Production,manual_drawn,bottom_toe_floor,4,444182.05762574053,6812537.293896421,185.0
4,Production,manual_drawn,bottom_toe_floor,5,444292.90697413316,6812535.476693988,185.0
4,Production,manual_drawn,top_crest,1,444298.17472041934,6812540.85062457,200.0
4,Production,manual_drawn,top_crest,2,444300.3875765065,6812479.997082174,200.0
4,Production,manual_drawn,top_crest,3,444179.60624123324,6812480.995275027,200.0
4,Production,manual_drawn,top_crest,4,444176.29266537505,6812542.848691046,200.0
4,Production,manual_drawn,top_crest,5,444298.17472041934,6812540.85062457,200.0
5,Production,manual_drawn,bottom_toe_floor,1,444103.0093199195,6812536.385295204,185.0
5,Production,manual_drawn,bottom_toe_floor,2,444182.05762574053,6812537.293896421,185.0
5,Production,manual_drawn,bottom_toe_floor,3,444182.05762574053,6812419.175738297,185.0
5,Production,manual_drawn,bottom_toe_floor,4,444102.1007187032,6812419.175738297,185.0
5,Production,manual_drawn,bottom_toe_floor,5,444103.0093199195,6812536.385295204,185.0
5,Production,manual_drawn,top_crest,1,444097.59144453716,6812541.782934928,200.0
5,Production,manual_drawn,top_crest,2,444187.5171792545,6812542.816564064,200.0
5,Production,manual_drawn,top_crest,3,444187.5171792545,6812413.716184784,200.0
5,Production,manual_drawn,top_crest,4,444096.5986790322,6812413.716184784,200.0
5,Production,manual_drawn,top_crest,5,444097.59144453716,6812541.782934928,200.0
6,Production,manual_drawn,bottom_toe_floor,1,444292.90697413316,6812617.250803458,185.0
6,Production,manual_drawn,bottom_toe_floor,2,444293.8155753495,6812537.293896421,185.0
6,Production,manual_drawn,bottom_toe_floor,3,444103.91792113584,6812538.202497637,185.0
6,Production,manual_drawn,bottom_toe_floor,4,444102.1007187032,6812617.250803458,185.0
6,Production,manual_drawn,bottom_toe_floor,5,444292.90697413316,6812617.250803458,185.0
6,Production,manual_drawn,top_crest,1,444298.3048397571,6812622.710356971,200.0
6,Production,manual_drawn,top_crest,2,444299.33782269794,6812531.807858177,200.0
6,Production,manual_drawn,top_crest,3,444098.5818466874,6812532.768413086,200.0
6,Production,manual_drawn,top_crest,4,444096.5142157935,6812622.710356971,200.0
