pattern_id,pattern_type,pattern_source,area_m2,bench_height_m,volume_m3,mean_density_tpm3,tonnes_est,blocks_in_pattern,ore_fraction,mean_au_gpt,mean_cu_pct,mean_ag_gpt,mean_au_eq_gpt,mean_RMR,mean_UCS_MPa,mean_fault_dist_m,mean_pf_target_kgpm3,mean_target_p80_mm
1,Ramp,fixed_access,5250.000000010305,15.0,78750.00000015457,2.732666666666667,215197.5000004224,45,0.0,0.2647777777777777,0.01901111111111111,0.8526666666666666,0.26099900229219636,63.29999999999999,125.75555555555556,259.3155555555555,1.0682222222222224,133.33333333333334
2,Slot,fixed_slot,3850.000000010389,15.0,57750.00000015584,2.7336363636363634,157867.500000426,33,0.0,0.36103030303030303,0.02753939393939394,1.2342424242424244,0.35561318199083,62.25454545454546,123.90606060606059,230.25151515151512,1.0596969696969698,135.75757575757575
3,Production,legacy_bounds_fit,8709.2468832203,15.0,130638.70324830449,2.8247126436781604,369016.7968192049,87,1.0,2.6097126436781606,0.18767931034482757,7.090919540229886,2.3647157642874976,56.18390804597701,143.21839080459773,73.54597701149426,1.112183908045977,130.86206896551724
4,Production,legacy_bounds_fit,9645.481718476882,15.0,144682.22577715322,2.509157894736843,363030.54903684236,95,0.7578947368421053,1.326578947368421,0.06018421052631579,3.077263157894737,1.1551751475413814,27.968421052631584,58.53052631578948,25.153684210526315,0.6884210526315788,172.8421052631579
5,Production,legacy_bounds_fit,9310.439337334577,15.0,139656.59006001867,2.4834782608695654,346834.105401229,92,0.9456521739130435,1.25975,0.04950652173913044,2.587934782608696,1.1115536515828217,30.23804347826087,54.5054347826087,31.47934782608695,0.6704347826086956,173.58695652173913
6,Production,legacy_bounds_fit,8867.800490769543,15.0,133017.00736154313,2.8903703703703703,384468.4168331417,81,1.0,2.508259259259259,0.20319753086419753,7.321851851851853,2.3265964242252157,62.43086419753087,161.220987654321,96.82962962962962,1.1688888888888889,123.14814814814815
7,Production,legacy_bounds_fit,14976.021539057028,15.0,224640.32308585543,2.668724832214765,599503.2085359702,149,0.9395973154362416,2.651859060402685,0.16286979865771814,6.281610738255034,2.356021540942406,44.05167785234899,111.91543624161072,49.26308724832216,0.9671140939597315,145.80536912751677
8,Production,legacy_bounds_fit,11068.289993855129,15.0,166024.34990782692,2.885087719298246,478994.8130235463,114,0.9298245614035088,1.9423245614035087,0.17881491228070176,5.796666666666667,1.8484714171368788,62.86578947368421,157.90877192982452,107.87807017543858,1.1714035087719301,123.02631578947368
9,Production,legacy_bounds_fit,11065.114829607604,15.0,165976.72244411407,2.7251785714285717,452316.2073606473,112,0.8303571428571429,2.574455357142857,0.20883214285714288,6.663303571428572,2.3008332253716945,39.40535714285714,114.3875,26.800892857142856,0.9580357142857142,147.1875
10,Production,legacy_bounds_fit,10987.365286989483,15.0,164810.47930484224,2.8906363636363634,476407.16458691534,110,0.8909090909090909,2.057909090909091,0.18537363636363632,5.805090909090908,1.9434080399213074,64.4290909090909,164.2190909090909,109.49727272727273,1.177545454545455,120.0909090909091
