pattern_number,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
6,1,6-H-001,1,charge,363436.201,6591724.097,199.995,183.718,16.277,ANFO,0.8,229,3.2,4.6,12,11.67,395.4,384.619,23.63,-2.73,As charged
6,2,6-H-002,1,charge,363428.945,6591728.402,199.959,184.355,15.604,ANFO,0.8,229,3.2,5.47,12,10.14,395.4,334.065,21.409,-15.51,Undercharged - review
6,3,6-H-003,1,charge,363422.182,6591732.835,200.038,184.281,15.757,ANFO,0.8,229,3.2,4.21,12,11.55,395.4,380.599,24.154,-3.74,As charged
6,4,6-H-004,1,charge,363415.444,6591738.091,200.003,183.873,16.13,ANFO,0.8,229,3.2,5.48,12,10.65,395.4,351.075,21.765,-11.21,Undercharged - review
6,5,6-H-005,1,charge,363408.502,6591741.523,199.75,183.588,16.162,ANFO,0.8,229,3.2,6.18,12,9.98,395.4,328.818,20.345,-16.84,Undercharged - review
6,6,6-H-006,1,charge,363401.95,6591745.848,200.039,183.805,16.234,ANFO,0.8,229,3.2,4.97,12,11.26,395.4,371.149,22.862,-6.13,Minor variance
6,7,6-H-007,1,charge,363395.101,6591749.66,199.994,183.524,16.47,ANFO,0.8,229,3.2,6.28,12,10.19,395.4,335.629,20.378,-15.12,Undercharged - review
6,8,6-H-008,1,charge,363443.005,6591727.811,200.013,183.313,16.7,ANFO,0.8,229,3.2,5.72,12,10.98,395.4,361.705,21.659,-8.52,Minor variance
6,9,6-H-009,1,charge,363436.077,6591732.438,200.021,184.107,15.914,ANFO,0.8,229,3.2,4.37,12,11.54,395.4,380.392,23.903,-3.8,As charged
6,10,6-H-010,1,charge,363429.256,6591736.66,200.001,184.005,15.996,ANFO,0.8,229,3.2,4.45,12,11.55,395.4,380.539,23.79,-3.76,As charged
6,11,6-H-011,1,charge,363422.634,6591740.709,199.987,184.445,15.542,ANFO,0.8,229,3.2,5.46,12,10.08,395.4,332.154,21.371,-16,Undercharged - review
6,12,6-H-012,1,charge,363416.372,6591744.997,199.963,183.685,16.278,ANFO,0.8,229,3.2,6.97,12,9.31,395.4,306.617,18.836,-22.45,Undercharged - review
6,13,6-H-013,1,charge,363408.984,6591749.322,199.989,183.707,16.282,ANFO,0.8,229,3.2,5.76,12,10.52,395.4,346.584,21.286,-12.35,Undercharged - review
6,14,6-H-014,1,charge,363402.416,6591753.245,200.001,184.302,15.699,ANFO,0.8,229,3.2,5.04,12,10.66,395.4,351.191,22.37,-11.18,Undercharged - review
6,15,6-H-015,1,charge,363395.642,6591758.011,200.0,182.543,17.457,ANFO,0.8,229,3.2,5.4,12,12.05,395.4,397.144,22.75,0.44,As charged
6,16,6-H-016,1,charge,363443.171,6591735.679,199.897,184.256,15.641,ANFO,0.8,229,3.2,4.54,12,11.1,395.4,365.692,23.38,-7.51,Minor variance
6,17,6-H-017,1,charge,363436.384,6591740.195,199.934,183.606,16.328,ANFO,0.8,229,3.2,4.98,12,11.35,395.4,373.886,22.898,-5.44,Minor variance
6,18,6-H-018,1,charge,363430.044,6591744.537,199.957,183.837,16.12,ANFO,0.8,229,3.2,4.76,12,11.36,395.4,374.349,23.223,-5.32,Minor variance
6,19,6-H-019,1,charge,363423.407,6591748.911,200.04,182.561,17.479,ANFO,0.8,229,3.2,6.28,12,11.2,395.4,368.956,21.109,-6.69,Minor variance
6,20,6-H-020,1,charge,363416.139,6591753.521,199.976,184.336,15.64,ANFO,0.8,229,3.2,5.7,12,9.94,395.4,327.677,20.951,-17.13,Undercharged - review
