pattern_number,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
2,1,2-H-001,1,charge,363546.242,6591667.236,200.13,183.546,16.584,ANFO,0.8,229,3.2,4.94,12,11.24,395.4,375.131,22.62,-5.13,Minor variance
2,2,2-H-002,1,charge,363537.916,6591668.773,200.124,184.106,16.018,ANFO,0.8,229,3.2,5.02,12,10.5,395.4,339.161,21.174,-14.22,Undercharged - review
2,3,2-H-003,1,charge,363530.04,6591669.371,200.099,183.539,16.56,ANFO,0.8,229,3.2,5.07,12,10.94,395.4,348.458,21.042,-11.87,Undercharged - review
2,4,2-H-004,1,charge,363521.861,6591670.86,200.089,184.022,16.067,ANFO,0.8,229,3.2,4.49,12,11.11,395.4,357.414,22.245,-9.61,Minor variance
2,5,2-H-005,1,charge,363514.286,6591671.745,200.064,184.039,16.025,ANFO,0.8,229,3.2,5.2,12,10.35,395.4,345.958,21.589,-12.5,Undercharged - review
2,6,2-H-006,1,charge,363506.418,6591673.338,199.967,183.51,16.457,ANFO,0.8,229,3.2,4.98,12,11,395.4,360.164,21.885,-8.91,Minor variance
2,7,2-H-007,1,charge,363498.467,6591674.174,200.023,183.747,16.276,ANFO,0.8,229,3.2,5.2,12,10.62,395.4,347.962,21.379,-12,Undercharged - review
2,8,2-H-008,1,charge,363542.933,6591674.881,200.109,183.765,16.344,ANFO,0.8,229,3.2,5.76,12,10.09,395.4,331.42,20.278,-16.18,Undercharged - review
2,9,2-H-009,1,charge,363535.127,6591676.264,199.994,183.923,16.071,ANFO,0.8,229,3.2,4.69,12,10.86,395.4,356.472,22.181,-9.85,Minor variance
2,10,2-H-010,1,charge,363527.151,6591677.107,199.993,183.949,16.044,ANFO,0.8,229,3.2,4.68,12,10.91,395.4,365.498,22.781,-7.56,Minor variance
2,11,2-H-011,1,charge,363519.243,6591678.302,199.971,183.591,16.38,ANFO,0.8,229,3.2,4.9,12,11.08,395.4,360.183,21.989,-8.91,Minor variance
2,12,2-H-012,1,charge,363511.509,6591679.293,199.996,184.002,15.994,ANFO,0.8,229,3.2,5.67,12,9.8,395.4,326.639,20.423,-17.39,Undercharged - review
2,13,2-H-013,1,charge,363503.27,6591680.528,199.871,183.753,16.118,ANFO,0.8,229,3.2,5.22,12,10.52,395.4,346.734,21.512,-12.31,Undercharged - review
2,14,2-H-014,1,charge,363495.279,6591681.563,199.898,184.097,15.801,ANFO,0.8,229,3.2,5.19,12,10.31,395.4,336.645,21.305,-14.86,Undercharged - review
2,15,2-H-015,1,charge,363547.803,6591681.126,199.938,183.627,16.311,ANFO,0.8,229,3.2,5.19,12,10.61,395.4,347.958,21.333,-12,Undercharged - review
2,16,2-H-016,1,charge,363539.691,6591682.243,200.014,183.775,16.239,ANFO,0.8,229,3.2,5.03,12,10.74,395.4,343.256,21.138,-13.19,Undercharged - review
2,17,2-H-017,1,charge,363532.162,6591683.347,200.024,183.9,16.124,ANFO,0.8,229,3.2,4.84,12,10.8,395.4,357.925,22.198,-9.48,Minor variance
2,18,2-H-018,1,charge,363524.233,6591684.986,200.131,183.775,16.356,ANFO,0.8,229,3.2,5.68,12,10.13,395.4,335.858,20.534,-15.06,Undercharged - review
2,19,2-H-019,1,charge,363516.296,6591685.801,200.012,183.771,16.241,ANFO,0.8,229,3.2,4.68,12,11.08,395.4,357.955,22.04,-9.47,Minor variance
2,20,2-H-020,1,charge,363508.321,6591686.854,199.936,183.826,16.11,ANFO,0.8,229,3.2,5.04,12,10.65,395.4,349.008,21.664,-11.73,Undercharged - review
2,21,2-H-021,1,charge,363500.207,6591688.009,200.012,183.71,16.302,ANFO,0.8,229,3.2,5.06,12,10.8,395.4,351.682,21.573,-11.06,Undercharged - review
2,22,2-H-022,1,charge,363545.04,6591689.104,200.009,183.962,16.047,ANFO,0.8,229,3.2,4.69,12,10.93,395.4,358.65,22.35,-9.29,Minor variance
2,23,2-H-023,1,charge,363536.905,6591689.93,199.955,183.94,16.015,ANFO,0.8,229,3.2,5.41,12,10.15,395.4,340.286,21.248,-13.94,Undercharged - review
2,24,2-H-024,1,charge,363529.271,6591690.755,200.008,183.822,16.186,ANFO,0.8,229,3.2,5.11,12,10.66,395.4,352.464,21.776,-10.86,Undercharged - review
2,25,2-H-025,1,charge,363521.081,6591692.279,200.101,183.845,16.256,ANFO,0.8,229,3.2,6.24,12,9.46,395.4,317.164,19.511,-19.79,Undercharged - review
2,26,2-H-026,1,charge,363513.524,6591693.303,199.965,183.76,16.205,ANFO,0.8,229,3.2,4.89,12,10.84,395.4,365.501,22.555,-7.56,Minor variance
2,27,2-H-027,1,charge,363505.533,6591694.511,199.914,184.011,15.903,ANFO,0.8,229,3.2,5.63,12,9.81,395.4,313.484,19.712,-20.72,Undercharged - review
2,28,2-H-028,1,charge,363497.677,6591695.262,200.124,183.607,16.517,ANFO,0.8,229,3.2,4.48,12,11.59,395.4,383.399,23.212,-3.04,As charged
