pattern_number,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
7,2,7-H-002,1,charge,363641.023,6591761.799,200.006,183.829,16.177,ANFO,0.8,229,3.2,4.49,12,11.69,395.4,385.195,23.811,-2.58,As charged
7,3,7-H-003,1,charge,363641.421,6591753.804,199.983,184.451,15.532,ANFO,0.8,229,3.2,4.37,12,11.16,395.4,367.79,23.68,-6.98,Minor variance
7,4,7-H-004,1,charge,363641.652,6591745.645,200.033,183.673,16.36,ANFO,0.8,229,3.2,5.18,12,11.18,395.4,368.311,22.513,-6.85,Minor variance
7,5,7-H-005,1,charge,363642.301,6591737.79,200.026,184.162,15.864,ANFO,0.8,229,3.2,4.96,12,10.9,395.4,359.21,22.643,-9.15,Minor variance
7,6,7-H-006,1,charge,363641.944,6591729.327,200.002,183.014,16.988,ANFO,0.8,229,3.2,4.93,12,12.05,395.4,397.161,23.379,0.45,As charged
7,7,7-H-007,1,charge,363642.42,6591721.685,200.018,184.227,15.791,ANFO,0.8,229,3.2,4.27,12,11.52,395.4,379.603,24.039,-4,As charged
7,8,7-H-008,1,charge,363643.112,6591713.474,199.925,184.177,15.748,ANFO,0.8,229,3.2,4.01,12,11.74,395.4,386.765,24.56,-2.18,As charged
7,9,7-H-009,1,charge,363643.118,6591705.551,199.985,183.912,16.073,ANFO,0.8,229,3.2,6.25,12,9.83,395.4,323.777,20.144,-18.11,Undercharged - review
7,10,7-H-010,1,charge,363643.19,6591697.543,200.006,183.562,16.444,ANFO,0.8,229,3.2,5.51,12,10.93,395.4,360.192,21.904,-8.9,Minor variance
7,11,7-H-011,1,charge,363633.898,6591765.559,199.939,183.535,16.404,ANFO,0.8,229,3.2,4.9,12,11.5,395.4,378.913,23.099,-4.17,As charged
7,12,7-H-012,1,charge,363634.035,6591756.958,200.017,183.253,16.764,ANFO,0.8,229,3.2,5.22,12,11.54,395.4,380.341,22.688,-3.81,As charged
7,13,7-H-013,1,charge,363634.718,6591749.014,200.031,184.134,15.897,ANFO,0.8,229,3.2,4.1,12,11.79,395.4,388.636,24.447,-1.71,As charged
7,14,7-H-014,1,charge,363634.812,6591741.499,200.017,184.21,15.807,ANFO,0.8,229,3.2,4.98,12,10.82,395.4,356.664,22.564,-9.8,Minor variance
7,15,7-H-015,1,charge,363635.078,6591733.413,199.916,183.912,16.004,ANFO,0.8,229,3.2,4.94,12,11.06,395.4,364.522,22.777,-7.81,Minor variance
7,16,7-H-016,1,charge,363635.652,6591725.074,200.004,183.797,16.207,ANFO,0.8,229,3.2,4.36,12,11.85,395.4,390.431,24.09,-1.26,As charged
7,17,7-H-017,1,charge,363635.768,6591717.46,200.007,181.627,18.38,ANFO,0.8,229,3.2,5.61,12,12.77,395.4,420.876,22.899,6.44,Minor variance
7,18,7-H-018,1,charge,363635.637,6591709.869,199.849,183.656,16.193,ANFO,0.8,229,3.2,4.19,12,12.0,395.4,395.378,24.417,-0.01,As charged
7,20,7-H-020,1,charge,363626.645,6591768.595,200.05,183.348,16.702,ANFO,0.8,229,3.2,5.0,12,11.71,395.4,385.726,23.095,-2.45,As charged
7,21,7-H-021,1,charge,363626.574,6591761.027,199.94,182.99,16.95,ANFO,0.8,229,3.2,4.64,12,12.31,395.4,405.458,23.921,2.54,As charged
7,22,7-H-022,1,charge,363627.404,6591753.013,199.933,183.987,15.946,ANFO,0.8,229,3.2,3.53,12,12.42,395.4,409.083,25.654,3.46,As charged
7,23,7-H-023,1,charge,363627.787,6591745.088,200.058,184.404,15.654,ANFO,0.8,229,3.2,5.39,12,10.26,395.4,338.148,21.601,-14.48,Undercharged - review
7,24,7-H-024,1,charge,363627.514,6591736.828,200.051,183.797,16.254,ANFO,0.8,229,3.2,5.2,12,11.06,395.4,364.323,22.414,-7.86,Minor variance
7,25,7-H-025,1,charge,363627.944,6591729.594,200.059,183.555,16.504,ANFO,0.8,229,3.2,4.24,12,12.26,395.4,404.055,24.482,2.19,As charged
7,26,7-H-026,1,charge,363628.593,6591720.723,200.097,183.769,16.328,ANFO,0.8,229,3.2,5.39,12,10.94,395.4,360.406,22.073,-8.85,Minor variance
7,27,7-H-027,1,charge,363628.701,6591713.344,199.903,186.438,13.465,ANFO,0.8,229,3.2,4.6,12,8.86,395.4,291.938,21.681,-26.17,Undercharged - review
7,28,7-H-028,1,charge,363629.492,6591704.827,200.007,183.581,16.426,ANFO,0.8,229,3.2,5.2,12,11.22,395.4,369.767,22.511,-6.48,Minor variance
7,29,7-H-029,1,charge,363629.001,6591697.104,200.011,184.353,15.658,ANFO,0.8,229,3.2,3.98,12,11.68,395.4,384.844,24.578,-2.67,As charged
7,30,7-H-030,1,charge,363619.376,6591764.533,199.897,183.568,16.329,ANFO,0.8,229,3.2,7.06,12,9.27,395.4,305.554,18.712,-22.72,Undercharged - review
7,31,7-H-031,1,charge,363620.291,6591756.855,200.021,183.406,16.615,ANFO,0.8,229,3.2,4.77,12,11.84,395.4,390.141,23.481,-1.33,As charged
7,32,7-H-032,1,charge,363620.358,6591748.972,199.996,183.626,16.37,ANFO,0.8,229,3.2,4.82,12,11.55,395.4,380.503,23.244,-3.77,As charged
7,33,7-H-033,1,charge,363620.554,6591740.942,199.959,183.595,16.364,ANFO,0.8,229,3.2,5.24,12,11.12,395.4,366.481,22.396,-7.31,Minor variance
7,34,7-H-034,1,charge,363621.211,6591732.677,199.984,183.639,16.345,ANFO,0.8,229,3.2,6.11,12,10.24,395.4,337.318,20.637,-14.69,Undercharged - review
7,35,7-H-035,1,charge,363621.769,6591724.832,199.916,183.11,16.806,ANFO,0.8,229,3.2,5.29,12,11.52,395.4,379.43,22.577,-4.04,As charged
7,36,7-H-036,1,charge,363621.654,6591716.802,200.003,184.077,15.926,ANFO,0.8,229,3.2,4.04,12,11.89,395.4,391.754,24.598,-0.92,As charged
7,37,7-H-037,1,charge,363621.865,6591709.244,200.015,183.319,16.696,ANFO,0.8,229,3.2,4.98,12,11.72,395.4,386.032,23.121,-2.37,As charged
7,38,7-H-038,1,charge,363622.002,6591700.71,199.969,184.596,15.373,ANFO,0.8,229,3.2,4.89,12,10.48,395.4,345.452,22.471,-12.63,Undercharged - review
7,39,7-H-039,1,charge,363613.136,6591768.293,200.062,184.509,15.553,ANFO,0.8,229,3.2,3.52,12,12.03,395.4,396.431,25.489,0.26,As charged
