pattern_number,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
12,1,12-H-001,1,charge,363461.297,6591845.484,200.048,183.48,16.568,ANFO,0.8,229,3.2,5.07,12,11.49,395.4,378.721,22.859,-4.22,As charged
12,2,12-H-002,1,charge,363461.439,6591853.242,199.998,183.93,16.068,ANFO,0.8,229,3.2,5.03,12,11.04,395.4,363.733,22.637,-8.01,Minor variance
12,3,12-H-003,1,charge,363461.355,6591861.356,199.925,183.586,16.339,ANFO,0.8,229,3.2,4.13,12,12.21,395.4,402.17,24.614,1.71,As charged
12,4,12-H-004,1,charge,363461.718,6591869.496,200.0,184.405,15.595,ANFO,0.8,229,3.2,4.3,12,11.29,395.4,372.008,23.854,-5.92,Minor variance
12,5,12-H-005,1,charge,363461.98,6591877.294,200.112,183.654,16.458,ANFO,0.8,229,3.2,5.09,12,11.37,395.4,374.49,22.754,-5.29,Minor variance
12,6,12-H-006,1,charge,363462.414,6591885.132,200.097,184.324,15.773,ANFO,0.8,229,3.2,5.1,12,10.67,395.4,351.584,22.29,-11.08,Undercharged - review
12,7,12-H-007,1,charge,363467.776,6591841.155,200.01,182.435,17.575,ANFO,0.8,229,3.2,4.4,12,13.18,395.4,434.224,24.707,9.82,Minor variance
12,8,12-H-008,1,charge,363468.126,6591848.82,200.094,184.278,15.816,ANFO,0.8,229,3.2,5.26,12,10.56,395.4,347.822,21.992,-12.03,Undercharged - review
12,9,12-H-009,1,charge,363467.86,6591857.22,200.009,183.977,16.032,ANFO,0.8,229,3.2,5.31,12,10.72,395.4,353.195,22.031,-10.67,Undercharged - review
12,10,12-H-010,1,charge,363469.014,6591864.757,199.965,181.944,18.021,ANFO,0.8,229,3.2,5.5,12,12.52,395.4,412.421,22.886,4.3,As charged
12,11,12-H-011,1,charge,363469.092,6591873.024,200.029,183.385,16.644,ANFO,0.8,229,3.2,4.17,12,12.47,395.4,410.977,24.692,3.94,As charged
12,12,12-H-012,1,charge,363469.776,6591880.597,200.003,184.484,15.519,ANFO,0.8,229,3.2,4.66,12,10.86,395.4,357.804,23.056,-9.51,Minor variance
