pattern_number,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
21,1,21-H-001,1,charge,363483.444,6591676.146,200.065,183.987,16.078,ANFO,0.8,229,3.2,4.08,12,12.0,395.4,395.407,24.593,0,As charged
21,2,21-H-002,1,charge,363476.244,6591679.064,200.078,183.815,16.263,ANFO,0.8,229,3.2,4.74,12,11.52,395.4,379.534,23.337,-4.01,As charged
21,3,21-H-003,1,charge,363468.415,6591681.633,200.016,183.473,16.543,ANFO,0.8,229,3.2,5.09,12,11.45,395.4,377.245,22.804,-4.59,As charged
21,4,21-H-004,1,charge,363461.299,6591684.248,199.993,184.247,15.746,ANFO,0.8,229,3.2,4.78,12,10.97,395.4,361.331,22.947,-8.62,Minor variance
21,5,21-H-005,1,charge,363454.043,6591686.591,199.93,184.351,15.579,ANFO,0.8,229,3.2,4.68,12,10.9,395.4,358.996,23.044,-9.21,Minor variance
21,6,21-H-006,1,charge,363446.106,6591689.005,200.101,183.685,16.416,ANFO,0.8,229,3.2,4.97,12,11.44,395.4,377.034,22.967,-4.64,As charged
21,7,21-H-007,1,charge,363438.584,6591691.26,199.962,184.132,15.83,ANFO,0.8,229,3.2,4.32,12,11.51,395.4,379.373,23.965,-4.05,As charged
21,8,21-H-008,1,charge,363430.717,6591694.235,199.983,183.367,16.616,ANFO,0.8,229,3.2,4.63,12,11.98,395.4,394.848,23.763,-0.14,As charged
21,9,21-H-009,1,charge,363423.279,6591696.753,199.911,184.795,15.116,ANFO,0.8,229,3.2,5.05,12,10.06,395.4,331.626,21.939,-16.13,Undercharged - review
21,10,21-H-010,1,charge,363416.611,6591699.506,199.964,183.732,16.232,ANFO,0.8,229,3.2,4.6,12,11.63,395.4,383.316,23.615,-3.06,As charged
21,11,21-H-011,1,charge,363408.258,6591702.488,200.031,183.507,16.524,ANFO,0.8,229,3.2,6.01,12,10.52,395.4,346.556,20.973,-12.35,Undercharged - review
21,12,21-H-012,1,charge,363482.655,6591684.101,199.978,183.76,16.218,ANFO,0.8,229,3.2,5.48,12,10.74,395.4,353.873,21.82,-10.5,Undercharged - review
21,13,21-H-013,1,charge,363474.67,6591686.903,200.101,183.297,16.804,ANFO,0.8,229,3.2,5.88,12,10.92,395.4,359.802,21.412,-9,Minor variance
21,14,21-H-014,1,charge,363467.044,6591689.141,199.752,184.439,15.313,ANFO,0.8,229,3.2,4.33,12,10.98,395.4,361.739,23.623,-8.51,Minor variance
21,15,21-H-015,1,charge,363459.284,6591692.071,200.01,183.265,16.745,ANFO,0.8,229,3.2,5.83,12,10.91,395.4,359.595,21.475,-9.06,Minor variance
21,16,21-H-016,1,charge,363451.89,6591694.4,199.991,183.446,16.545,ANFO,0.8,229,3.2,3.78,12,12.77,395.4,420.671,25.426,6.39,Minor variance
21,17,21-H-017,1,charge,363444.316,6591696.759,199.987,184.849,15.138,ANFO,0.8,229,3.2,3.86,12,11.28,395.4,371.608,24.548,-6.02,Minor variance
21,18,21-H-018,1,charge,363437.153,6591699.442,199.929,183.541,16.388,ANFO,0.8,229,3.2,4.36,12,12.03,395.4,396.225,24.178,0.21,As charged
