pattern_number,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
25,1,25-H-001,1,charge,363597.743,6591909.214,199.97,183.327,16.643,ANFO,0.8,229,3.2,5.1,12,11.54,395.4,380.364,22.854,-3.8,As charged
25,2,25-H-002,1,charge,363605.917,6591910.773,199.865,184.526,15.339,ANFO,0.8,229,3.2,4.96,12,10.38,395.4,342.01,22.297,-13.5,Undercharged - review
25,3,25-H-003,1,charge,363613.159,6591912.522,199.939,184.034,15.905,ANFO,0.8,229,3.2,5.16,12,10.75,395.4,354.193,22.269,-10.42,Undercharged - review
25,4,25-H-004,1,charge,363621.64,6591913.305,200.04,183.297,16.743,ANFO,0.8,229,3.2,6.11,12,10.63,395.4,350.415,20.929,-11.38,Undercharged - review
25,5,25-H-005,1,charge,363629.484,6591914.418,199.965,184.307,15.658,ANFO,0.8,229,3.2,4.99,12,10.66,395.4,351.381,22.441,-11.13,Undercharged - review
25,6,25-H-006,1,charge,363637.429,6591916.701,199.994,183.843,16.151,ANFO,0.8,229,3.2,6.05,12,10.1,395.4,332.847,20.608,-15.82,Undercharged - review
25,7,25-H-007,1,charge,363645.955,6591917.414,199.926,183.497,16.429,ANFO,0.8,229,3.2,3.78,12,12.65,395.4,416.864,25.374,5.43,Minor variance
25,8,25-H-008,1,charge,363653.491,6591918.359,199.969,184.454,15.515,ANFO,0.8,229,3.2,4.82,12,10.69,395.4,352.317,22.708,-10.9,Undercharged - review
25,9,25-H-009,1,charge,363661.144,6591919.687,199.952,183.123,16.829,ANFO,0.8,229,3.2,4.48,12,12.35,395.4,406.959,24.182,2.92,As charged
25,10,25-H-010,1,charge,363668.655,6591921.822,199.895,184.32,15.575,ANFO,0.8,229,3.2,4.47,12,11.1,395.4,365.821,23.488,-7.48,Minor variance
25,11,25-H-011,1,charge,363676.879,6591922.641,199.987,183.301,16.686,ANFO,0.8,229,3.2,5.02,12,11.67,395.4,384.454,23.041,-2.77,As charged
25,12,25-H-012,1,charge,363684.566,6591923.271,200.116,185.146,14.97,ANFO,0.8,229,3.2,4.0,12,10.97,395.4,361.463,24.146,-8.58,Minor variance
25,13,25-H-013,1,charge,363692.976,6591924.397,200.027,183.936,16.091,ANFO,0.8,229,3.2,5.61,12,10.48,395.4,345.313,21.46,-12.67,Undercharged - review
25,14,25-H-014,1,charge,363700.64,6591926.032,199.921,183.971,15.95,ANFO,0.8,229,3.2,4.71,12,11.24,395.4,370.325,23.218,-6.34,Minor variance
25,15,25-H-015,1,charge,363634.334,6591908.368,200.082,183.185,16.897,ANFO,0.8,229,3.2,5.26,12,11.63,395.4,383.363,22.688,-3.04,As charged
25,16,25-H-016,1,charge,363642.389,6591909.907,200.011,183.814,16.197,ANFO,0.8,229,3.2,4.53,12,11.66,395.4,384.323,23.728,-2.8,As charged
25,17,25-H-017,1,charge,363650.575,6591910.949,199.95,183.121,16.829,ANFO,0.8,229,3.2,5.36,12,11.47,395.4,378.007,22.462,-4.4,As charged
25,18,25-H-018,1,charge,363658.285,6591912.132,199.948,183.175,16.773,ANFO,0.8,229,3.2,5.16,12,11.61,395.4,382.495,22.804,-3.26,As charged
25,19,25-H-019,1,charge,363666.014,6591913.023,199.959,184.891,15.068,ANFO,0.8,229,3.2,4.68,12,10.38,395.4,342.155,22.707,-13.47,Undercharged - review
25,20,25-H-020,1,charge,363674.185,6591914.638,199.998,185.771,14.227,ANFO,0.8,229,3.2,4.21,12,10.01,395.4,329.952,23.192,-16.55,Undercharged - review
25,21,25-H-021,1,charge,363681.755,6591915.832,200.055,183.859,16.196,ANFO,0.8,229,3.2,4.94,12,11.25,395.4,370.738,22.891,-6.24,Minor variance
25,22,25-H-022,1,charge,363690.058,6591917.405,200.024,184.018,16.006,ANFO,0.8,229,3.2,5.14,12,10.87,395.4,358.039,22.369,-9.45,Minor variance
25,23,25-H-023,1,charge,363697.759,6591918.14,200.054,183.733,16.321,ANFO,0.8,229,3.2,5.36,12,10.96,395.4,361.07,22.123,-8.68,Minor variance
25,24,25-H-024,1,charge,363663.219,6591905.832,199.965,184.554,15.411,ANFO,0.8,229,3.2,4.77,12,10.64,395.4,350.528,22.745,-11.35,Undercharged - review
25,25,25-H-025,1,charge,363671.45,6591906.991,200.073,183.307,16.766,ANFO,0.8,229,3.2,4.91,12,11.86,395.4,390.717,23.304,-1.18,As charged
25,26,25-H-026,1,charge,363678.96,6591908.137,199.997,183.765,16.232,ANFO,0.8,229,3.2,5.2,12,11.03,395.4,363.509,22.395,-8.07,Minor variance
25,28,25-H-028,1,charge,363695.059,6591911.2,199.977,183.463,16.514,ANFO,0.8,229,3.2,6.55,12,9.96,395.4,328.262,19.878,-16.98,Undercharged - review
25,29,25-H-029,1,charge,363684.147,6591902.111,200.163,183.875,16.288,ANFO,0.8,229,3.2,6.42,12,9.86,395.4,325.001,19.953,-17.8,Undercharged - review
25,30,25-H-030,1,charge,363690.848,6591902.88,199.948,183.361,16.587,ANFO,0.8,229,3.2,4.7,12,11.89,395.4,391.785,23.62,-0.91,As charged
25,31,25-H-ADD-001,1,charge,363645.047,6591928.936,200.005,184.192,15.813,ANFO,0.8,165.0,,3.61,,12.21,,208.823,13.206,,No matching design
