pattern_number,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
24,1,24-H-001,1,charge,363461.898,6591891.496,199.971,183.505,16.466,ANFO,0.8,229,3.2,5.43,12,11.03,395.4,363.475,22.074,-8.07,Minor variance
24,2,24-H-002,1,charge,363459.473,6591898.943,199.94,183.343,16.597,ANFO,0.8,229,3.2,4.45,12,12.15,395.4,400.399,24.125,1.26,As charged
24,3,24-H-003,1,charge,363456.665,6591906.382,199.904,183.178,16.726,ANFO,0.8,229,3.2,4.41,12,12.32,395.4,405.83,24.263,2.64,As charged
24,4,24-H-004,1,charge,363453.849,6591913.497,199.995,184.876,15.119,ANFO,0.8,229,3.2,5.26,12,9.86,395.4,324.764,21.481,-17.86,Undercharged - review
24,5,24-H-005,1,charge,363467.073,6591896.965,200.075,184.431,15.644,ANFO,0.8,229,3.2,4.85,12,10.79,395.4,355.539,22.727,-10.08,Undercharged - review
24,6,24-H-006,1,charge,363464.256,6591905.025,199.883,183.465,16.418,ANFO,0.8,229,3.2,5.06,12,11.36,395.4,374.221,22.793,-5.36,Minor variance
24,7,24-H-007,1,charge,363462.058,6591912.206,200.014,184.392,15.622,ANFO,0.8,229,3.2,5.03,12,10.6,395.4,349.123,22.348,-11.7,Undercharged - review
24,8,24-H-008,1,charge,363475.327,6591895.481,199.985,183.253,16.732,ANFO,0.8,229,3.2,4.71,12,12.02,395.4,396.06,23.671,0.17,As charged
24,9,24-H-009,1,charge,363472.983,6591903.086,199.969,184.107,15.862,ANFO,0.8,229,3.2,5.52,12,10.34,395.4,340.676,21.477,-13.84,Undercharged - review
24,10,24-H-010,1,charge,363469.999,6591910.97,199.94,184.061,15.879,ANFO,0.8,229,3.2,3.9,12,11.98,395.4,394.641,24.853,-0.19,As charged
24,11,24-H-011,1,charge,363467.361,6591918.582,199.981,183.558,16.423,ANFO,0.8,229,3.2,4.68,12,11.74,395.4,386.943,23.561,-2.14,As charged
24,12,24-H-012,1,charge,363480.513,6591901.93,199.99,183.411,16.579,ANFO,0.8,229,3.2,4.74,12,11.84,395.4,390.028,23.525,-1.36,As charged
24,13,24-H-013,1,charge,363478.159,6591909.455,200.016,184.027,15.989,ANFO,0.8,229,3.2,6.16,12,9.83,395.4,323.857,20.255,-18.09,Undercharged - review
24,14,24-H-014,1,charge,363474.387,6591916.861,200.106,184.069,16.037,ANFO,0.8,229,3.2,5.1,12,10.94,395.4,360.349,22.47,-8.86,Minor variance
