Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
2587,2025-08-06T11:00:00Z,2025-08-06T19:00:00+08:00,1,22-H-001,363373.937,6591729.09,363377.916,6591730.521,4.23,19.8,185,12.6,12.2,36.2,35.5,72.7,73.9,125.7,127.9,25.7,19.0,7.7,8.4,27.8,30.6,46.5,50.4,46.8,1.215,1.962,35.5,127.9,1704,-19.9995115,118.0004653,200,False,True
2588,2025-08-06T11:03:00Z,2025-08-06T19:03:00+08:00,1,22-H-001,363373.937,6591729.09,363376.962,6591730.674,3.41,27.6,185,8.8,8.5,28.8,29.2,67.8,62.7,120.5,108.0,17.9,17.7,8.2,8.6,33.8,28.9,48.3,53.4,43.7,1.22,1.976,29.2,108.0,1494,-19.9995101,118.0004562,200,False,True
2589,2025-08-06T11:05:00Z,2025-08-06T19:05:00+08:00,2,22-H-002,363367.263,6591733.492,363370.182,6591734.53,3.1,19.6,185,12.8,12.9,34.1,33.9,69.6,69.9,120.7,121.7,26.2,21.3,8.2,6.9,28.6,25.4,45.2,53.2,44.3,1.26,1.857,33.9,121.7,2007,-19.9994755,118.0003914,200,False,True
2590,2025-08-06T11:07:00Z,2025-08-06T19:07:00+08:00,2,22-H-002,363367.263,6591733.492,363369.84,6591732.061,2.95,331.0,185,9.3,9.0,26.9,27.8,64.9,63.9,123.4,125.3,19.3,19.5,10.8,9.0,31.5,30.0,49.3,50.5,41.2,1.246,1.98,27.8,125.3,1898,-19.9994976,118.0003881,200,False,True
2591,2025-08-06T11:08:00Z,2025-08-06T19:08:00+08:00,2,22-H-002,363367.263,6591733.492,363362.418,6591734.51,4.95,168.1,185,11.8,11.3,31.4,31.7,69.6,68.4,117.4,112.3,19.2,20.0,12.3,9.5,29.9,28.7,50.8,51.3,44.3,1.331,1.95,31.7,112.3,1749,-19.9994756,118.0003172,200,False,True
2592,2025-08-06T11:13:00Z,2025-08-06T19:13:00+08:00,3,22-H-003,363361.044,6591737.226,363357.675,6591740.627,4.79,134.7,185,11.8,12.2,32.7,32.4,69.1,77.9,116.6,124.2,22.2,28.2,9.7,9.3,29.7,31.1,48.2,40.7,44.7,1.148,1.879,32.4,124.2,1708,-19.9994207,118.0002718,200,False,True
2593,2025-08-06T11:13:00Z,2025-08-06T19:13:00+08:00,3,22-H-003,363361.044,6591737.226,363363.137,6591738.81,2.62,37.1,185,10.6,11.2,34.4,34.7,68.7,68.9,138.0,136.6,21.2,18.9,10.5,9.0,30.7,27.3,48.1,53.8,44.5,1.271,1.774,34.7,136.6,1863,-19.999437,118.0003241,200,False,True
2594,2025-08-06T11:16:00Z,2025-08-06T19:16:00+08:00,4,22-H-004,363353.996,6591741.9,363356.317,6591742.341,2.36,10.8,185,10.4,9.7,28.3,28.6,67.6,71.6,134.7,134.1,21.5,22.2,9.7,10.0,33.5,29.2,45.0,48.7,43.6,1.253,1.944,28.6,134.1,1773,-19.9994053,118.0002589,200,False,True
2595,2025-08-06T11:19:00Z,2025-08-06T19:19:00+08:00,4,22-H-004,363353.996,6591741.9,363347.978,6591739.438,6.5,202.3,185,10.8,10.4,28.2,27.6,68.6,71.0,117.3,133.8,21.8,27.8,9.7,9.9,31.5,32.6,46.8,39.6,44.2,1.115,1.774,27.6,133.8,1733,-19.9994314,118.0001791,200,False,True
2596,2025-08-06T11:17:00Z,2025-08-06T19:17:00+08:00,5,22-H-005,363374.297,6591736.862,363373.592,6591735.778,1.29,237.0,185,11.0,11.1,32.0,32.8,68.1,64.9,128.9,137.3,20.9,21.2,7.6,6.6,28.8,30.1,50.2,48.7,43.9,1.279,1.897,32.8,137.3,1739,-19.9994643,118.000424,200,False,True
2597,2025-08-06T11:34:00Z,2025-08-06T19:34:00+08:00,5,22-H-005,363374.297,6591736.862,363373.419,6591744.67,7.86,96.4,185,11.7,11.7,33.8,31.1,78.4,82.2,144.4,154.8,23.2,31.2,7.0,10.2,29.8,35.3,47.0,33.5,50.6,1.117,2.026,31.1,154.8,1718,-19.9993844,118.0004224,200,False,True
2598,2025-08-06T11:26:00Z,2025-08-06T19:26:00+08:00,6,22-H-006,363367.461,6591741.457,363365.332,6591748.472,7.33,106.9,185,11.6,11.3,33.2,32.4,74.9,74.9,139.7,162.5,29.8,22.4,9.7,7.5,29.7,29.8,40.5,47.8,48.2,1.311,2.014,32.4,162.5,1920,-19.9993502,118.000345,200,False,True
2599,2025-08-06T11:29:00Z,2025-08-06T19:29:00+08:00,6,22-H-006,363367.461,6591741.457,363374.614,6591739.914,7.32,347.8,185,11.4,10.8,32.1,30.6,71.6,69.8,125.2,124.5,20.7,23.9,8.8,9.3,27.9,29.9,51.4,46.2,46.0,1.211,1.91,30.6,124.5,1802,-19.9994271,118.0004338,200,False,True
2600,2025-08-06T11:38:00Z,2025-08-06T19:38:00+08:00,7,22-H-007,363360.934,6591745.727,363367.849,6591745.13,6.94,355.1,185,10.9,11.3,32.1,33.3,69.9,70.3,121.6,126.2,22.7,22.6,9.0,8.2,27.1,32.7,50.2,44.7,45.1,1.232,1.849,33.3,126.2,1804,-19.9993802,118.0003691,200,False,True
2601,2025-08-06T11:26:00Z,2025-08-06T19:26:00+08:00,7,22-H-007,363360.934,6591745.727,363352.688,6591749.071,8.9,157.9,185,9.6,9.3,29.8,29.4,65.5,65.8,116.0,117.8,20.6,19.4,7.4,9.4,28.2,32.0,51.2,48.6,42.3,1.102,1.834,29.4,117.8,1636,-19.9993448,118.0002242,200,False,True
