Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
1786,2025-07-25T11:00:00Z,2025-07-25T19:00:00+08:00,1,16-H-001,363389.922,6591754.318,363395.578,6591751.747,6.21,335.6,185,10.7,10.9,31.4,29.6,65.7,63.5,104.2,98.9,22.5,18.5,10.2,9.7,29.5,28.2,48.1,53.3,42.3,1.292,1.891,29.6,98.9,1784,-19.9993208,118.0006342,200,False,True
1787,2025-07-25T11:02:00Z,2025-07-25T19:02:00+08:00,1,16-H-001,363389.922,6591754.318,363388.597,6591759.209,5.07,105.2,185,12.6,13.3,36.2,37.8,71.9,72.0,130.8,134.0,23.7,22.5,7.6,5.3,28.5,20.3,47.8,57.3,46.3,1.265,1.833,37.8,134.0,1797,-19.9992538,118.0005674,200,False,True
1788,2025-07-25T11:06:00Z,2025-07-25T19:06:00+08:00,2,16-H-002,363385.143,6591759.863,363381.611,6591764.211,5.6,129.1,185,10.8,10.4,32.9,32.6,63.7,68.6,105.2,103.2,19.1,24.3,9.9,8.2,31.0,33.4,50.0,42.3,40.8,1.057,1.945,32.6,103.2,1667,-19.9992088,118.0005007,200,False,True
1789,2025-07-25T11:08:00Z,2025-07-25T19:08:00+08:00,2,16-H-002,363385.143,6591759.863,363382.579,6591753.954,6.44,246.5,185,13.6,14.6,36.0,35.8,69.6,68.3,142.4,162.4,21.1,20.5,8.4,9.7,25.1,30.7,53.8,48.8,44.6,1.21,1.966,35.8,162.4,1808,-19.999301,118.0005099,200,False,True
1790,2025-07-25T11:08:00Z,2025-07-25T19:08:00+08:00,3,16-H-003,363379.606,6591766.411,363377.588,6591765.177,2.37,211.4,185,11.6,10.9,31.2,31.1,67.3,68.5,120.0,114.0,18.7,17.3,7.5,11.4,27.9,30.3,53.4,52.4,43.6,1.203,1.833,31.1,114.0,1840,-19.9992002,118.0004622,200,False,True
1791,2025-07-25T11:11:00Z,2025-07-25T19:11:00+08:00,3,16-H-003,363379.606,6591766.411,363381.21,6591762.861,3.9,294.3,185,8.4,8.3,26.7,28.0,59.2,59.8,102.9,96.6,15.2,19.6,8.8,9.9,32.0,31.2,52.8,49.2,38.4,1.13,1.884,28.0,96.6,1754,-19.999221,118.0004968,200,False,True
1792,2025-07-25T11:19:00Z,2025-07-25T19:19:00+08:00,4,16-H-004,363373.78,6591771.74,363376.179,6591770.872,2.55,340.1,185,11.3,11.3,30.6,29.9,66.9,63.3,138.5,134.7,18.3,20.9,6.5,6.8,30.2,29.7,51.5,49.4,43.1,1.193,1.937,29.9,134.7,1693,-19.999149,118.0004487,200,False,True
1793,2025-07-25T11:23:00Z,2025-07-25T19:23:00+08:00,4,16-H-004,363373.78,6591771.74,363365.692,6591771.823,8.09,179.4,185,9.9,10.4,27.9,26.4,63.2,63.7,104.8,106.3,16.0,20.4,7.2,10.0,30.7,28.8,53.3,50.8,40.7,1.266,2.032,26.4,106.3,1736,-19.9991405,118.0003485,200,False,True
1794,2025-07-25T11:15:00Z,2025-07-25T19:15:00+08:00,5,16-H-005,363368.706,6591777.408,363368.698,6591777.378,0.03,254.4,185,9.5,9.0,28.1,28.8,63.6,67.3,127.6,135.3,19.0,21.5,8.6,10.0,33.4,30.1,47.6,48.4,41.0,1.215,2.033,28.8,135.3,1704,-19.9990906,118.0003772,200,False,True
1795,2025-07-25T11:16:00Z,2025-07-25T19:16:00+08:00,5,16-H-005,363368.706,6591777.408,363369.04,6591773.49,3.93,274.9,185,9.6,8.9,29.2,29.7,63.7,60.3,99.5,104.8,21.1,16.0,11.0,9.9,32.3,34.4,46.6,49.6,41.1,1.195,1.992,29.7,104.8,1770,-19.9991255,118.0003805,200,False,True
