Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
1,2025-07-01T11:00:00Z,2025-07-01T19:00:00+08:00,1,4-H-001,363594.338,6591695.687,363591.047,6591693.6,3.9,212.4,185,11.6,12.4,31.7,28.3,64.1,65.3,127.7,124.5,18.8,22.7,8.2,8.6,30.3,29.6,51.0,47.7,41.3,1.17,2.057,28.3,124.5,1844,-19.9998431,118.0025028,200,False,True
2,2025-07-01T11:02:00Z,2025-07-01T19:02:00+08:00,1,4-H-001,363594.338,6591695.687,363596.041,6591694.544,2.05,326.1,185,11.4,11.6,31.8,33.2,62.1,61.4,107.1,104.0,15.7,15.8,9.2,5.6,33.4,27.2,50.9,57.1,40.1,1.197,1.961,33.2,104.0,1704,-19.9998347,118.0025505,200,False,True
3,2025-07-01T11:03:00Z,2025-07-01T19:03:00+08:00,2,4-H-002,363586.402,6591696.795,363582.741,6591695.685,3.83,196.9,185,12.5,12.3,33.2,34.4,77.3,75.6,137.1,123.2,28.9,23.4,8.6,8.8,29.2,25.5,41.9,51.1,50.2,1.132,2.023,34.4,123.2,1792,-19.9998244,118.0024234,200,False,True
4,2025-07-01T11:10:00Z,2025-07-01T19:10:00+08:00,2,4-H-002,363586.402,6591696.795,363581.114,6591697.957,5.41,167.6,185,11.9,11.9,35.1,37.4,70.5,68.3,129.9,135.3,22.6,24.3,10.2,6.8,26.0,28.0,51.4,47.7,45.8,1.103,2.005,37.4,135.3,1796,-19.999804,118.0024078,200,False,True
5,2025-07-01T11:10:00Z,2025-07-01T19:10:00+08:00,3,4-H-003,363578.85,6591698.215,363575.731,6591693.478,5.67,236.6,185,9.0,9.5,29.6,29.9,66.9,64.1,112.7,111.0,22.7,20.5,9.4,10.5,31.4,30.8,45.9,48.7,43.1,1.204,2.095,29.9,111.0,1806,-19.9998442,118.0023564,200,False,True
6,2025-07-01T11:13:00Z,2025-07-01T19:13:00+08:00,3,4-H-003,363578.85,6591698.215,363575.863,6591692.235,6.68,243.5,185,10.2,9.8,31.1,30.3,66.2,67.2,122.9,121.0,18.0,20.9,9.1,6.0,33.3,33.7,48.7,45.4,42.6,1.14,1.945,30.3,121.0,1774,-19.9998554,118.0023576,200,False,True
7,2025-07-01T11:12:00Z,2025-07-01T19:12:00+08:00,4,4-H-004,363570.957,6591699.127,363567.837,6591695.661,4.66,228.0,185,11.2,10.6,30.7,28.1,71.3,78.5,126.2,119.8,21.5,27.7,7.8,8.0,27.4,35.0,51.1,37.3,45.8,0.998,1.828,28.1,119.8,1711,-19.9998246,118.0022809,200,False,True
8,2025-07-01T11:15:00Z,2025-07-01T19:15:00+08:00,4,4-H-004,363570.957,6591699.127,363570.925,6591697.687,1.44,268.7,185,12.2,12.6,36.2,33.8,73.9,68.0,103.6,97.4,25.5,20.6,9.5,5.9,26.4,28.5,48.1,50.8,47.4,1.164,2.003,33.8,97.4,1730,-19.9998064,118.0023104,200,False,True
9,2025-07-01T11:18:00Z,2025-07-01T19:18:00+08:00,5,4-H-005,363562.71,6591700.204,363557.285,6591697.052,6.27,210.2,185,10.8,10.0,30.7,32.5,68.4,66.6,122.2,124.4,21.9,20.9,9.4,9.9,31.4,28.2,46.7,50.9,44.1,1.112,1.913,32.5,124.4,1779,-19.9998121,118.00218,200,False,True
10,2025-07-01T11:27:00Z,2025-07-01T19:27:00+08:00,5,4-H-005,363562.71,6591700.204,363567.453,6591699.103,4.87,346.9,185,8.8,9.9,24.9,26.8,61.2,63.4,95.6,97.2,16.6,17.4,12.3,10.1,29.6,33.0,53.8,49.5,39.4,1.142,1.935,26.8,97.2,1741,-19.9997937,118.0022772,200,False,True
11,2025-07-01T11:16:00Z,2025-07-01T19:16:00+08:00,5,4-H-005,363562.71,6591700.204,363566.157,6591701.636,3.73,22.6,185,11.1,11.1,30.2,28.8,65.9,70.7,134.6,130.4,20.8,23.7,6.3,9.7,29.7,28.3,49.5,48.0,42.4,1.158,1.928,28.8,130.4,1766,-19.999771,118.0022649,200,False,True
12,2025-07-01T11:31:00Z,2025-07-01T19:31:00+08:00,6,4-H-006,363590.996,6591703.229,363585.073,6591699.957,6.77,208.9,185,12.9,13.9,36.6,35.1,78.4,71.9,134.7,132.6,30.2,21.0,5.1,8.3,30.4,31.9,39.4,47.2,50.9,1.162,1.963,35.1,132.6,1756,-19.999786,118.0024457,200,False,True
