Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
1616,2025-07-23T08:00:00Z,2025-07-23T16:00:00+08:00,1,15-H-001,363695.67,6591869.481,363698.876,6591865.921,4.79,312.0,185,13.6,13.2,39.3,39.1,81.0,79.3,126.3,130.7,29.4,28.2,6.0,7.6,26.7,27.0,43.9,44.8,54.3,1.168,1.93,39.1,130.7,1737,-19.9982952,118.0035336,200,True,True
1617,2025-07-23T08:02:00Z,2025-07-23T16:02:00+08:00,1,15-H-001,363695.67,6591869.481,363701.242,6591873.865,7.09,38.2,185,14.2,15.5,41.4,40.7,85.8,82.2,156.7,158.3,35.2,32.6,5.0,6.8,27.6,25.0,37.1,42.4,57.5,1.113,1.826,40.7,158.3,1503,-19.9982238,118.0035562,200,True,True
1618,2025-07-23T08:07:00Z,2025-07-23T16:07:00+08:00,1,15-H-001,363695.67,6591869.481,363700.256,6591866.852,5.29,330.2,185,8.8,8.3,26.0,26.1,67.5,66.7,123.3,127.3,18.7,20.8,9.1,10.5,31.9,32.4,49.4,46.8,45.2,1.081,1.836,26.1,127.3,1698,-19.9982868,118.0035468,200,True,True
1619,2025-07-23T08:09:00Z,2025-07-23T16:09:00+08:00,2,15-H-002,363695.006,6591862.493,363692.232,6591867.845,6.03,117.4,185,12.0,12.7,33.2,31.5,74.9,74.8,125.7,119.8,26.3,27.8,5.7,8.5,27.8,31.6,45.9,40.6,50.8,1.039,1.945,31.5,119.8,1376,-19.9982779,118.00347,200,True,True
1620,2025-07-23T08:08:00Z,2025-07-23T16:08:00+08:00,2,15-H-002,363695.006,6591862.493,363699.479,6591864.301,4.83,22.0,185,11.8,11.4,36.0,38.3,80.1,79.0,135.3,130.3,28.3,28.1,6.3,7.6,27.3,23.5,44.4,48.4,54.3,1.183,1.829,38.3,130.3,1727,-19.9983097,118.0035393,200,True,True
1621,2025-07-23T08:12:00Z,2025-07-23T16:12:00+08:00,2,15-H-002,363695.006,6591862.493,363703.312,6591867.387,9.64,30.5,185,11.1,11.1,33.7,34.1,72.5,72.4,132.7,135.7,21.7,26.8,8.1,5.5,30.7,26.7,47.6,46.5,49.2,0.967,1.734,34.1,135.7,1522,-19.998282,118.003576,200,True,True
1622,2025-07-23T08:18:00Z,2025-07-23T16:18:00+08:00,3,15-H-003,363695.821,6591853.406,363689.376,6591854.816,6.6,167.7,185,10.9,11.2,35.2,37.8,81.5,78.7,156.4,151.4,29.6,31.8,6.2,6.2,30.4,29.0,40.0,39.2,55.6,1.181,2.019,37.8,151.4,1518,-19.9983949,118.0034427,200,True,True
1623,2025-07-23T08:18:00Z,2025-07-23T16:18:00+08:00,3,15-H-003,363695.821,6591853.406,363693.684,6591854.21,2.28,159.4,185,10.6,10.8,30.4,29.0,80.2,78.1,131.8,121.9,28.5,25.7,10.0,9.2,28.3,32.9,43.2,41.4,54.7,1.141,1.812,29.0,121.9,1440,-19.9984004,118.0034839,200,True,True
1624,2025-07-23T08:18:00Z,2025-07-23T16:18:00+08:00,4,15-H-004,363695.871,6591845.531,363697.499,6591844.839,1.77,337.0,185,11.2,11.7,33.1,31.9,69.2,70.3,136.0,140.7,20.1,23.9,9.3,10.2,28.7,31.7,51.2,44.3,46.5,1.071,1.994,31.9,140.7,1601,-19.9984846,118.0035204,200,True,True
1625,2025-07-23T08:28:00Z,2025-07-23T16:28:00+08:00,4,15-H-004,363695.871,6591845.531,363700.536,6591848.888,5.75,35.7,185,11.7,11.5,32.5,33.5,70.8,70.1,118.3,116.8,20.0,25.0,9.1,6.8,30.6,26.2,49.4,48.8,47.6,1.205,1.929,33.5,116.8,1473,-19.9984482,118.0035494,200,True,True
