Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
119,2025-07-03T14:00:00Z,2025-07-03T22:00:00+08:00,1,5-H-001,363490.591,6591705.432,363496.394,6591707.077,6.03,15.8,185,12.6,12.8,35.3,35.4,75.7,74.9,139.0,128.1,23.5,24.7,7.2,6.1,30.7,33.5,45.8,41.9,49.2,1.159,1.987,35.4,128.1,1776,-19.9997221,118.0015979,200,False,True
120,2025-07-03T14:02:00Z,2025-07-03T22:02:00+08:00,1,5-H-001,363490.591,6591705.432,363496.126,6591703.561,5.84,341.3,185,11.0,10.0,32.0,33.9,69.9,74.9,132.8,138.0,21.9,25.0,10.1,9.3,30.9,28.3,47.2,46.7,45.5,1.273,2.042,33.9,138.0,1765,-19.9997537,118.0015954,200,False,True
121,2025-07-03T14:04:00Z,2025-07-03T22:04:00+08:00,2,5-H-002,363482.979,6591708.121,363481.087,6591706.861,2.27,213.7,185,9.4,9.7,28.3,28.8,69.5,68.4,119.8,121.3,21.0,22.9,10.1,5.2,31.2,30.0,47.8,47.2,44.8,1.05,1.976,28.8,121.3,1828,-19.999724,118.0014516,200,False,True
122,2025-07-03T14:06:00Z,2025-07-03T22:06:00+08:00,2,5-H-002,363482.979,6591708.121,363478.413,6591710.793,5.29,149.7,185,11.5,11.9,35.4,35.3,78.8,78.4,153.0,149.9,26.0,30.2,8.2,7.5,28.3,29.3,45.8,40.5,50.8,1.161,1.996,35.3,149.9,1811,-19.9996887,118.0014261,200,False,True
123,2025-07-03T14:06:00Z,2025-07-03T22:06:00+08:00,3,5-H-003,363475.158,6591710.932,363478.124,6591707.785,4.32,313.3,185,10.9,10.6,29.8,29.2,64.3,69.9,114.7,124.8,21.4,19.7,7.4,6.3,31.9,29.9,46.7,50.3,41.7,1.213,2.071,29.2,124.8,1572,-19.9997157,118.0014233,200,False,True
124,2025-07-03T14:17:00Z,2025-07-03T22:17:00+08:00,3,5-H-003,363475.158,6591710.932,363472.274,6591711.541,2.95,168.1,185,11.6,11.3,30.5,31.6,71.1,74.3,146.3,151.1,23.6,26.7,7.5,7.8,31.3,27.9,45.1,45.4,46.2,1.099,1.913,31.6,151.1,1812,-19.999682,118.0013674,200,False,True
125,2025-07-03T14:15:00Z,2025-07-03T22:15:00+08:00,3,5-H-003,363475.158,6591710.932,363471.797,6591713.014,3.95,148.2,185,12.9,12.6,38.3,39.0,77.7,79.5,141.8,140.6,29.5,26.0,11.2,5.5,27.8,27.4,42.7,46.6,50.4,1.259,1.941,39.0,140.6,1697,-19.9996687,118.0013628,200,False,True
126,2025-07-03T14:15:00Z,2025-07-03T22:15:00+08:00,4,5-H-004,363467.037,6591713.335,363463.774,6591711.34,3.82,211.4,185,11.6,11.6,33.3,32.3,74.3,77.9,137.0,154.8,27.1,28.1,7.7,5.9,28.7,29.0,44.2,42.9,48.4,1.253,1.89,32.3,154.8,1678,-19.9996838,118.0012861,200,False,True
127,2025-07-03T14:15:00Z,2025-07-03T22:15:00+08:00,4,5-H-004,363467.037,6591713.335,363468.847,6591706.426,7.14,284.7,185,10.0,11.0,26.7,26.1,61.8,62.2,99.6,104.0,19.3,19.9,7.9,12.2,31.1,31.3,49.6,48.8,40.2,1.217,2.0,26.1,104.0,1600,-19.9997279,118.0013346,200,False,True
128,2025-07-03T14:25:00Z,2025-07-03T22:25:00+08:00,5,5-H-005,363459.5,6591716.062,363461.245,6591721.133,5.36,71.0,185,10.9,10.8,30.2,28.7,67.2,68.0,109.8,112.0,20.0,20.0,8.0,11.4,26.6,30.1,53.4,49.9,43.7,1.205,1.98,28.7,112.0,1810,-19.9995958,118.0012619,200,False,True
129,2025-07-03T14:30:00Z,2025-07-03T22:30:00+08:00,5,5-H-005,363459.5,6591716.062,363452.684,6591717.172,6.91,170.7,185,11.7,10.8,33.8,32.1,73.8,74.4,133.2,136.5,23.3,26.1,7.9,8.8,30.4,27.7,46.3,46.2,48.0,1.21,1.925,32.1,136.5,1676,-19.9996314,118.0011801,200,False,True
130,2025-07-03T14:34:00Z,2025-07-03T22:34:00+08:00,6,5-H-006,363451.947,6591718.16,363454.533,6591722.945,5.44,61.6,185,12.7,12.9,37.8,40.6,82.8,85.9,142.2,157.6,30.5,33.5,6.8,6.4,27.0,29.0,42.5,37.5,53.4,1.098,1.948,40.6,157.6,1908,-19.9995795,118.0011978,200,False,True
131,2025-07-03T14:32:00Z,2025-07-03T22:32:00+08:00,6,5-H-006,363451.947,6591718.16,363448.976,6591710.365,8.34,249.1,185,12.9,13.5,34.9,33.2,73.1,69.2,136.9,128.8,22.6,20.4,8.3,8.1,29.1,30.7,48.3,48.9,47.2,1.184,2.022,33.2,128.8,1592,-19.9996925,118.0011446,200,False,True
132,2025-07-03T14:37:00Z,2025-07-03T22:37:00+08:00,7,5-H-007,363489.072,6591713.724,363483.302,6591703.398,11.83,240.8,185,14.2,14.1,39.2,43.9,76.9,71.4,139.6,140.5,27.4,22.3,4.9,4.7,29.6,24.3,43.0,53.5,49.9,1.17,1.978,43.9,140.5,1780,-19.9997551,118.0014728,200,False,True
133,2025-07-03T14:29:00Z,2025-07-03T22:29:00+08:00,7,5-H-007,363489.072,6591713.724,363488.347,6591712.01,1.86,247.1,185,11.6,10.9,32.1,31.4,68.1,68.0,112.2,105.1,19.7,23.2,8.4,10.6,29.2,31.1,51.1,45.7,44.2,1.258,1.849,31.4,105.1,1638,-19.9996778,118.001521,200,False,True
134,2025-07-03T14:35:00Z,2025-07-03T22:35:00+08:00,8,5-H-008,363481.223,6591716.577,363482.567,6591714.928,2.13,309.2,185,10.3,11.0,30.0,31.1,73.4,72.4,119.2,119.7,25.2,24.7,8.3,8.1,28.3,29.2,46.6,46.1,47.9,1.232,1.86,31.1,119.7,1685,-19.9996516,118.0014658,200,False,True
