polygon_id,hole_id,x,y,rl_top_m,rl_floor_m,sample_index,depth_m,pen,torque,rpm,wob,mse
pattern_16,16-H-001,363389.922,6591754.318,200.026,199.276,0,0.75,0.913676,29.918131,72.089948,13.70612,0.406431
pattern_16,16-H-001,363389.922,6591754.318,199.276,198.526,1,1.5,0.885078,31.207156,72.75476,14.915692,0.441678
pattern_16,16-H-001,363389.922,6591754.318,198.526,197.776,2,2.25,0.86273,31.957299,71.531362,15.317584,0.456198
pattern_16,16-H-001,363389.922,6591754.318,197.776,197.026,3,3,0.877396,31.614172,72.381861,15.072296,0.449032
pattern_16,16-H-001,363389.922,6591754.318,197.026,196.276,4,3.75,0.833544,31.213866,72.20454,15.972631,0.465569
pattern_16,16-H-001,363389.922,6591754.318,196.276,195.526,5,4.5,0.865216,31.577414,70.039227,16.320347,0.440291
pattern_16,16-H-001,363389.922,6591754.318,195.526,194.776,6,5.25,0.85047,34.630823,71.099713,14.378076,0.498177
pattern_16,16-H-001,363389.922,6591754.318,194.776,194.026,7,6,0.838922,34.268409,71.556239,15.091679,0.503029
pattern_16,16-H-001,363389.922,6591754.318,194.026,193.276,8,6.75,0.834115,35.056399,70.719058,15.448107,0.511518
pattern_16,16-H-001,363389.922,6591754.318,193.276,192.526,9,7.5,0.845262,33.906225,71.497266,15.872223,0.493701
pattern_16,16-H-001,363389.922,6591754.318,192.526,191.776,10,8.25,0.850313,35.256643,69.50145,16.018058,0.496077
pattern_16,16-H-001,363389.922,6591754.318,191.776,191.026,11,9,0.816912,34.179968,70.625701,16.189204,0.508661
pattern_16,16-H-001,363389.922,6591754.318,191.026,190.276,12,9.75,0.811499,34.940945,69.668383,15.686979,0.516268
pattern_16,16-H-001,363389.922,6591754.318,190.276,189.526,13,10.5,0.851292,34.140815,70.924361,14.672181,0.48951
pattern_16,16-H-001,363389.922,6591754.318,189.526,188.776,14,11.25,0.820766,34.65558,71.110855,15.400317,0.516716
pattern_16,16-H-001,363389.922,6591754.318,188.776,188.026,15,12,0.809303,33.793016,70.65425,14.971586,0.507691
pattern_16,16-H-001,363389.922,6591754.318,188.026,187.276,16,12.75,0.807656,34.279649,70.625661,15.502388,0.515879
pattern_16,16-H-001,363389.922,6591754.318,187.276,186.526,17,13.5,0.870173,34.203037,69.900846,15.246385,0.472969
pattern_16,16-H-001,363389.922,6591754.318,186.526,185.776,18,14.25,0.815163,33.564656,69.447223,15.863271,0.492247
pattern_16,16-H-001,363389.922,6591754.318,185.776,185.026,19,15,0.840438,33.765527,71.129738,14.395329,0.49176
pattern_16,16-H-001,363389.922,6591754.318,185.026,184.276,20,15.75,0.815066,34.661229,70.825977,16.39549,0.518444
pattern_16,16-H-001,363389.922,6591754.318,184.276,183.894,21,16.132,0.808372,33.310842,72.102899,16.111101,0.511422
pattern_16,16-H-002,363385.143,6591759.863,199.992,199.242,0,0.75,0.922328,30.035376,70.944411,13.856335,0.397827
pattern_16,16-H-002,363385.143,6591759.863,199.242,198.492,1,1.5,0.923554,31.560428,70.986083,13.976493,0.417647
pattern_16,16-H-002,363385.143,6591759.863,198.492,197.742,2,2.25,0.927124,31.261868,71.779552,14.433766,0.416769
pattern_16,16-H-002,363385.143,6591759.863,197.742,196.992,3,3,0.906126,31.518911,72.200568,15.232437,0.432486
pattern_16,16-H-002,363385.143,6591759.863,196.992,196.242,4,3.75,0.88437,32.807566,72.121593,14.487219,0.460527
pattern_16,16-H-002,363385.143,6591759.863,196.242,195.492,5,4.5,0.896592,33.655732,71.028542,15.508389,0.459061
pattern_16,16-H-002,363385.143,6591759.863,195.492,194.742,6,5.25,0.859825,29.849132,71.019482,14.341267,0.424494
pattern_16,16-H-002,363385.143,6591759.863,194.742,193.992,7,6,0.842492,32.462526,68.919494,14.958627,0.457167
pattern_16,16-H-002,363385.143,6591759.863,193.992,193.242,8,6.75,0.855251,34.459473,71.327315,14.537023,0.494552
pattern_16,16-H-002,363385.143,6591759.863,193.242,192.492,9,7.5,0.832795,34.058056,70.920444,15.689904,0.499231
pattern_16,16-H-002,363385.143,6591759.863,192.492,191.742,10,8.25,0.812584,36.069678,70.760921,15.561729,0.540476
pattern_16,16-H-002,363385.143,6591759.863,191.742,190.992,11,9,0.810706,33.946308,70.945037,15.601399,0.511271
pattern_16,16-H-002,363385.143,6591759.863,190.992,190.242,12,9.75,0.84069,33.321671,71.11184,14.966655,0.485122
pattern_16,16-H-002,363385.143,6591759.863,190.242,189.492,13,10.5,0.8271,36.133461,70.904992,14.649773,0.532927
pattern_16,16-H-002,363385.143,6591759.863,189.492,188.742,14,11.25,0.842004,32.259487,71.623612,14.997976,0.472351
pattern_16,16-H-002,363385.143,6591759.863,188.742,187.992,15,12,0.870798,33.046825,70.618765,16.025114,0.461483
pattern_16,16-H-002,363385.143,6591759.863,187.992,187.242,16,12.75,0.864639,30.956773,72.652923,15.321357,0.447888
pattern_16,16-H-002,363385.143,6591759.863,187.242,186.492,17,13.5,0.852665,32.694204,69.528396,15.405703,0.459003
pattern_16,16-H-002,363385.143,6591759.863,186.492,185.742,18,14.25,0.865624,33.369401,71.364018,14.773486,0.473516
pattern_16,16-H-002,363385.143,6591759.863,185.742,184.992,19,15,0.857664,33.273953,70.492479,14.976289,0.470759
pattern_16,16-H-002,363385.143,6591759.863,184.992,184.242,20,15.75,0.856537,34.373349,71.097551,14.945756,0.491051
pattern_16,16-H-002,363385.143,6591759.863,184.242,183.492,21,16.5,0.835702,34.134622,71.523117,15.487779,0.502812
pattern_16,16-H-002,363385.143,6591759.863,183.492,183.471,22,16.521,0.808057,34.618423,70.519645,15.901877,0.519971
pattern_16,16-H-003,363379.606,6591766.411,199.97,199.22,0,0.75,0.898441,30.717856,72.877623,13.5883,0.428901
pattern_16,16-H-003,363379.606,6591766.411,199.22,198.47,1,1.5,0.911853,32.152137,70.451559,14.615824,0.427729
pattern_16,16-H-003,363379.606,6591766.411,198.47,197.72,2,2.25,0.887657,32.152674,70.045583,15.697974,0.436957
pattern_16,16-H-003,363379.606,6591766.411,197.72,196.97,3,3,0.871113,31.668969,70.205967,14.666608,0.439425
pattern_16,16-H-003,363379.606,6591766.411,196.97,196.22,4,3.75,0.840902,32.773777,72.151594,15.065362,0.484015
pattern_16,16-H-003,363379.606,6591766.411,196.22,195.47,5,4.5,0.845507,33.51938,70.693218,15.243996,0.482407
pattern_16,16-H-003,363379.606,6591766.411,195.47,194.72,6,5.25,0.828873,35.128953,70.43391,15.424132,0.513728
pattern_16,16-H-003,363379.606,6591766.411,194.72,193.97,7,6,0.813589,33.522975,71.450123,15.252674,0.506662
pattern_16,16-H-003,363379.606,6591766.411,193.97,193.22,8,6.75,0.802487,34.52679,70.445412,15.575289,0.521598
pattern_16,16-H-003,363379.606,6591766.411,193.22,192.47,9,7.5,0.811172,35.411594,70.541665,16.684094,0.530065
pattern_16,16-H-003,363379.606,6591766.411,192.47,191.72,10,8.25,0.768464,37.803895,69.783663,16.716815,0.590676
pattern_16,16-H-003,363379.606,6591766.411,191.72,190.97,11,9,0.760029,35.830401,70.48687,16.382947,0.571783
pattern_16,16-H-003,363379.606,6591766.411,190.97,190.22,12,9.75,0.772811,36.277092,71.113688,16.313568,0.574382
pattern_16,16-H-003,363379.606,6591766.411,190.22,189.47,13,10.5,0.840357,34.669885,71.094311,16.076828,0.504886
pattern_16,16-H-003,363379.606,6591766.411,189.47,188.72,14,11.25,0.840895,34.900795,71.105146,16.776391,0.508074
pattern_16,16-H-003,363379.606,6591766.411,188.72,187.97,15,12,0.77103,35.89384,69.170681,16.011991,0.554096
pattern_16,16-H-003,363379.606,6591766.411,187.97,187.22,16,12.75,0.811378,34.614507,69.419357,15.540084,0.509699
pattern_16,16-H-003,363379.606,6591766.411,187.22,186.47,17,13.5,0.841175,34.87793,70.210172,15.58811,0.501067
