polygon_id,hole_id,x,y,rl_top_m,rl_floor_m,sample_index,depth_m,pen,torque,rpm,wob,mse
pattern_25,25-H-001,363597.743,6591909.214,199.97,199.22,0,0.75,0.875316,31.768751,71.401136,14.252031,0.446084
pattern_25,25-H-001,363597.743,6591909.214,199.22,198.47,1,1.5,0.851324,34.384584,72.100577,14.759533,0.501131
pattern_25,25-H-001,363597.743,6591909.214,198.47,197.72,2,2.25,0.851181,33.636349,70.678417,14.459085,0.480674
pattern_25,25-H-001,363597.743,6591909.214,197.72,196.97,3,3,0.84411,32.842598,70.756485,14.38676,0.473802
pattern_25,25-H-001,363597.743,6591909.214,196.97,196.22,4,3.75,0.835676,33.713957,70.817019,14.501883,0.491649
pattern_25,25-H-001,363597.743,6591909.214,196.22,195.47,5,4.5,0.809646,35.090267,70.335408,15.018159,0.524525
pattern_25,25-H-001,363597.743,6591909.214,195.47,194.72,6,5.25,0.804659,34.82023,69.535101,15.395109,0.517824
pattern_25,25-H-001,363597.743,6591909.214,194.72,193.97,7,6,0.786988,35.099539,69.420744,16.071843,0.532848
pattern_25,25-H-001,363597.743,6591909.214,193.97,193.22,8,6.75,0.811912,36.421449,70.472703,14.593148,0.543844
pattern_25,25-H-001,363597.743,6591909.214,193.22,192.47,9,7.5,0.755063,36.48532,68.919468,16.11254,0.572994
pattern_25,25-H-001,363597.743,6591909.214,192.47,191.72,10,8.25,0.787741,34.577188,69.711468,15.841668,0.526608
pattern_25,25-H-001,363597.743,6591909.214,191.72,190.97,11,9,0.761569,37.11722,69.888775,15.789786,0.585982
pattern_25,25-H-001,363597.743,6591909.214,190.97,190.22,12,9.75,0.747835,37.694413,68.349591,16.001887,0.592681
pattern_25,25-H-001,363597.743,6591909.214,190.22,189.47,13,10.5,0.740353,37.568301,68.289338,17.09504,0.596263
pattern_25,25-H-001,363597.743,6591909.214,189.47,188.72,14,11.25,0.729631,37.834594,70.677706,16.348294,0.630414
pattern_25,25-H-001,363597.743,6591909.214,188.72,187.97,15,12,0.738498,36.897452,69.192931,16.7705,0.59482
pattern_25,25-H-001,363597.743,6591909.214,187.97,187.22,16,12.75,0.756239,37.237243,68.269532,15.855661,0.578337
pattern_25,25-H-001,363597.743,6591909.214,187.22,186.47,17,13.5,0.772345,34.92698,69.561537,15.340587,0.541257
pattern_25,25-H-001,363597.743,6591909.214,186.47,185.72,18,14.25,0.809139,37.927767,70.168184,15.793191,0.565895
pattern_25,25-H-001,363597.743,6591909.214,185.72,184.97,19,15,0.772874,35.617932,69.788912,15.721874,0.553394
pattern_25,25-H-001,363597.743,6591909.214,184.97,184.22,20,15.75,0.770477,35.643142,70.867477,15.926178,0.564082
pattern_25,25-H-001,363597.743,6591909.214,184.22,183.47,21,16.5,0.776592,36.179006,68.057953,15.310418,0.545523
pattern_25,25-H-001,363597.743,6591909.214,183.47,183.327,22,16.643,0.769567,35.483405,70.702528,13.447058,0.560619
pattern_25,25-H-002,363605.917,6591910.773,199.865,199.115,0,0.75,0.847896,34.41142,69.95367,13.837883,0.488489
pattern_25,25-H-002,363605.917,6591910.773,199.115,198.365,1,1.5,0.857247,33.153379,70.64654,14.978839,0.470309
