polygon_id,hole_id,x,y,rl_top_m,rl_floor_m,sample_index,depth_m,pen,torque,rpm,wob,mse
pattern_1,1-H-001,363569.373,6591663.68,199.954,199.204,0,0.75,0.884968,33.06889,70.577611,16.123332,0.560333
pattern_1,1-H-001,363569.373,6591663.68,199.204,198.454,1,1.5,0.872674,32.877764,70.351749,14.762158,0.579674
pattern_1,1-H-001,363569.373,6591663.68,198.454,197.704,2,2.25,0.821011,30.695179,72.009844,17.175189,0.59508
pattern_1,1-H-001,363569.373,6591663.68,197.704,196.954,3,3,0.852865,34.987907,71.412986,16.927721,0.614703
pattern_1,1-H-001,363569.373,6591663.68,196.954,196.204,4,3.75,0.850536,35.805623,70.28691,14.756373,0.617976
pattern_1,1-H-001,363569.373,6591663.68,196.204,195.454,5,4.5,0.874281,34.397446,72.194299,17.538198,0.606217
pattern_1,1-H-001,363569.373,6591663.68,195.454,194.704,6,5.25,0.896736,35.509174,69.993794,17.11158,0.626176
pattern_1,1-H-001,363569.373,6591663.68,194.704,193.954,7,6,0.870387,32.347372,70.416148,15.741069,0.671171
pattern_1,1-H-001,363569.373,6591663.68,193.954,193.204,8,6.75,0.810859,33.679878,69.481328,15.566766,0.658559
pattern_1,1-H-001,363569.373,6591663.68,193.204,192.454,9,7.5,0.822514,35.645223,70.320501,16.932764,0.688694
pattern_1,1-H-001,363569.373,6591663.68,192.454,191.704,10,8.25,0.814838,35.13114,71.296359,16.413057,0.695294
pattern_1,1-H-001,363569.373,6591663.68,191.704,190.954,11,9,0.847916,34.817409,70.949644,15.454799,0.683179
pattern_1,1-H-001,363569.373,6591663.68,190.954,190.204,12,9.75,0.819593,36.982252,69.097787,15.913657,0.714125
pattern_1,1-H-001,363569.373,6591663.68,190.204,189.454,13,10.5,0.797756,32.623324,69.186035,17.327183,0.727351
pattern_1,1-H-001,363569.373,6591663.68,189.454,188.704,14,11.25,0.758412,35.781837,68.488426,18.382042,0.74767
pattern_1,1-H-001,363569.373,6591663.68,188.704,187.954,15,12,0.78198,34.536153,68.545486,17.553904,0.714397
pattern_1,1-H-001,363569.373,6591663.68,187.954,187.204,16,12.75,0.748496,36.016881,67.399204,17.442028,0.762272
pattern_1,1-H-001,363569.373,6591663.68,187.204,186.454,17,13.5,0.760575,36.667077,69.107072,19.5,0.787357
pattern_1,1-H-001,363569.373,6591663.68,186.454,185.749,18,14.205,0.735987,36.846868,68.356109,17.690627,0.828387
pattern_1,1-H-002,363561.705,6591664.907,199.93,199.18,0,0.75,0.904056,32.192591,71.982138,13.422507,0.528064
pattern_1,1-H-002,363561.705,6591664.907,199.18,198.43,1,1.5,0.897557,32.48023,69.105033,13.544573,0.569691
pattern_1,1-H-002,363561.705,6591664.907,198.43,197.68,2,2.25,0.846522,31.731808,69.955962,14.984201,0.560438
pattern_1,1-H-002,363561.705,6591664.907,197.68,196.93,3,3,0.910851,31.930247,72.308763,15.474218,0.580186
pattern_1,1-H-002,363561.705,6591664.907,196.93,196.18,4,3.75,0.852785,32.390053,70.968692,16.307337,0.594764
pattern_1,1-H-002,363561.705,6591664.907,196.18,195.43,5,4.5,0.845177,33.979152,71.409997,17.419096,0.617468
pattern_1,1-H-002,363561.705,6591664.907,195.43,194.68,6,5.25,0.854043,31.919569,71.917459,15.252722,0.636136
pattern_1,1-H-002,363561.705,6591664.907,194.68,193.93,7,6,0.822989,34.728747,70.53063,17.314849,0.64678
pattern_1,1-H-002,363561.705,6591664.907,193.93,193.18,8,6.75,0.843741,35.855773,73.339897,16.883835,0.653927
pattern_1,1-H-002,363561.705,6591664.907,193.18,192.43,9,7.5,0.843042,34.580195,71.640504,15.689485,0.652435
pattern_1,1-H-002,363561.705,6591664.907,192.43,191.68,10,8.25,0.848023,33.718693,70.579035,15.608823,0.640116
pattern_1,1-H-002,363561.705,6591664.907,191.68,190.93,11,9,0.830493,34.901686,68.64301,16.286981,0.692483
pattern_1,1-H-002,363561.705,6591664.907,190.93,190.18,12,9.75,0.814685,35.094312,70.399766,16.828816,0.676049
pattern_1,1-H-002,363561.705,6591664.907,190.18,189.43,13,10.5,0.856881,34.661407,70.514411,18.125822,0.701585
pattern_1,1-H-002,363561.705,6591664.907,189.43,188.68,14,11.25,0.805542,34.833103,70.424005,15.918191,0.70855
pattern_1,1-H-002,363561.705,6591664.907,188.68,187.93,15,12,0.835624,34.271369,72.295096,15.525295,0.711798
pattern_1,1-H-002,363561.705,6591664.907,187.93,187.18,16,12.75,0.785716,36.574955,69.566566,17.587234,0.718656
pattern_1,1-H-002,363561.705,6591664.907,187.18,186.43,17,13.5,0.796344,37.182848,70.04684,18.723914,0.737356
pattern_1,1-H-002,363561.705,6591664.907,186.43,185.68,18,14.25,0.755385,39.008504,70.097007,18.922519,0.797854
pattern_1,1-H-002,363561.705,6591664.907,185.68,185.052,19,14.878,0.791663,35.452608,69.412071,19.268853,0.757296
pattern_1,1-H-003,363553.977,6591666.442,199.952,199.202,0,0.75,0.913523,33.031042,71.813174,14.476715,0.578859
pattern_1,1-H-003,363553.977,6591666.442,199.202,198.452,1,1.5,0.887159,32.260962,70.963177,15.759905,0.563171
pattern_1,1-H-003,363553.977,6591666.442,198.452,197.702,2,2.25,0.902617,30.789786,71.434205,16.854509,0.560553
pattern_1,1-H-003,363553.977,6591666.442,197.702,196.952,3,3,0.878231,32.11695,71.792831,15.662625,0.561326
pattern_1,1-H-003,363553.977,6591666.442,196.952,196.202,4,3.75,0.887589,31.673453,72.869732,16.996676,0.560976
pattern_1,1-H-003,363553.977,6591666.442,196.202,195.452,5,4.5,0.872222,33.702591,71.081155,16.434211,0.626316
pattern_1,1-H-003,363553.977,6591666.442,195.452,194.702,6,5.25,0.836684,32.659231,70.779718,17.202585,0.639657
pattern_1,1-H-003,363553.977,6591666.442,194.702,193.952,7,6,0.87029,35.228408,70.624521,15.532873,0.617717
pattern_1,1-H-003,363553.977,6591666.442,193.952,193.202,8,6.75,0.834755,33.246874,70.874494,14.996308,0.64907
pattern_1,1-H-003,363553.977,6591666.442,193.202,192.452,9,7.5,0.812284,34.813491,71.29434,17.246009,0.675318
pattern_1,1-H-003,363553.977,6591666.442,192.452,191.702,10,8.25,0.83831,35.338388,70.740908,17.710404,0.665294
pattern_1,1-H-003,363553.977,6591666.442,191.702,190.952,11,9,0.860294,35.653308,68.099891,16.035125,0.689184
pattern_1,1-H-003,363553.977,6591666.442,190.952,190.202,12,9.75,0.817506,34.73696,68.982485,17.369919,0.683384
pattern_1,1-H-003,363553.977,6591666.442,190.202,189.452,13,10.5,0.836443,34.86744,70.745965,17.096691,0.662441
pattern_1,1-H-003,363553.977,6591666.442,189.452,188.702,14,11.25,0.75649,36.370304,69.695327,17.750307,0.741482
pattern_1,1-H-003,363553.977,6591666.442,188.702,187.952,15,12,0.839005,35.176487,70.226459,16.97067,0.70195
