polygon_id,hole_id,x,y,rl_top_m,rl_floor_m,sample_index,depth_m,pen,torque,rpm,wob,mse
pattern_9,9-H-001,363692.712,6591775.732,200.003,199.253,0,0.75,0.863794,33.185591,71.225875,15.195668,0.471053
pattern_9,9-H-001,363692.712,6591775.732,199.253,198.503,1,1.5,0.85693,33.543201,71.104785,15.570671,0.47914
pattern_9,9-H-001,363692.712,6591775.732,198.503,197.753,2,2.25,0.839737,36.343096,71.483509,14.932835,0.532297
pattern_9,9-H-001,363692.712,6591775.732,197.753,197.003,3,3,0.827947,35.511277,71.555273,16.398501,0.528242
pattern_9,9-H-001,363692.712,6591775.732,197.003,196.253,4,3.75,0.826323,36.20888,72.899963,16.291223,0.549725
pattern_9,9-H-001,363692.712,6591775.732,196.253,195.503,5,4.5,0.835907,35.004974,70.276905,16.757461,0.506664
pattern_9,9-H-001,363692.712,6591775.732,195.503,194.753,6,5.25,0.805456,34.964749,70.866609,15.981417,0.529435
pattern_9,9-H-001,363692.712,6591775.732,194.753,194.003,7,6,0.801204,36.244256,69.956122,15.019519,0.544461
pattern_9,9-H-001,363692.712,6591775.732,194.003,193.253,8,6.75,0.815336,36.064507,71.697628,16.162821,0.545759
pattern_9,9-H-001,363692.712,6591775.732,193.253,192.503,9,7.5,0.82811,35.997838,70.326187,15.835355,0.526118
pattern_9,9-H-001,363692.712,6591775.732,192.503,191.753,10,8.25,0.803205,37.240748,71.430831,15.52664,0.569777
pattern_9,9-H-001,363692.712,6591775.732,191.753,191.003,11,9,0.794546,36.772235,70.539488,16.652772,0.561807
pattern_9,9-H-001,363692.712,6591775.732,191.003,190.253,12,9.75,0.799586,37.794425,68.977117,16.785734,0.561094
pattern_9,9-H-001,363692.712,6591775.732,190.253,189.503,13,10.5,0.762822,40.006855,69.498264,15.944309,0.626926
pattern_9,9-H-001,363692.712,6591775.732,189.503,188.753,14,11.25,0.738077,39.584411,69.14934,17.357309,0.638021
pattern_9,9-H-001,363692.712,6591775.732,188.753,188.003,15,12,0.706575,39.483732,70.191893,17.3623,0.674673
pattern_9,9-H-001,363692.712,6591775.732,188.003,187.253,16,12.75,0.682777,40.010415,68.585563,17.590064,0.691288
pattern_9,9-H-001,363692.712,6591775.732,187.253,186.503,17,13.5,0.706681,39.504765,70.939173,18.369773,0.682217
pattern_9,9-H-001,363692.712,6591775.732,186.503,185.753,18,14.25,0.713513,41.455072,70.081203,16.476872,0.700177
pattern_9,9-H-001,363692.712,6591775.732,185.753,185.003,19,15,0.742914,38.601095,69.689082,16.914403,0.622942
pattern_9,9-H-001,363692.712,6591775.732,185.003,184.253,20,15.75,0.728645,41.090926,69.319865,16.668191,0.672334
pattern_9,9-H-001,363692.712,6591775.732,184.253,183.675,21,16.328,0.759574,37.183025,70.083585,17.135966,0.590353
pattern_9,9-H-002,363693.362,6591768.142,200.016,199.266,0,0.75,0.837713,36.710284,70.606525,15.346619,0.532412
pattern_9,9-H-002,363693.362,6591768.142,199.266,198.516,1,1.5,0.824102,33.795049,70.952784,14.526662,0.500682
pattern_9,9-H-002,363693.362,6591768.142,198.516,197.766,2,2.25,0.817366,36.700604,71.805501,16.331331,0.554826
pattern_9,9-H-002,363693.362,6591768.142,197.766,197.016,3,3,0.813388,37.155585,69.981037,15.920351,0.550077
