polygon_id,hole_id,x,y,rl_top_m,rl_floor_m,sample_index,depth_m,pen,torque,rpm,wob,mse
pattern_11,11-H-001,363743.238,6591788.616,199.999,199.249,0,0.75,0.736513,37.309861,68.361924,17.073143,0.59588
pattern_11,11-H-001,363743.238,6591788.616,199.249,198.499,1,1.5,0.698404,37.010985,68.419279,15.704992,0.62362
pattern_11,11-H-001,363743.238,6591788.616,198.499,197.749,2,2.25,0.731395,38.355809,69.60511,16.836484,0.627949
pattern_11,11-H-001,363743.238,6591788.616,197.749,196.999,3,3,0.679197,38.624328,68.384412,16.919339,0.668877
pattern_11,11-H-001,363743.238,6591788.616,196.999,196.249,4,3.75,0.742016,39.64736,69.080066,17.014898,0.634976
pattern_11,11-H-001,363743.238,6591788.616,196.249,195.499,5,4.5,0.697304,40.66413,69.89666,16.222056,0.7009
pattern_11,11-H-001,363743.238,6591788.616,195.499,194.749,6,5.25,0.714484,41.365871,69.032591,16.951469,0.687376
pattern_11,11-H-001,363743.238,6591788.616,194.749,193.999,7,6,0.718441,40.375882,68.366951,17.379066,0.660927
pattern_11,11-H-001,363743.238,6591788.616,193.999,193.249,8,6.75,0.687026,41.689259,67.754159,18.321177,0.707201
pattern_11,11-H-001,363743.238,6591788.616,193.249,192.499,9,7.5,0.662159,41.676546,69.177013,16.828445,0.748628
pattern_11,11-H-001,363743.238,6591788.616,192.499,191.749,10,8.25,0.679812,42.836228,68.991334,17.644098,0.747569
pattern_11,11-H-001,363743.238,6591788.616,191.749,190.999,11,9,0.658277,40.075277,67.239688,17.105629,0.703987
pattern_11,11-H-001,363743.238,6591788.616,190.999,190.249,12,9.75,0.619956,43.012854,66.708942,17.721264,0.795766
pattern_11,11-H-001,363743.238,6591788.616,190.249,189.499,13,10.5,0.615032,41.642998,68.676246,18.147653,0.799535
pattern_11,11-H-001,363743.238,6591788.616,189.499,188.749,14,11.25,0.649131,45.024294,67.328834,18.330389,0.802988
pattern_11,11-H-001,363743.238,6591788.616,188.749,187.999,15,12,0.597744,45.262484,67.011613,19.064048,0.872399
pattern_11,11-H-001,363743.238,6591788.616,187.999,187.249,16,12.75,0.595086,43.599326,67.764478,18.134356,0.853517
pattern_11,11-H-001,363743.238,6591788.616,187.249,186.499,17,13.5,0.583449,43.873213,68.130386,18.542457,0.880719
pattern_11,11-H-001,363743.238,6591788.616,186.499,185.749,18,14.25,0.618875,43.171744,68.011313,18.370555,0.815746
pattern_11,11-H-001,363743.238,6591788.616,185.749,184.999,19,15,0.625343,42.067162,67.057429,16.714266,0.775528
pattern_11,11-H-001,363743.238,6591788.616,184.999,184.249,20,15.75,0.675655,43.173068,67.965832,17.104195,0.746751
pattern_11,11-H-001,363743.238,6591788.616,184.249,183.9,21,16.099,0.652691,43.619576,68.823344,17.4988,0.790798
pattern_11,11-H-002,363744.955,6591781.182,199.949,199.199,0,0.75,0.765189,36.814754,68.230769,16.217714,0.564856
pattern_11,11-H-002,363744.955,6591781.182,199.199,198.449,1,1.5,0.75529,37.576388,68.994366,15.730755,0.590486
pattern_11,11-H-002,363744.955,6591781.182,198.449,197.699,2,2.25,0.735833,40.122394,70.660353,16.954972,0.662709
pattern_11,11-H-002,363744.955,6591781.182,197.699,196.949,3,3,0.694053,39.118124,69.842127,15.744402,0.676891
pattern_11,11-H-002,363744.955,6591781.182,196.949,196.199,4,3.75,0.6925,38.669093,69.011112,16.753528,0.662805
pattern_11,11-H-002,363744.955,6591781.182,196.199,195.449,5,4.5,0.744351,39.397392,68.956184,16.528985,0.627829
pattern_11,11-H-002,363744.955,6591781.182,195.449,194.699,6,5.25,0.732829,40.552284,69.282421,15.599047,0.659285
pattern_11,11-H-002,363744.955,6591781.182,194.699,193.949,7,6,0.722527,40.164194,68.074557,16.373137,0.650858
pattern_11,11-H-002,363744.955,6591781.182,193.949,193.199,8,6.75,0.698486,40.395174,69.1187,16.729068,0.687448
pattern_11,11-H-002,363744.955,6591781.182,193.199,192.449,9,7.5,0.690489,41.582492,66.892687,17.122748,0.692828
pattern_11,11-H-002,363744.955,6591781.182,192.449,191.699,10,8.25,0.640303,40.916816,68.340965,17.071887,0.750906
pattern_11,11-H-002,363744.955,6591781.182,191.699,190.949,11,9,0.662054,43.622098,68.955903,18.670814,0.78133
pattern_11,11-H-002,363744.955,6591781.182,190.949,190.199,12,9.75,0.654488,40.581539,68.294996,16.630535,0.728131
pattern_11,11-H-002,363744.955,6591781.182,190.199,189.449,13,10.5,0.601667,41.632483,69.96316,18.26289,0.832323
pattern_11,11-H-002,363744.955,6591781.182,189.449,188.699,14,11.25,0.600565,43.70002,67.324151,18.256662,0.842219
pattern_11,11-H-002,363744.955,6591781.182,188.699,187.949,15,12,0.601717,42.405745,67.106942,18.575062,0.813194
pattern_11,11-H-002,363744.955,6591781.182,187.949,187.199,16,12.75,0.616971,42.809902,67.504488,18.376557,0.805387
pattern_11,11-H-002,363744.955,6591781.182,187.199,186.449,17,13.5,0.623221,42.787315,67.501643,17.785315,0.796808
pattern_11,11-H-002,363744.955,6591781.182,186.449,185.699,18,14.25,0.610237,41.694129,67.660374,18.838513,0.794968
pattern_11,11-H-002,363744.955,6591781.182,185.699,184.949,19,15,0.610591,42.767764,68.412718,18.742028,0.823933
pattern_11,11-H-002,363744.955,6591781.182,184.949,184.199,20,15.75,0.586005,43.481602,67.456824,18.541385,0.86051
pattern_11,11-H-002,363744.955,6591781.182,184.199,183.576,21,16.373,0.60262,44.753473,65.635171,18.152458,0.838015
pattern_11,11-H-003,363747.455,6591773.365,199.953,199.203,0,0.75,0.679389,42.075886,69.648393,17.584154,0.741764
pattern_11,11-H-003,363747.455,6591773.365,199.203,198.453,1,1.5,0.671683,40.894664,69.544693,17.15187,0.728112
pattern_11,11-H-003,363747.455,6591773.365,198.453,197.703,2,2.25,0.647869,42.126779,67.582191,17.349008,0.75562
pattern_11,11-H-003,363747.455,6591773.365,197.703,196.953,3,3,0.689479,40.19172,69.580279,17.610543,0.697626
