polygon_id,hole_id,x,y,rl_top_m,rl_floor_m,sample_index,depth_m,pen,torque,rpm,wob,mse
pattern_6,6-H-001,363436.201,6591724.097,199.995,199.245,0,0.75,0.908496,30.951547,71.442959,13.900075,0.419044
pattern_6,6-H-001,363436.201,6591724.097,199.245,198.495,1,1.5,0.938624,30.932021,71.866892,13.968441,0.407796
pattern_6,6-H-001,363436.201,6591724.097,198.495,197.745,2,2.25,0.868407,30.62316,71.048997,14.982155,0.431427
pattern_6,6-H-001,363436.201,6591724.097,197.745,196.995,3,3,0.885554,32.633854,71.860429,15.522214,0.455963
pattern_6,6-H-001,363436.201,6591724.097,196.995,196.245,4,3.75,0.861412,32.239111,71.396993,14.718827,0.459971
pattern_6,6-H-001,363436.201,6591724.097,196.245,195.495,5,4.5,0.883043,31.962034,70.331483,15.582471,0.438398
pattern_6,6-H-001,363436.201,6591724.097,195.495,194.745,6,5.25,0.847746,32.885557,70.397177,15.2937,0.470112
pattern_6,6-H-001,363436.201,6591724.097,194.745,193.995,7,6,0.833572,33.724298,71.644542,15.337401,0.498879
pattern_6,6-H-001,363436.201,6591724.097,193.995,193.245,8,6.75,0.836631,35.471163,69.270472,15.352258,0.505455
pattern_6,6-H-001,363436.201,6591724.097,193.245,192.495,9,7.5,0.828622,33.905012,70.627007,15.948459,0.497462
pattern_6,6-H-001,363436.201,6591724.097,192.495,191.745,10,8.25,0.804545,34.706947,70.61671,15.111505,0.524185
pattern_6,6-H-001,363436.201,6591724.097,191.745,190.995,11,9,0.815537,34.781268,70.768076,16.242405,0.519492
pattern_6,6-H-001,363436.201,6591724.097,190.995,190.245,12,9.75,0.825727,33.693219,71.026617,16.319664,0.498934
pattern_6,6-H-001,363436.201,6591724.097,190.245,189.495,13,10.5,0.831632,33.977763,71.565467,15.704489,0.503273
pattern_6,6-H-001,363436.201,6591724.097,189.495,188.745,14,11.25,0.817044,33.599633,70.914701,15.726951,0.501959
pattern_6,6-H-001,363436.201,6591724.097,188.745,187.995,15,12,0.815007,32.691706,70.905949,14.793051,0.489489
pattern_6,6-H-001,363436.201,6591724.097,187.995,187.245,16,12.75,0.835847,32.923831,70.787721,15.284956,0.479967
pattern_6,6-H-001,363436.201,6591724.097,187.245,186.495,17,13.5,0.855388,35.166898,71.112703,15.660307,0.503211
pattern_6,6-H-001,363436.201,6591724.097,186.495,185.745,18,14.25,0.83176,33.54864,70.199392,15.154165,0.48735
pattern_6,6-H-001,363436.201,6591724.097,185.745,184.995,19,15,0.827054,34.086219,71.31574,14.357962,0.505729
pattern_6,6-H-001,363436.201,6591724.097,184.995,184.245,20,15.75,0.875944,33.124278,71.767357,14.29015,0.46709
pattern_6,6-H-001,363436.201,6591724.097,184.245,183.718,21,16.277,0.856816,33.925619,71.265672,15.959106,0.485785
pattern_6,6-H-002,363428.945,6591728.402,199.959,199.209,0,0.75,0.874337,31.645578,72.39895,13.861755,0.451001
pattern_6,6-H-002,363428.945,6591728.402,199.209,198.459,1,1.5,0.873525,32.549428,71.867513,14.44297,0.460939
