polygon_id,hole_id,x,y,rl_top_m,rl_floor_m,sample_index,depth_m,pen,torque,rpm,wob,mse
pattern_13,13-H-001,363729.556,6591838.885,199.977,199.227,0,0.75,0.807221,37.770846,69.855961,15.643649,0.562373
pattern_13,13-H-001,363729.556,6591838.885,199.227,198.477,1,1.5,0.799713,37.886347,71.113464,15.87455,0.579609
pattern_13,13-H-001,363729.556,6591838.885,198.477,197.727,2,2.25,0.748196,37.426709,69.69591,15.705594,0.599715
pattern_13,13-H-001,363729.556,6591838.885,197.727,196.977,3,3,0.748917,37.246412,70.830452,16.004798,0.605974
pattern_13,13-H-001,363729.556,6591838.885,196.977,196.227,4,3.75,0.766778,38.037954,69.877322,15.985417,0.596331
pattern_13,13-H-001,363729.556,6591838.885,196.227,195.477,5,4.5,0.783857,38.692652,69.244166,16.637662,0.588108
pattern_13,13-H-001,363729.556,6591838.885,195.477,194.727,6,5.25,0.707509,38.657528,70.579642,15.991812,0.663197
pattern_13,13-H-001,363729.556,6591838.885,194.727,193.977,7,6,0.692137,41.011047,69.587293,16.793059,0.709051
pattern_13,13-H-001,363729.556,6591838.885,193.977,193.227,8,6.75,0.700378,39.42068,70.096179,16.837373,0.678554
pattern_13,13-H-001,363729.556,6591838.885,193.227,192.477,9,7.5,0.723257,40.434039,69.307772,17.304622,0.666493
pattern_13,13-H-001,363729.556,6591838.885,192.477,191.727,10,8.25,0.733167,40.006713,70.519115,16.473574,0.661819
pattern_13,13-H-001,363729.556,6591838.885,191.727,190.977,11,9,0.712815,40.620063,69.077019,16.775141,0.677008
pattern_13,13-H-001,363729.556,6591838.885,190.977,190.227,12,9.75,0.678776,41.128605,70.231122,16.940429,0.731741
pattern_13,13-H-001,363729.556,6591838.885,190.227,189.477,13,10.5,0.686036,40.370265,70.101881,16.908782,0.7094
pattern_13,13-H-001,363729.556,6591838.885,189.477,188.727,14,11.25,0.663503,42.438334,68.75338,17.842978,0.756212
pattern_13,13-H-001,363729.556,6591838.885,188.727,187.977,15,12,0.660139,42.415743,69.347489,16.832099,0.766073
pattern_13,13-H-001,363729.556,6591838.885,187.977,187.227,16,12.75,0.686438,41.369878,69.294217,17.896961,0.718264
pattern_13,13-H-001,363729.556,6591838.885,187.227,186.477,17,13.5,0.675155,40.759804,69.627458,18.357912,0.723
pattern_13,13-H-001,363729.556,6591838.885,186.477,185.727,18,14.25,0.678029,40.2447,70.208887,17.768493,0.71672
pattern_13,13-H-001,363729.556,6591838.885,185.727,184.977,19,15,0.728697,38.968158,69.995878,17.915121,0.64401
pattern_13,13-H-001,363729.556,6591838.885,184.977,184.227,20,15.75,0.705805,40.355958,70.079688,17.602228,0.68921
pattern_13,13-H-001,363729.556,6591838.885,184.227,183.906,21,16.071,0.683078,40.405067,69.371856,17.905961,0.705792
pattern_13,13-H-002,363731.381,6591831.224,199.964,199.214,0,0.75,0.791264,37.548267,72.381715,16.394483,0.59095
pattern_13,13-H-002,363731.381,6591831.224,199.214,198.464,1,1.5,0.774093,36.337773,70.222677,15.640323,0.567136
pattern_13,13-H-002,363731.381,6591831.224,198.464,197.714,2,2.25,0.796089,38.142817,70.006148,15.402005,0.577012
pattern_13,13-H-002,363731.381,6591831.224,197.714,196.964,3,3,0.819844,36.600362,69.978921,15.819574,0.537606
pattern_13,13-H-002,363731.381,6591831.224,196.964,196.214,4,3.75,0.786299,39.296982,70.002904,15.728949,0.601805
pattern_13,13-H-002,363731.381,6591831.224,196.214,195.464,5,4.5,0.775636,36.380577,70.731317,16.513296,0.570873
pattern_13,13-H-002,363731.381,6591831.224,195.464,194.714,6,5.25,0.745406,37.415656,69.1176,16.42455,0.596885
pattern_13,13-H-002,363731.381,6591831.224,194.714,193.964,7,6,0.713988,38.487291,70.142502,16.013526,0.650274
pattern_13,13-H-002,363731.381,6591831.224,193.964,193.214,8,6.75,0.750595,39.350316,69.647293,16.759276,0.628122
pattern_13,13-H-002,363731.381,6591831.224,193.214,192.464,9,7.5,0.708034,41.991278,69.427585,16.566607,0.708045
pattern_13,13-H-002,363731.381,6591831.224,192.464,191.714,10,8.25,0.692445,40.918683,69.451427,17.798558,0.70589
pattern_13,13-H-002,363731.381,6591831.224,191.714,190.964,11,9,0.665221,40.251975,67.600511,17.41999,0.703504
pattern_13,13-H-002,363731.381,6591831.224,190.964,190.214,12,9.75,0.669753,42.170072,67.891857,18.063367,0.735179
pattern_13,13-H-002,363731.381,6591831.224,190.214,189.464,13,10.5,0.688865,41.209571,69.902785,17.470384,0.719166
pattern_13,13-H-002,363731.381,6591831.224,189.464,188.714,14,11.25,0.675146,41.326187,68.035877,17.676521,0.716237
pattern_13,13-H-002,363731.381,6591831.224,188.714,187.964,15,12,0.680798,42.154684,70.382571,17.547044,0.749406
pattern_13,13-H-002,363731.381,6591831.224,187.964,187.214,16,12.75,0.693892,39.856144,69.824991,17.508088,0.689831
pattern_13,13-H-002,363731.381,6591831.224,187.214,186.464,17,13.5,0.69056,41.786335,69.852932,17.06238,0.72685
pattern_13,13-H-002,363731.381,6591831.224,186.464,185.714,18,14.25,0.676081,42.417154,68.67094,18.546161,0.741012
pattern_13,13-H-002,363731.381,6591831.224,185.714,184.964,19,15,0.662277,41.067696,69.72027,17.690263,0.743471
pattern_13,13-H-002,363731.381,6591831.224,184.964,184.214,20,15.75,0.699268,41.089873,69.900865,17.585009,0.706441
pattern_13,13-H-002,363731.381,6591831.224,184.214,184.032,21,15.932,0.688657,41.077385,69.697047,17.95496,0.715036
pattern_13,13-H-003,363733.429,6591823.587,200.042,199.292,0,0.75,0.78445,37.58087,69.830882,17.009318,0.575702
pattern_13,13-H-003,363733.429,6591823.587,199.292,198.542,1,1.5,0.769814,38.869512,69.861161,16.427598,0.606844
pattern_13,13-H-003,363733.429,6591823.587,198.542,197.792,2,2.25,0.760349,39.187507,69.640332,16.637953,0.617457
pattern_13,13-H-003,363733.429,6591823.587,197.792,197.042,3,3,0.690513,39.911752,68.791603,16.947531,0.68385
pattern_13,13-H-003,363733.429,6591823.587,197.042,196.292,4,3.75,0.712846,40.150311,70.555527,17.147612,0.683497
pattern_13,13-H-003,363733.429,6591823.587,196.292,195.542,5,4.5,0.731309,39.278473,68.578891,16.642123,0.633606
pattern_13,13-H-003,363733.429,6591823.587,195.542,194.792,6,5.25,0.728882,38.101987,70.44542,17.129768,0.633518
pattern_13,13-H-003,363733.429,6591823.587,194.792,194.042,7,6,0.702528,39.653056,68.283998,16.757471,0.66291
pattern_13,13-H-003,363733.429,6591823.587,194.042,193.292,8,6.75,0.682693,38.709568,69.975584,17.319536,0.682445
pattern_13,13-H-003,363733.429,6591823.587,193.292,192.542,9,7.5,0.714191,41.441895,69.491209,17.782821,0.693581
pattern_13,13-H-003,363733.429,6591823.587,192.542,191.792,10,8.25,0.665971,43.145081,68.299106,17.237477,0.760809
pattern_13,13-H-003,363733.429,6591823.587,191.792,191.042,11,9,0.699003,42.040911,68.915132,17.758452,0.712871
pattern_13,13-H-003,363733.429,6591823.587,191.042,190.292,12,9.75,0.668384,41.846095,68.786103,18.321635,0.740668
pattern_13,13-H-003,363733.429,6591823.587,190.292,189.542,13,10.5,0.653007,42.141591,68.69995,17.233929,0.762309
pattern_13,13-H-003,363733.429,6591823.587,189.542,188.792,14,11.25,0.672673,41.144139,68.907767,18.509032,0.724951
pattern_13,13-H-003,363733.429,6591823.587,188.792,188.042,15,12,0.661175,42.087867,67.840596,18.083219,0.742683
pattern_13,13-H-003,363733.429,6591823.587,188.042,187.292,16,12.75,0.635302,43.277932,67.965154,18.389533,0.796123
pattern_13,13-H-003,363733.429,6591823.587,187.292,186.542,17,13.5,0.649384,42.753162,68.536305,18.211318,0.775916
pattern_13,13-H-003,363733.429,6591823.587,186.542,185.792,18,14.25,0.671061,45.080891,66.81616,19.527693,0.772032
pattern_13,13-H-003,363733.429,6591823.587,185.792,185.042,19,15,0.677424,42.718899,69.106747,17.793535,0.749413
pattern_13,13-H-003,363733.429,6591823.587,185.042,184.292,20,15.75,0.6682,42.576069,68.464296,17.810322,0.750179
pattern_13,13-H-003,363733.429,6591823.587,184.292,183.542,21,16.5,0.615857,45.241758,68.641264,19.287247,0.866977
pattern_13,13-H-003,363733.429,6591823.587,183.542,183.253,22,16.789,0.612043,43.918356,69.895138,17.945206,0.86218
pattern_13,13-H-004,363735.85,6591816.045,200.019,199.269,0,0.75,0.768439,37.193327,69.884852,16.792487,0.582037
pattern_13,13-H-004,363735.85,6591816.045,199.269,198.519,1,1.5,0.738712,39.012242,70.687355,17.72021,0.642263
pattern_13,13-H-004,363735.85,6591816.045,198.519,197.769,2,2.25,0.723568,40.124535,69.501608,17.085783,0.66294
pattern_13,13-H-004,363735.85,6591816.045,197.769,197.019,3,3,0.738034,41.097962,69.074215,17.896951,0.661723
pattern_13,13-H-004,363735.85,6591816.045,197.019,196.269,4,3.75,0.686851,41.577669,69.169733,17.386769,0.720073
pattern_13,13-H-004,363735.85,6591816.045,196.269,195.519,5,4.5,0.705564,42.104013,69.273005,17.102492,0.710901
pattern_13,13-H-004,363735.85,6591816.045,195.519,194.769,6,5.25,0.682626,43.641867,67.143525,18.56357,0.738313
pattern_13,13-H-004,363735.85,6591816.045,194.769,194.019,7,6,0.710228,42.095072,69.389553,16.880718,0.707254
pattern_13,13-H-004,363735.85,6591816.045,194.019,193.269,8,6.75,0.651522,43.253857,69.131255,17.890943,0.789142
pattern_13,13-H-004,363735.85,6591816.045,193.269,192.519,9,7.5,0.686088,43.619889,68.548709,18.748066,0.749571
pattern_13,13-H-004,363735.85,6591816.045,192.519,191.769,10,8.25,0.636514,45.200832,68.529777,19.334161,0.836808
pattern_13,13-H-004,363735.85,6591816.045,191.769,191.019,11,9,0.641116,44.184696,68.751442,19.197284,0.814796
pattern_13,13-H-004,363735.85,6591816.045,191.019,190.269,12,9.75,0.581407,44.153115,67.583839,19.175307,0.882387
pattern_13,13-H-004,363735.85,6591816.045,190.269,189.519,13,10.5,0.603175,43.708763,66.797109,19.293565,0.832328
pattern_13,13-H-004,363735.85,6591816.045,189.519,188.769,14,11.25,0.638095,43.51376,67.926302,18.714606,0.79654
pattern_13,13-H-004,363735.85,6591816.045,188.769,188.019,15,12,0.591254,44.587009,66.715476,19.451199,0.86504
pattern_13,13-H-004,363735.85,6591816.045,188.019,187.269,16,12.75,0.611077,44.508751,68.274611,19.080359,0.855017
pattern_13,13-H-004,363735.85,6591816.045,187.269,186.519,17,13.5,0.62283,44.96207,67.497115,18.791768,0.837789
pattern_13,13-H-004,363735.85,6591816.045,186.519,185.769,18,14.25,0.616353,44.171461,68.928677,19.34907,0.849381
pattern_13,13-H-004,363735.85,6591816.045,185.769,185.019,19,15,0.621363,41.644761,67.706294,19.894833,0.780509
pattern_13,13-H-004,363735.85,6591816.045,185.019,184.269,20,15.75,0.606101,43.065981,68.444197,17.852606,0.836068
pattern_13,13-H-004,363735.85,6591816.045,184.269,183.814,21,16.205,0.627572,42.140682,68.25194,18.213393,0.788063
pattern_13,13-H-005,363737.339,6591808.151,199.985,199.235,0,0.75,0.747493,37.423741,70.060011,16.629421,0.603467
pattern_13,13-H-005,363737.339,6591808.151,199.235,198.485,1,1.5,0.771767,37.369619,71.130674,17.688405,0.592725
pattern_13,13-H-005,363737.339,6591808.151,198.485,197.735,2,2.25,0.761548,39.539606,70.465734,16.665471,0.62936
pattern_13,13-H-005,363737.339,6591808.151,197.735,196.985,3,3,0.754706,39.519704,69.270903,16.622054,0.623996
pattern_13,13-H-005,363737.339,6591808.151,196.985,196.235,4,3.75,0.741273,39.938277,70.259168,17.619965,0.651225
pattern_13,13-H-005,363737.339,6591808.151,196.235,195.485,5,4.5,0.736163,38.809936,69.23561,16.36957,0.627861
pattern_13,13-H-005,363737.339,6591808.151,195.485,194.735,6,5.25,0.722476,40.805447,69.137631,16.987161,0.671634
pattern_13,13-H-005,363737.339,6591808.151,194.735,193.985,7,6,0.682649,40.265296,69.703816,17.710582,0.707132
pattern_13,13-H-005,363737.339,6591808.151,193.985,193.235,8,6.75,0.671535,40.909749,68.591673,18.475771,0.718745
pattern_13,13-H-005,363737.339,6591808.151,193.235,192.485,9,7.5,0.713086,42.365115,68.698651,17.060003,0.701918
pattern_13,13-H-005,363737.339,6591808.151,192.485,191.735,10,8.25,0.711892,41.01292,68.831099,17.273663,0.682051
pattern_13,13-H-005,363737.339,6591808.151,191.735,190.985,11,9,0.660948,42.279369,70.323086,18.61034,0.773601
pattern_13,13-H-005,363737.339,6591808.151,190.985,190.235,12,9.75,0.663638,42.337881,69.65669,18.1113,0.764188
pattern_13,13-H-005,363737.339,6591808.151,190.235,189.485,13,10.5,0.636808,43.933487,69.39877,19.050385,0.823282
pattern_13,13-H-005,363737.339,6591808.151,189.485,188.735,14,11.25,0.627324,44.756547,68.117126,18.329395,0.83554
pattern_13,13-H-005,363737.339,6591808.151,188.735,187.985,15,12,0.614615,44.675847,67.858803,19.017606,0.848101
pattern_13,13-H-005,363737.339,6591808.151,187.985,187.235,16,12.75,0.653926,44.241023,67.925147,18.883951,0.790272
pattern_13,13-H-005,363737.339,6591808.151,187.235,186.485,17,13.5,0.644042,43.856035,67.470634,19.170102,0.790131
pattern_13,13-H-005,363737.339,6591808.151,186.485,185.735,18,14.25,0.602392,45.278981,66.891603,18.874329,0.86443
pattern_13,13-H-005,363737.339,6591808.151,185.735,184.985,19,15,0.647346,42.519891,69.103003,18.920114,0.780586
pattern_13,13-H-005,363737.339,6591808.151,184.985,184.235,20,15.75,0.657384,46.200823,69.023532,18.468696,0.834036
pattern_13,13-H-005,363737.339,6591808.151,184.235,183.485,21,16.5,0.664348,43.805212,67.845356,18.693754,0.769345
pattern_13,13-H-005,363737.339,6591808.151,183.485,183.445,22,16.54,0.700145,42.457312,68.094885,18.550823,0.710308
pattern_13,13-H-006,363739.385,6591800.045,199.926,199.176,0,0.75,0.807308,35.680209,71.476023,16.428707,0.543667
pattern_13,13-H-006,363739.385,6591800.045,199.176,198.426,1,1.5,0.782366,35.349518,70.182379,15.020781,0.545562
pattern_13,13-H-006,363739.385,6591800.045,198.426,197.676,2,2.25,0.778557,38.250413,68.949686,15.990946,0.582794
pattern_13,13-H-006,363739.385,6591800.045,197.676,196.926,3,3,0.795588,38.056012,70.061538,16.006482,0.576592
pattern_13,13-H-006,363739.385,6591800.045,196.926,196.176,4,3.75,0.763449,36.618119,69.892717,16.751451,0.576859
