polygon_id,hole_id,x,y,rl_top_m,rl_floor_m,sample_index,depth_m,pen,torque,rpm,wob,mse
pattern_17,17-H-001,363783.656,6591840.199,199.991,199.241,0,0.75,0.709998,40.005541,70.662304,17.614456,0.684853
pattern_17,17-H-001,363783.656,6591840.199,199.241,198.491,1,1.5,0.708575,40.700511,68.569146,17.85436,0.677521
pattern_17,17-H-001,363783.656,6591840.199,198.491,197.741,2,2.25,0.66287,40.264106,68.481378,18.325212,0.715488
pattern_17,17-H-001,363783.656,6591840.199,197.741,196.991,3,3,0.635234,42.263891,68.046831,17.524519,0.778431
pattern_17,17-H-001,363783.656,6591840.199,196.991,196.241,4,3.75,0.640845,41.056018,68.895496,18.170079,0.759044
pattern_17,17-H-001,363783.656,6591840.199,196.241,195.491,5,4.5,0.661659,41.609918,69.149452,18.595961,0.747915
pattern_17,17-H-001,363783.656,6591840.199,195.491,194.741,6,5.25,0.64968,41.94114,69.338573,18.976308,0.769848
pattern_17,17-H-001,363783.656,6591840.199,194.741,193.991,7,6,0.63241,42.202033,69.161615,18.118598,0.793584
pattern_17,17-H-001,363783.656,6591840.199,193.991,193.241,8,6.75,0.642591,42.871276,69.866344,18.47897,0.801503
pattern_17,17-H-001,363783.656,6591840.199,193.241,192.491,9,7.5,0.656534,41.777458,68.230507,17.730634,0.74663
pattern_17,17-H-001,363783.656,6591840.199,192.491,191.741,10,8.25,0.637588,44.528436,68.566573,18.937457,0.823403
pattern_17,17-H-001,363783.656,6591840.199,191.741,190.991,11,9,0.630366,42.320038,68.49089,19.018666,0.790759
pattern_17,17-H-001,363783.656,6591840.199,190.991,190.241,12,9.75,0.657247,45.183555,66.876022,17.873278,0.790504
pattern_17,17-H-001,363783.656,6591840.199,190.241,189.491,13,10.5,0.611247,45.594249,67.571487,18.447289,0.866501
pattern_17,17-H-001,363783.656,6591840.199,189.491,188.741,14,11.25,0.57971,45.396024,67.462507,19.777657,0.908254
pattern_17,17-H-001,363783.656,6591840.199,188.741,187.991,15,12,0.617226,44.335215,68.56757,18.895169,0.846817
pattern_17,17-H-001,363783.656,6591840.199,187.991,187.241,16,12.75,0.604765,45.315875,68.450766,20.549101,0.881983
pattern_17,17-H-001,363783.656,6591840.199,187.241,186.491,17,13.5,0.592599,41.213462,68.812356,18.80762,0.822885
pattern_17,17-H-001,363783.656,6591840.199,186.491,185.741,18,14.25,0.587936,44.153397,69.023434,19.195966,0.89116
pattern_17,17-H-001,363783.656,6591840.199,185.741,184.991,19,15,0.630322,45.298766,68.848655,18.863359,0.850703
pattern_17,17-H-001,363783.656,6591840.199,184.991,184.241,20,15.75,0.625497,43.257119,67.731454,18.701401,0.805447
pattern_17,17-H-001,363783.656,6591840.199,184.241,183.491,21,16.5,0.585515,45.370533,68.06348,18.176807,0.90656
pattern_17,17-H-001,363783.656,6591840.199,183.491,183.269,22,16.722,0.61336,44.099268,68.181625,18.350811,0.842793
pattern_17,17-H-002,363785.551,6591832.543,200.01,199.26,0,0.75,0.674135,39.733542,68.865359,18.612557,0.698243
pattern_17,17-H-002,363785.551,6591832.543,199.26,198.51,1,1.5,0.68444,41.418792,67.862937,17.695122,0.706326
pattern_17,17-H-002,363785.551,6591832.543,198.51,197.76,2,2.25,0.659662,41.693341,67.677716,18.387497,0.735696
pattern_17,17-H-002,363785.551,6591832.543,197.76,197.01,3,3,0.651431,42.178061,69.900705,18.003878,0.778233
pattern_17,17-H-002,363785.551,6591832.543,197.01,196.26,4,3.75,0.65883,43.172669,70.466692,19.023678,0.794095
