polygon_id,hole_id,x,y,rl_top_m,rl_floor_m,sample_index,depth_m,pen,torque,rpm,wob,mse
pattern_8,8-H-001,363564.181,6591825.544,199.975,199.225,0,0.75,0.691739,39.716705,67.493926,17.749453,0.666637
pattern_8,8-H-001,363564.181,6591825.544,199.225,198.475,1,1.5,0.682918,39.958016,68.077992,18.380434,0.685246
pattern_8,8-H-001,363564.181,6591825.544,198.475,197.725,2,2.25,0.659247,41.078817,67.495372,17.870458,0.723329
pattern_8,8-H-001,363564.181,6591825.544,197.725,196.975,3,3,0.64998,41.679669,69.29446,17.846519,0.764089
pattern_8,8-H-001,363564.181,6591825.544,196.975,196.225,4,3.75,0.661787,40.340438,68.990627,17.976385,0.72329
pattern_8,8-H-001,363564.181,6591825.544,196.225,195.475,5,4.5,0.661781,43.710204,68.515248,19.047204,0.778281
pattern_8,8-H-001,363564.181,6591825.544,195.475,194.725,6,5.25,0.684277,42.75587,68.553802,18.521367,0.736734
pattern_8,8-H-001,363564.181,6591825.544,194.725,193.975,7,6,0.652504,43.954801,68.585938,18.580826,0.794476
pattern_8,8-H-001,363564.181,6591825.544,193.975,193.225,8,6.75,0.629783,42.086107,67.079669,19.057404,0.77096
pattern_8,8-H-001,363564.181,6591825.544,193.225,192.475,9,7.5,0.581125,43.974648,66.527042,19.108102,0.865535
pattern_8,8-H-001,363564.181,6591825.544,192.475,191.725,10,8.25,0.533909,43.69304,66.479709,19.411916,0.935229
pattern_8,8-H-001,363564.181,6591825.544,191.725,190.975,11,9,0.564919,47.585691,67.120508,20.913113,0.972007
pattern_8,8-H-001,363564.181,6591825.544,190.975,190.225,12,9.75,0.551743,46.414154,67.068722,19.809669,0.969839
pattern_8,8-H-001,363564.181,6591825.544,190.225,189.475,13,10.5,0.541619,47.718285,65.621556,20.076717,0.993783
pattern_8,8-H-001,363564.181,6591825.544,189.475,188.725,14,11.25,0.539772,45.972523,66.931535,19.996811,0.979904
pattern_8,8-H-001,363564.181,6591825.544,188.725,187.975,15,12,0.543814,45.290539,66.069491,19.207738,0.94584
pattern_8,8-H-001,363564.181,6591825.544,187.975,187.225,16,12.75,0.554624,44.836536,67.113195,19.93797,0.932735
pattern_8,8-H-001,363564.181,6591825.544,187.225,186.475,17,13.5,0.55546,45.738248,67.366036,19.878201,0.953578
pattern_8,8-H-001,363564.181,6591825.544,186.475,185.725,18,14.25,0.575313,45.258693,67.741485,19.407291,0.916134
pattern_8,8-H-001,363564.181,6591825.544,185.725,184.975,19,15,0.613333,43.878744,68.55232,19.991314,0.843373
pattern_8,8-H-001,363564.181,6591825.544,184.975,184.545,20,15.43,0.558597,43.479558,67.182062,18.059704,0.898852
pattern_8,8-H-002,363563.884,6591817.708,200.02,199.27,0,0.75,0.658328,40.33464,68.485324,17.825614,0.721648
pattern_8,8-H-002,363563.884,6591817.708,199.27,198.52,1,1.5,0.664141,40.240923,69.609231,18.273097,0.725426
pattern_8,8-H-002,363563.884,6591817.708,198.52,197.77,2,2.25,0.69484,40.650323,69.842547,18.771983,0.702907
pattern_8,8-H-002,363563.884,6591817.708,197.77,197.02,3,3,0.679888,41.973833,68.014975,17.463668,0.722122
pattern_8,8-H-002,363563.884,6591817.708,197.02,196.27,4,3.75,0.651867,42.618279,67.520659,18.835135,0.759227
pattern_8,8-H-002,363563.884,6591817.708,196.27,195.52,5,4.5,0.65326,42.168732,68.644004,18.342705,0.76202
pattern_8,8-H-002,363563.884,6591817.708,195.52,194.77,6,5.25,0.655979,43.358499,67.432661,18.288829,0.766482
pattern_8,8-H-002,363563.884,6591817.708,194.77,194.02,7,6,0.671716,42.579861,69.346782,17.870026,0.755929
pattern_8,8-H-002,363563.884,6591817.708,194.02,193.27,8,6.75,0.633777,41.396752,68.101872,19.068325,0.765055
pattern_8,8-H-002,363563.884,6591817.708,193.27,192.52,9,7.5,0.621411,42.279482,68.054491,18.305713,0.796177
pattern_8,8-H-002,363563.884,6591817.708,192.52,191.77,10,8.25,0.628414,43.123424,67.686772,18.695695,0.798721
pattern_8,8-H-002,363563.884,6591817.708,191.77,191.02,11,9,0.580252,44.355738,67.889414,19.067597,0.892179
pattern_8,8-H-002,363563.884,6591817.708,191.02,190.27,12,9.75,0.565443,45.143271,67.199599,19.37357,0.92229
pattern_8,8-H-002,363563.884,6591817.708,190.27,189.52,13,10.5,0.564136,45.831742,65.359494,19.514368,0.912868
pattern_8,8-H-002,363563.884,6591817.708,189.52,188.77,14,11.25,0.548177,44.966244,67.192885,19.863309,0.947509
pattern_8,8-H-002,363563.884,6591817.708,188.77,188.02,15,12,0.563218,46.487606,67.495809,19.5609,0.957643
pattern_8,8-H-002,363563.884,6591817.708,188.02,187.27,16,12.75,0.604296,44.372178,68.193419,18.704369,0.860872
pattern_8,8-H-002,363563.884,6591817.708,187.27,186.52,17,13.5,0.58509,44.015744,68.13633,18.705599,0.881197
pattern_8,8-H-002,363563.884,6591817.708,186.52,185.77,18,14.25,0.602325,44.429798,67.739614,19.409153,0.859146
pattern_8,8-H-002,363563.884,6591817.708,185.77,185.02,19,15,0.595121,44.967513,67.165712,18.970397,0.872524
pattern_8,8-H-002,363563.884,6591817.708,185.02,184.27,20,15.75,0.615214,41.827893,68.772858,19.240487,0.804097
pattern_8,8-H-002,363563.884,6591817.708,184.27,183.645,21,16.375,0.597804,43.670086,67.632022,18.680362,0.849428
pattern_8,8-H-003,363562.626,6591809.457,200.033,199.283,0,0.75,0.701027,38.481734,68.060274,16.656518,0.642644
pattern_8,8-H-003,363562.626,6591809.457,199.283,198.533,1,1.5,0.670575,39.966271,67.754812,18.011576,0.694615
pattern_8,8-H-003,363562.626,6591809.457,198.533,197.783,2,2.25,0.687698,40.961256,68.584342,18.593959,0.702726
pattern_8,8-H-003,363562.626,6591809.457,197.783,197.033,3,3,0.647991,40.117301,69.82138,17.798619,0.743367
pattern_8,8-H-003,363562.626,6591809.457,197.033,196.283,4,3.75,0.66576,42.372551,68.705052,18.459943,0.752037
pattern_8,8-H-003,363562.626,6591809.457,196.283,195.533,5,4.5,0.659977,42.296411,69.853393,18.644088,0.769891
pattern_8,8-H-003,363562.626,6591809.457,195.533,194.783,6,5.25,0.640147,41.687468,67.164176,18.955854,0.752284
pattern_8,8-H-003,363562.626,6591809.457,194.783,194.033,7,6,0.635328,43.013411,69.036358,18.838532,0.803729
pattern_8,8-H-003,363562.626,6591809.457,194.033,193.283,8,6.75,0.651711,42.260619,68.161189,19.41539,0.760246
pattern_8,8-H-003,363562.626,6591809.457,193.283,192.533,9,7.5,0.631374,43.780133,67.011144,18.594115,0.799014
pattern_8,8-H-003,363562.626,6591809.457,192.533,191.783,10,8.25,0.612424,41.958635,67.103175,18.663276,0.790582
pattern_8,8-H-003,363562.626,6591809.457,191.783,191.033,11,9,0.602516,44.160708,66.715406,19.540522,0.84083
pattern_8,8-H-003,363562.626,6591809.457,191.033,190.283,12,9.75,0.600716,45.930002,65.530194,20.74069,0.861644
pattern_8,8-H-003,363562.626,6591809.457,190.283,189.533,13,10.5,0.573978,45.424444,66.595525,19.492034,0.906073
pattern_8,8-H-003,363562.626,6591809.457,189.533,188.783,14,11.25,0.577848,45.914315,67.713733,19.621381,0.924952
pattern_8,8-H-003,363562.626,6591809.457,188.783,188.033,15,12,0.546109,45.742348,66.331237,20.180184,0.955126
pattern_8,8-H-003,363562.626,6591809.457,188.033,187.283,16,12.75,0.521947,44.851569,66.947022,19.313718,0.988784
pattern_8,8-H-003,363562.626,6591809.457,187.283,186.533,17,13.5,0.555144,44.436484,66.620663,19.771842,0.91679
pattern_8,8-H-003,363562.626,6591809.457,186.533,185.783,18,14.25,0.556496,44.521761,66.119894,19.266987,0.909388
pattern_8,8-H-003,363562.626,6591809.457,185.783,185.033,19,15,0.580809,45.612253,68.307192,18.796406,0.922102
pattern_8,8-H-003,363562.626,6591809.457,185.033,184.283,20,15.75,0.575501,45.537034,66.512767,19.356087,0.904776
pattern_8,8-H-003,363562.626,6591809.457,184.283,183.533,21,16.5,0.608618,43.733076,67.986557,20.193508,0.840128
pattern_8,8-H-003,363562.626,6591809.457,183.533,183.235,22,16.798,0.58124,43.787698,67.834656,17.580783,0.8784
pattern_8,8-H-004,363561.078,6591801.611,200.031,199.281,0,0.75,0.763785,37.895884,68.689014,16.332872,0.586364
pattern_8,8-H-004,363561.078,6591801.611,199.281,198.531,1,1.5,0.73546,38.366185,68.427182,16.633389,0.614097
pattern_8,8-H-004,363561.078,6591801.611,198.531,197.781,2,2.25,0.705465,39.723766,68.546278,16.819049,0.663872
pattern_8,8-H-004,363561.078,6591801.611,197.781,197.031,3,3,0.705926,39.307725,69.831447,17.160061,0.668825
pattern_8,8-H-004,363561.078,6591801.611,197.031,196.281,4,3.75,0.72658,39.264422,69.674391,17.452963,0.647739
pattern_8,8-H-004,363561.078,6591801.611,196.281,195.531,5,4.5,0.740723,39.600657,69.327969,16.51697,0.637545
pattern_8,8-H-004,363561.078,6591801.611,195.531,194.781,6,5.25,0.710735,40.895206,68.933349,17.703516,0.682264
pattern_8,8-H-004,363561.078,6591801.611,194.781,194.031,7,6,0.677214,39.910751,68.621849,16.852649,0.695495
pattern_8,8-H-004,363561.078,6591801.611,194.031,193.281,8,6.75,0.684089,40.567092,68.432295,18.132336,0.698043
pattern_8,8-H-004,363561.078,6591801.611,193.281,192.531,9,7.5,0.6461,41.009306,69.142575,18.126762,0.754717
pattern_8,8-H-004,363561.078,6591801.611,192.531,191.781,10,8.25,0.684316,41.219331,68.132205,18.003485,0.705881
pattern_8,8-H-004,363561.078,6591801.611,191.781,191.031,11,9,0.634703,43.629273,66.965866,18.31128,0.791535
pattern_8,8-H-004,363561.078,6591801.611,191.031,190.281,12,9.75,0.632417,41.995526,66.909361,17.466321,0.763979
pattern_8,8-H-004,363561.078,6591801.611,190.281,189.531,13,10.5,0.551853,45.439051,68.265012,19.710443,0.966205
pattern_8,8-H-004,363561.078,6591801.611,189.531,188.781,14,11.25,0.589779,44.240098,67.473585,18.703971,0.870129
pattern_8,8-H-004,363561.078,6591801.611,188.781,188.031,15,12,0.607341,43.953814,68.726145,18.256336,0.855069
pattern_8,8-H-004,363561.078,6591801.611,188.031,187.281,16,12.75,0.634153,42.537576,66.601591,18.118246,0.768239
pattern_8,8-H-004,363561.078,6591801.611,187.281,186.531,17,13.5,0.643614,41.57558,69.685846,18.010275,0.774059
pattern_8,8-H-004,363561.078,6591801.611,186.531,185.781,18,14.25,0.62456,41.939509,67.904631,18.123371,0.784074
pattern_8,8-H-004,363561.078,6591801.611,185.781,185.031,19,15,0.669034,41.452715,68.675993,17.070547,0.731694
pattern_8,8-H-004,363561.078,6591801.611,185.031,184.281,20,15.75,0.650431,40.374585,69.142165,17.851347,0.738099
pattern_8,8-H-004,363561.078,6591801.611,184.281,183.531,21,16.5,0.656562,41.424948,68.240579,17.794897,0.740433
pattern_8,8-H-004,363561.078,6591801.611,183.531,183.429,22,16.602,0.65326,40.69729,67.466697,17.967156,0.722885
pattern_8,8-H-005,363560.681,6591793.385,199.972,199.222,0,0.75,0.886679,32.645148,72.088442,14.964242,0.456916
pattern_8,8-H-005,363560.681,6591793.385,199.222,198.472,1,1.5,0.836659,34.424364,71.347509,15.431758,0.50524
pattern_8,8-H-005,363560.681,6591793.385,198.472,197.722,2,2.25,0.817468,34.888518,70.042418,14.569831,0.514348
pattern_8,8-H-005,363560.681,6591793.385,197.722,196.972,3,3,0.843779,33.611412,70.636793,15.658687,0.484378
pattern_8,8-H-005,363560.681,6591793.385,196.972,196.222,4,3.75,0.81741,34.463649,70.579015,15.313966,0.512111
pattern_8,8-H-005,363560.681,6591793.385,196.222,195.472,5,4.5,0.828018,34.357545,69.201422,15.42709,0.494236
pattern_8,8-H-005,363560.681,6591793.385,195.472,194.722,6,5.25,0.787582,36.236501,70.769053,15.356067,0.560183
pattern_8,8-H-005,363560.681,6591793.385,194.722,193.972,7,6,0.732126,36.393571,69.491667,16.110203,0.59428
pattern_8,8-H-005,363560.681,6591793.385,193.972,193.222,8,6.75,0.781353,37.487661,69.762527,16.337939,0.575903
pattern_8,8-H-005,363560.681,6591793.385,193.222,192.472,9,7.5,0.733325,37.675897,70.054065,16.131155,0.619105
pattern_8,8-H-005,363560.681,6591793.385,192.472,191.722,10,8.25,0.755135,37.732996,69.214319,16.086154,0.594988
pattern_8,8-H-005,363560.681,6591793.385,191.722,190.972,11,9,0.752348,37.280047,69.915211,16.426436,0.596036
pattern_8,8-H-005,363560.681,6591793.385,190.972,190.222,12,9.75,0.748891,37.557363,70.839555,16.227008,0.611143
pattern_8,8-H-005,363560.681,6591793.385,190.222,189.472,13,10.5,0.755413,38.775695,69.679959,16.156059,0.615258
pattern_8,8-H-005,363560.681,6591793.385,189.472,188.722,14,11.25,0.738587,37.620568,69.134938,16.488559,0.605824
pattern_8,8-H-005,363560.681,6591793.385,188.722,187.972,15,12,0.714104,39.004359,69.894712,16.781963,0.65665
pattern_8,8-H-005,363560.681,6591793.385,187.972,187.222,16,12.75,0.701646,36.132577,71.015415,17.919412,0.629253
pattern_8,8-H-005,363560.681,6591793.385,187.222,186.472,17,13.5,0.741718,39.002691,69.989213,15.819222,0.632987
pattern_8,8-H-005,363560.681,6591793.385,186.472,185.722,18,14.25,0.766871,36.106202,71.684658,16.555411,0.580737
pattern_8,8-H-005,363560.681,6591793.385,185.722,184.972,19,15,0.775931,35.557847,69.241587,16.401126,0.546077
pattern_8,8-H-005,363560.681,6591793.385,184.972,184.222,20,15.75,0.780326,36.926483,69.097267,14.999755,0.562495
pattern_8,8-H-005,363560.681,6591793.385,184.222,183.472,21,16.5,0.779961,36.27917,69.842791,15.418552,0.558921
pattern_8,8-H-005,363560.681,6591793.385,183.472,183.293,22,16.679,0.775485,36.1109,70.631421,15.400578,0.565833
pattern_8,8-H-006,363559.384,6591785.785,200.033,199.283,0,0.75,0.864691,32.198244,72.271061,15.351341,0.463313
pattern_8,8-H-006,363559.384,6591785.785,199.283,198.533,1,1.5,0.884328,32.912679,70.899922,14.04429,0.454169
pattern_8,8-H-006,363559.384,6591785.785,198.533,197.783,2,2.25,0.863511,32.377901,71.348461,16.111426,0.460682
pattern_8,8-H-006,363559.384,6591785.785,197.783,197.033,3,3,0.831418,33.58616,71.657587,15.361369,0.498218
pattern_8,8-H-006,363559.384,6591785.785,197.033,196.283,4,3.75,0.819724,33.872578,69.94185,14.550929,0.497337
pattern_8,8-H-006,363559.384,6591785.785,196.283,195.533,5,4.5,0.839389,34.016215,71.238843,15.279023,0.49688
pattern_8,8-H-006,363559.384,6591785.785,195.533,194.783,6,5.25,0.812011,33.826013,69.479008,14.536831,0.498049
pattern_8,8-H-006,363559.384,6591785.785,194.783,194.033,7,6,0.841752,35.709069,68.889449,14.364102,0.502856
pattern_8,8-H-006,363559.384,6591785.785,194.033,193.283,8,6.75,0.783683,36.785468,71.607918,16.241053,0.57832
pattern_8,8-H-006,363559.384,6591785.785,193.283,192.533,9,7.5,0.745117,37.369388,69.560042,16.608501,0.600207
pattern_8,8-H-006,363559.384,6591785.785,192.533,191.783,10,8.25,0.771801,36.915804,68.744594,15.443941,0.565686
pattern_8,8-H-006,363559.384,6591785.785,191.783,191.033,11,9,0.733981,37.834163,69.495712,18.249973,0.616466
pattern_8,8-H-006,363559.384,6591785.785,191.033,190.283,12,9.75,0.721993,39.392404,69.851209,17.294686,0.655593
pattern_8,8-H-006,363559.384,6591785.785,190.283,189.533,13,10.5,0.750924,37.269248,68.888482,16.45299,0.588256
pattern_8,8-H-006,363559.384,6591785.785,189.533,188.783,14,11.25,0.750954,38.337647,69.890978,15.574745,0.613707
pattern_8,8-H-006,363559.384,6591785.785,188.783,188.033,15,12,0.76318,37.51154,71.39269,17.608705,0.603837
pattern_8,8-H-006,363559.384,6591785.785,188.033,187.283,16,12.75,0.783163,35.519707,70.145385,15.796068,0.54743
pattern_8,8-H-006,363559.384,6591785.785,187.283,186.533,17,13.5,0.772942,37.227944,69.450059,16.424956,0.575559
pattern_8,8-H-006,363559.384,6591785.785,186.533,185.783,18,14.25,0.792618,36.321934,69.12805,16.110122,0.54514
pattern_8,8-H-006,363559.384,6591785.785,185.783,185.033,19,15,0.765852,35.309701,69.66514,15.330673,0.552609
pattern_8,8-H-006,363559.384,6591785.785,185.033,184.283,20,15.75,0.776861,35.670947,71.553328,16.554207,0.565373
pattern_8,8-H-006,363559.384,6591785.785,184.283,183.63,21,16.403,0.74636,36.120232,69.123328,16.052062,0.575556
pattern_8,8-H-007,363558.502,6591778.401,200.056,199.306,0,0.75,0.871536,31.865986,70.675994,13.459816,0.444734
pattern_8,8-H-007,363558.502,6591778.401,199.306,198.556,1,1.5,0.850956,33.339705,71.56586,15.154845,0.482622
pattern_8,8-H-007,363558.502,6591778.401,198.556,197.806,2,2.25,0.857533,33.48481,71.727411,15.321583,0.482113
pattern_8,8-H-007,363558.502,6591778.401,197.806,197.056,3,3,0.793058,34.661833,71.537656,15.654974,0.53803
pattern_8,8-H-007,363558.502,6591778.401,197.056,196.306,4,3.75,0.813795,35.854121,70.664627,15.719927,0.535752
pattern_8,8-H-007,363558.502,6591778.401,196.306,195.556,5,4.5,0.829414,34.99534,71.568661,16.370186,0.519772
pattern_8,8-H-007,363558.502,6591778.401,195.556,194.806,6,5.25,0.840435,34.203139,71.085242,14.820156,0.497854
pattern_8,8-H-007,363558.502,6591778.401,194.806,194.056,7,6,0.794519,34.767462,71.663908,15.271835,0.539575
pattern_8,8-H-007,363558.502,6591778.401,194.056,193.306,8,6.75,0.800533,35.048805,70.312567,16.940321,0.529912
pattern_8,8-H-007,363558.502,6591778.401,193.306,192.556,9,7.5,0.813416,36.230873,70.545513,16.463321,0.540794
pattern_8,8-H-007,363558.502,6591778.401,192.556,191.806,10,8.25,0.771543,36.10155,68.781744,16.219792,0.553826
