polygon_id,hole_id,x,y,rl_top_m,rl_floor_m,sample_index,depth_m,pen,torque,rpm,wob,mse
pattern_18,18-H-001,363578.98,6591905.236,200.007,199.257,0,0.75,0.798516,35.928051,69.296321,15.704442,0.53653
pattern_18,18-H-001,363578.98,6591905.236,199.257,198.507,1,1.5,0.777246,37.369929,69.999186,16.017872,0.579036
pattern_18,18-H-001,363578.98,6591905.236,198.507,197.757,2,2.25,0.764357,38.779037,70.174685,17.080706,0.612551
pattern_18,18-H-001,363578.98,6591905.236,197.757,197.007,3,3,0.730052,38.347927,68.777434,16.184315,0.621437
pattern_18,18-H-001,363578.98,6591905.236,197.007,196.257,4,3.75,0.723171,38.793413,68.834237,17.067979,0.635226
pattern_18,18-H-001,363578.98,6591905.236,196.257,195.507,5,4.5,0.767538,38.363285,70.481525,17.388449,0.60617
pattern_18,18-H-001,363578.98,6591905.236,195.507,194.757,6,5.25,0.721211,38.582525,69.698313,17.318254,0.641453
pattern_18,18-H-001,363578.98,6591905.236,194.757,194.007,7,6,0.748311,39.288844,68.786637,16.850267,0.621314
pattern_18,18-H-001,363578.98,6591905.236,194.007,193.257,8,6.75,0.730262,39.979096,70.47135,16.513695,0.663543
pattern_18,18-H-001,363578.98,6591905.236,193.257,192.507,9,7.5,0.685614,40.414255,69.700683,16.230453,0.706468
pattern_18,18-H-001,363578.98,6591905.236,192.507,191.757,10,8.25,0.698294,41.447588,68.099178,18.063709,0.695285
pattern_18,18-H-001,363578.98,6591905.236,191.757,191.007,11,9,0.649596,41.824904,69.308942,17.96977,0.76737
pattern_18,18-H-001,363578.98,6591905.236,191.007,190.257,12,9.75,0.667627,43.68196,68.319655,18.548325,0.768734
pattern_18,18-H-001,363578.98,6591905.236,190.257,189.507,13,10.5,0.660999,41.907085,69.152727,18.211052,0.753979
pattern_18,18-H-001,363578.98,6591905.236,189.507,188.757,14,11.25,0.652488,41.24243,66.860786,18.518365,0.726903
pattern_18,18-H-001,363578.98,6591905.236,188.757,188.007,15,12,0.647581,41.198568,69.388464,17.299285,0.759043
pattern_18,18-H-001,363578.98,6591905.236,188.007,187.257,16,12.75,0.672066,43.027838,68.11883,17.620146,0.749952
pattern_18,18-H-001,363578.98,6591905.236,187.257,186.507,17,13.5,0.665541,42.490671,68.459668,17.914972,0.751623
pattern_18,18-H-001,363578.98,6591905.236,186.507,185.757,18,14.25,0.658059,42.110447,67.399426,17.519018,0.741679
pattern_18,18-H-001,363578.98,6591905.236,185.757,185.007,19,15,0.64759,41.150891,68.605839,17.960816,0.74971
pattern_18,18-H-001,363578.98,6591905.236,185.007,184.257,20,15.75,0.646297,43.451666,68.399839,17.907652,0.790703
pattern_18,18-H-001,363578.98,6591905.236,184.257,183.507,21,16.5,0.62341,43.75011,68.479072,17.845739,0.826212
pattern_18,18-H-001,363578.98,6591905.236,183.507,182.757,22,17.25,0.644918,41.340043,68.19085,18.42243,0.751752
pattern_18,18-H-001,363578.98,6591905.236,182.757,182.007,23,18,0.655097,42.246111,68.102036,17.447334,0.755178
pattern_18,18-H-001,363578.98,6591905.236,182.007,181.885,24,18.122,0.695499,41.867295,69.571655,18.067091,0.720316
pattern_18,18-H-002,363587.034,6591905.384,200.014,199.264,0,0.75,0.834669,34.77375,71.225389,16.078716,0.510767
pattern_18,18-H-002,363587.034,6591905.384,199.264,198.514,1,1.5,0.793212,36.137108,69.709868,15.880389,0.546489
pattern_18,18-H-002,363587.034,6591905.384,198.514,197.764,2,2.25,0.769016,35.551187,71.165862,15.655657,0.56603
pattern_18,18-H-002,363587.034,6591905.384,197.764,197.014,3,3,0.79645,35.473128,70.89774,16.330384,0.543437
pattern_18,18-H-002,363587.034,6591905.384,197.014,196.264,4,3.75,0.728138,38.608124,71.34365,16.983246,0.650709
pattern_18,18-H-002,363587.034,6591905.384,196.264,195.514,5,4.5,0.762189,39.367644,69.004442,15.819359,0.613062
pattern_18,18-H-002,363587.034,6591905.384,195.514,194.764,6,5.25,0.761618,37.109249,69.121221,16.23038,0.57946
pattern_18,18-H-002,363587.034,6591905.384,194.764,194.014,7,6,0.749402,37.348089,69.236298,17.494865,0.593788
pattern_18,18-H-002,363587.034,6591905.384,194.014,193.264,8,6.75,0.735318,39.382971,68.902125,16.569375,0.634793
pattern_18,18-H-002,363587.034,6591905.384,193.264,192.514,9,7.5,0.734285,39.26742,69.0951,16.137409,0.635541
pattern_18,18-H-002,363587.034,6591905.384,192.514,191.764,10,8.25,0.705336,39.786167,67.943922,15.841354,0.659089
pattern_18,18-H-002,363587.034,6591905.384,191.764,191.014,11,9,0.696944,38.078461,68.030922,17.182908,0.639433
pattern_18,18-H-002,363587.034,6591905.384,191.014,190.264,12,9.75,0.734793,39.856915,69.98577,17.130378,0.653013
pattern_18,18-H-002,363587.034,6591905.384,190.264,189.514,13,10.5,0.693162,40.270069,67.713853,16.833298,0.676592
pattern_18,18-H-002,363587.034,6591905.384,189.514,188.764,14,11.25,0.723661,40.128435,68.799501,16.310883,0.65615
pattern_18,18-H-002,363587.034,6591905.384,188.764,188.014,15,12,0.742193,39.692507,69.578961,16.555268,0.640064
pattern_18,18-H-002,363587.034,6591905.384,188.014,187.264,16,12.75,0.736864,37.743086,69.190438,17.172751,0.609777
pattern_18,18-H-002,363587.034,6591905.384,187.264,186.514,17,13.5,0.719122,39.774393,70.123386,16.671688,0.667071
pattern_18,18-H-002,363587.034,6591905.384,186.514,185.764,18,14.25,0.745037,39.525994,68.59091,16.190495,0.62593
pattern_18,18-H-002,363587.034,6591905.384,185.764,185.014,19,15,0.742246,37.898099,67.356558,15.704687,0.591615
pattern_18,18-H-002,363587.034,6591905.384,185.014,184.264,20,15.75,0.73593,39.929942,69.199977,15.703865,0.645714
pattern_18,18-H-002,363587.034,6591905.384,184.264,183.997,21,16.017,0.69104,40.493185,69.988262,16.31208,0.705201
pattern_18,18-H-003,363595.172,6591906.293,200.035,199.285,0,0.75,0.847156,34.422745,70.59547,14.053277,0.493572
pattern_18,18-H-003,363595.172,6591906.293,199.285,198.535,1,1.5,0.839875,33.428993,70.682257,15.782009,0.484316
pattern_18,18-H-003,363595.172,6591906.293,198.535,197.785,2,2.25,0.841169,36.405368,70.943496,16.053671,0.52843
pattern_18,18-H-003,363595.172,6591906.293,197.785,197.035,3,3,0.817364,36.063371,72.406635,15.419581,0.549666
pattern_18,18-H-003,363595.172,6591906.293,197.035,196.285,4,3.75,0.794009,36.879032,70.023848,14.787905,0.559479
pattern_18,18-H-003,363595.172,6591906.293,196.285,195.535,5,4.5,0.803256,36.691193,69.772501,15.214693,0.548335
pattern_18,18-H-003,363595.172,6591906.293,195.535,194.785,6,5.25,0.801041,35.640973,70.670984,14.657877,0.540947
pattern_18,18-H-003,363595.172,6591906.293,194.785,194.035,7,6,0.80723,35.652347,70.528562,16.417487,0.536119
pattern_18,18-H-003,363595.172,6591906.293,194.035,193.285,8,6.75,0.765619,37.975364,71.432578,15.996539,0.60948
pattern_18,18-H-003,363595.172,6591906.293,193.285,192.535,9,7.5,0.764231,36.548002,69.795352,16.748821,0.574373
pattern_18,18-H-003,363595.172,6591906.293,192.535,191.785,10,8.25,0.751799,38.211881,69.431703,16.550321,0.607131
pattern_18,18-H-003,363595.172,6591906.293,191.785,191.035,11,9,0.741686,38.730004,68.787626,15.726353,0.617831
pattern_18,18-H-003,363595.172,6591906.293,191.035,190.285,12,9.75,0.733354,39.425756,68.657392,15.7702,0.634824
pattern_18,18-H-003,363595.172,6591906.293,190.285,189.535,13,10.5,0.736721,37.355948,69.049454,16.943087,0.602407
pattern_18,18-H-003,363595.172,6591906.293,189.535,188.785,14,11.25,0.740101,39.32399,67.177005,17.853782,0.614201
pattern_18,18-H-003,363595.172,6591906.293,188.785,188.035,15,12,0.686293,40.207758,67.848559,16.97355,0.68366
pattern_18,18-H-003,363595.172,6591906.293,188.035,187.285,16,12.75,0.743149,37.94326,69.594018,16.598289,0.611298
pattern_18,18-H-003,363595.172,6591906.293,187.285,186.535,17,13.5,0.754307,37.884792,70.922088,16.822542,0.612824
pattern_18,18-H-003,363595.172,6591906.293,186.535,185.785,18,14.25,0.734796,38.92866,70.069247,15.183464,0.638372
pattern_18,18-H-003,363595.172,6591906.293,185.785,185.035,19,15,0.76605,37.163897,70.620544,17.431311,0.589583
pattern_18,18-H-003,363595.172,6591906.293,185.035,184.285,20,15.75,0.739128,36.480674,69.961436,15.440058,0.593967
pattern_18,18-H-003,363595.172,6591906.293,184.285,183.535,21,16.5,0.762325,38.329425,69.095389,16.193559,0.597668
pattern_18,18-H-003,363595.172,6591906.293,183.535,183.298,22,16.737,0.753659,37.223642,70.282366,16.033131,0.597168
pattern_18,18-H-004,363603.556,6591907.037,199.983,199.233,0,0.75,0.849276,35.610701,71.171539,15.846563,0.513636
pattern_18,18-H-004,363603.556,6591907.037,199.233,198.483,1,1.5,0.844988,33.564675,71.984069,14.86742,0.492099
pattern_18,18-H-004,363603.556,6591907.037,198.483,197.733,2,2.25,0.810247,34.97123,71.006576,15.969417,0.527447
pattern_18,18-H-004,363603.556,6591907.037,197.733,196.983,3,3,0.825571,33.733241,71.392117,13.788365,0.501872
pattern_18,18-H-004,363603.556,6591907.037,196.983,196.233,4,3.75,0.823258,34.788685,70.956936,15.776008,0.516059
pattern_18,18-H-004,363603.556,6591907.037,196.233,195.483,5,4.5,0.84442,35.300427,70.297626,16.128687,0.505865
pattern_18,18-H-004,363603.556,6591907.037,195.483,194.733,6,5.25,0.800372,35.647032,70.538179,15.986981,0.540637
pattern_18,18-H-004,363603.556,6591907.037,194.733,193.983,7,6,0.798107,35.242368,69.909841,16.319278,0.531316
pattern_18,18-H-004,363603.556,6591907.037,193.983,193.233,8,6.75,0.807114,36.249355,69.732356,15.377498,0.538884
pattern_18,18-H-004,363603.556,6591907.037,193.233,192.483,9,7.5,0.819408,36.162559,69.884966,15.865409,0.530774
pattern_18,18-H-004,363603.556,6591907.037,192.483,191.733,10,8.25,0.806832,36.354807,68.82995,16.498019,0.533798
pattern_18,18-H-004,363603.556,6591907.037,191.733,190.983,11,9,0.80535,37.73927,69.85812,14.930035,0.563137
pattern_18,18-H-004,363603.556,6591907.037,190.983,190.233,12,9.75,0.743057,39.032903,69.76441,16.184427,0.630357
pattern_18,18-H-004,363603.556,6591907.037,190.233,189.483,13,10.5,0.751161,37.703137,69.707134,16.385054,0.601932
pattern_18,18-H-004,363603.556,6591907.037,189.483,188.733,14,11.25,0.741814,39.165247,67.801925,16.417686,0.615806
pattern_18,18-H-004,363603.556,6591907.037,188.733,187.983,15,12,0.739064,39.248458,68.651759,17.571177,0.627277
pattern_18,18-H-004,363603.556,6591907.037,187.983,187.233,16,12.75,0.742045,38.398386,70.108045,16.184735,0.624034
pattern_18,18-H-004,363603.556,6591907.037,187.233,186.483,17,13.5,0.787826,36.930775,70.121783,16.958053,0.565695
pattern_18,18-H-004,363603.556,6591907.037,186.483,185.733,18,14.25,0.761,37.008225,69.262162,16.197278,0.579527
pattern_18,18-H-004,363603.556,6591907.037,185.733,184.983,19,15,0.77347,38.316417,70.02681,15.048744,0.596658
pattern_18,18-H-004,363603.556,6591907.037,184.983,184.233,20,15.75,0.769867,38.075401,70.633793,15.945446,0.600939
pattern_18,18-H-004,363603.556,6591907.037,184.233,183.62,21,16.363,0.760068,36.123282,69.860477,15.639841,0.571216
pattern_18,18-H-005,363610.922,6591907.509,199.953,199.203,0,0.75,0.888038,32.202554,72.444097,14.893398,0.452262
pattern_18,18-H-005,363610.922,6591907.509,199.203,198.453,1,1.5,0.853572,33.460301,70.354286,15.04356,0.474725
pattern_18,18-H-005,363610.922,6591907.509,198.453,197.703,2,2.25,0.862204,32.955632,70.560771,14.750291,0.464247
