timestamp,date,shift,tph,power_kw,specific_energy_kwh_t,util,mill_fill_pct,mill_speed_pct,f80_mm,pattern,notes
2025-09-24T13:00:00,2025-09-24,D,3364.5,26500.0,7.876,93.7,29.7,73.4,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-24T14:00:00,2025-09-24,D,3431.6,26500.0,7.722,79.6,28.9,73.8,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-24T15:00:00,2025-09-24,D,3479.6,26500.0,7.616,89.3,28.3,74.1,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-24T16:00:00,2025-09-24,D,3063.1,26500.0,8.651,78.2,30.0,71.9,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-24T17:00:00,2025-09-24,D,3127.4,26500.0,8.473,77.2,30.0,72.0,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-24T18:00:00,2025-09-24,N,3314.1,26500.0,7.996,97.2,30.0,73.1,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-24T19:00:00,2025-09-24,N,3049.7,26500.0,8.689,87.2,30.0,72.0,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-24T20:00:00,2025-09-24,N,3315.0,26500.0,7.994,100.0,30.0,73.2,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-24T21:00:00,2025-09-24,N,3521.9,26500.0,7.524,97.9,27.8,74.3,142.8,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-24T22:00:00,2025-09-24,N,3274.7,26500.0,8.092,88.3,30.0,72.9,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-24T23:00:00,2025-09-24,N,3203.7,26500.0,8.272,83.0,30.0,72.5,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-25T00:00:00,2025-09-25,N,3683.6,26500.0,7.194,90.0,25.9,75.2,133.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-25T01:00:00,2025-09-25,N,3157.6,26500.0,8.392,94.8,30.0,72.2,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-25T02:00:00,2025-09-25,N,3419.2,26500.0,7.75,90.7,29.0,73.7,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-25T03:00:00,2025-09-25,N,3281.0,26500.0,8.077,85.7,30.0,73.0,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-25T04:00:00,2025-09-25,N,3820.8,26415.8,6.914,100.0,24.5,75.9,125.4,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-25T05:00:00,2025-09-25,N,3026.6,26500.0,8.756,93.8,30.0,71.6,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-25T06:00:00,2025-09-25,D,3300.2,26500.0,8.03,92.2,30.0,73.1,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-25T07:00:00,2025-09-25,D,2716.1,26500.0,9.757,85.9,30.0,70.1,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-25T08:00:00,2025-09-25,D,3470.5,26500.0,7.636,79.3,28.4,74.0,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-25T09:00:00,2025-09-25,D,3896.2,26304.8,6.751,90.1,23.7,76.3,121.4,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-25T10:00:00,2025-09-25,D,3039.6,26500.0,8.718,99.9,30.0,71.8,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-25T11:00:00,2025-09-25,D,3403.3,26500.0,7.787,95.5,29.2,73.7,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-25T12:00:00,2025-09-25,D,3422.0,26500.0,7.744,86.1,29.0,73.8,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-25T13:00:00,2025-09-25,D,3667.3,26500.0,7.226,94.3,26.1,75.1,134.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-25T14:00:00,2025-09-25,D,3082.8,26500.0,8.596,80.2,30.0,71.8,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-25T15:00:00,2025-09-25,D,3414.8,26500.0,7.76,83.0,29.1,73.7,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-25T16:00:00,2025-09-25,D,3485.9,26500.0,7.602,91.4,28.2,74.1,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-09-25T17:00:00,2025-09-25,D,3317.0,26500.0,7.989,94.7,30.0,73.2,145.0,A-185-08-02,"A-185-08-02 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
