pattern_number,hole_number,hole_id,deck,deck_type,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
21,1,21-H-001,1,charge,363483.845,6591676.139,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.48,11.6,382.074
21,2,21-H-002,1,charge,363476.284,6591678.752,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.62,11.64,383.651
21,3,21-H-003,1,charge,363468.722,6591681.364,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.84,11.7,385.531
21,4,21-H-004,1,charge,363461.161,6591683.977,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.85,10.9,359.02
21,5,21-H-005,1,charge,363453.6,6591686.59,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.56,11.02,363.228
21,6,21-H-006,1,charge,363446.038,6591689.202,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.89,11.52,379.648
21,7,21-H-007,1,charge,363438.477,6591691.815,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.29,11.54,380.319
21,8,21-H-008,1,charge,363430.915,6591694.428,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.11,11.51,379.086
21,9,21-H-009,1,charge,363423.354,6591697.04,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.49,10.62,350.01
21,10,21-H-010,1,charge,363415.793,6591699.653,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.82,11.42,376.159
21,11,21-H-011,1,charge,363408.231,6591702.266,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.27,11.26,370.971
21,12,21-H-012,1,charge,363482.35,6591684.062,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.11,11.1,365.852
21,13,21-H-013,1,charge,363474.789,6591686.674,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.51,11.29,372.088
21,14,21-H-014,1,charge,363467.228,6591689.287,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.72,10.6,349.133
21,15,21-H-015,1,charge,363459.666,6591691.9,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.08,11.67,384.459
21,16,21-H-016,1,charge,363452.105,6591694.512,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.42,12.13,399.647
21,17,21-H-017,1,charge,363444.544,6591697.125,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.3,10.84,357.115
21,18,21-H-018,1,charge,363436.982,6591699.738,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.74,11.64,383.695
21,19,21-H-019,1,charge,363429.421,6591702.35,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.81,11.37,374.736
21,20,21-H-020,1,charge,363421.86,6591704.963,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.48,11.13,366.701
21,21,21-H-021,1,charge,363414.298,6591707.576,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.03,11.4,375.767
21,22,21-H-022,1,charge,363406.737,6591710.188,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.89,11.23,370.001
21,23,21-H-023,1,charge,363399.176,6591712.801,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.74,10.91,359.404
21,24,21-H-024,1,charge,363391.614,6591715.414,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.5,11.06,364.309
21,25,21-H-025,1,charge,363384.053,6591718.026,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.96,11.47,378.018
21,26,21-H-026,1,charge,363488.417,6591689.371,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,3.96,10.91,359.414
21,27,21-H-027,1,charge,363480.856,6591691.984,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.31,11.9,392.131
21,28,21-H-028,1,charge,363473.294,6591694.597,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.6,12.09,398.365
21,29,21-H-029,1,charge,363465.733,6591697.209,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.55,10.84,357.137
21,30,21-H-030,1,charge,363458.172,6591699.822,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.18,11.17,367.942
21,31,21-H-031,1,charge,363450.61,6591702.435,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.02,10.72,353.201
21,32,21-H-032,1,charge,363443.049,6591705.047,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.92,11.26,371.049
21,33,21-H-033,1,charge,363435.488,6591707.66,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.66,10.87,358.085
21,34,21-H-034,1,charge,363427.926,6591710.273,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.68,11.36,374.435
21,35,21-H-035,1,charge,363420.365,6591712.885,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.21,11.56,380.771
21,36,21-H-036,1,charge,363412.804,6591715.498,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.24,12.0,395.269
21,37,21-H-037,1,charge,363405.242,6591718.111,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.97,12.18,401.435
