pattern_number,hole_number,hole_id,deck,deck_type,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
17,1,17-H-001,1,charge,363783.534,6591840.187,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.11,11.61,382.607
17,2,17-H-002,1,charge,363785.325,6591832.39,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.64,11.78,388.148
17,3,17-H-003,1,charge,363787.115,6591824.593,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.7,11.26,370.902
17,4,17-H-004,1,charge,363788.906,6591816.796,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.47,11.42,376.158
17,5,17-H-005,1,charge,363790.696,6591808.999,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.51,11.55,380.483
17,6,17-H-006,1,charge,363792.486,6591801.202,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.85,10.59,349.055
17,7,17-H-007,1,charge,363794.277,6591793.405,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.98,11.26,371.044
17,8,17-H-008,1,charge,363796.067,6591785.608,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.7,11.28,371.527
17,9,17-H-009,1,charge,363797.858,6591777.811,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.96,11.28,371.82
17,10,17-H-010,1,charge,363799.648,6591770.014,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.73,11.42,376.219
17,11,17-H-011,1,charge,363801.439,6591762.217,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.22,10.64,350.439
17,12,17-H-012,1,charge,363803.229,6591754.42,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.46,11.35,374.007
17,13,17-H-013,1,charge,363775.817,6591842.519,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.95,11.22,369.73
17,14,17-H-014,1,charge,363777.607,6591834.722,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.88,11.82,389.37
17,15,17-H-015,1,charge,363779.397,6591826.925,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.0,362.446
17,16,17-H-016,1,charge,363781.188,6591819.128,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.74,12.4,408.524
17,17,17-H-017,1,charge,363782.978,6591811.331,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.72,11.9,392.106
