pattern_number,hole_number,hole_id,deck,deck_type,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
6,1,6-H-001,1,charge,363435.712,6591724.306,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.86,11.42,376.253
6,2,6-H-002,1,charge,363428.956,6591728.59,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.47,11.14,366.907
6,3,6-H-003,1,charge,363422.2,6591732.875,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.35,11.41,375.837
6,4,6-H-004,1,charge,363415.444,6591737.159,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.78,11.35,373.964
6,5,6-H-005,1,charge,363408.687,6591741.443,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.08,11.09,365.283
6,6,6-H-006,1,charge,363401.931,6591745.728,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.89,11.34,373.677
6,7,6-H-007,1,charge,363395.175,6591750.012,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.27,371.333
6,8,6-H-008,1,charge,363442.839,6591728.075,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.02,11.68,384.78
6,9,6-H-009,1,charge,363436.082,6591732.36,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.85,11.06,364.559
6,10,6-H-010,1,charge,363429.326,6591736.644,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.97,11.03,363.331
6,11,6-H-011,1,charge,363422.57,6591740.928,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.71,10.83,356.927
6,12,6-H-012,1,charge,363415.814,6591745.213,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.15,11.13,366.804
6,13,6-H-013,1,charge,363409.058,6591749.497,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.3,10.98,361.712
6,14,6-H-014,1,charge,363402.302,6591753.781,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.64,11.06,364.275
6,15,6-H-015,1,charge,363395.546,6591758.066,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.22,12.24,403.273
6,16,6-H-016,1,charge,363443.209,6591736.129,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.39,11.25,370.627
6,17,6-H-017,1,charge,363436.453,6591740.413,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.74,11.59,381.779
6,18,6-H-018,1,charge,363429.697,6591744.698,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.79,11.33,373.347
6,19,6-H-019,1,charge,363422.941,6591748.982,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.48,12.0,395.414
6,20,6-H-020,1,charge,363416.185,6591753.266,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.84,10.8,355.844
6,21,6-H-021,1,charge,363409.429,6591757.551,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.88,11.44,376.959
6,22,6-H-022,1,charge,363402.673,6591761.835,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.28,11.77,387.927
6,23,6-H-023,1,charge,363395.917,6591766.119,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.98,10.99,362.273
6,24,6-H-024,1,charge,363443.58,6591744.183,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.73,11.96,394.231
6,25,6-H-025,1,charge,363436.824,6591748.467,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.92,11.55,380.52
6,26,6-H-026,1,charge,363430.068,6591752.752,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.0,362.446
6,27,6-H-027,1,charge,363423.312,6591757.036,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.04,11.22,369.846
6,28,6-H-028,1,charge,363416.556,6591761.32,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.48,10.54,347.236
