pattern_number,hole_number,hole_id,deck,deck_type,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
4,1,4-H-001,1,charge,363594.419,6591695.845,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.36,11.25,370.679
4,2,4-H-002,1,charge,363586.499,6591696.977,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.02,11.02,362.966
4,3,4-H-003,1,charge,363578.579,6591698.108,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.92,11.2,369.089
4,4,4-H-004,1,charge,363570.66,6591699.239,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.0,10.94,360.52
4,5,4-H-005,1,charge,363562.74,6591700.371,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.82,11.53,379.903
4,6,4-H-006,1,charge,363591.449,6591703.341,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.73,11.79,388.375
4,7,4-H-007,1,charge,363583.529,6591704.472,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.97,10.67,351.719
4,8,4-H-008,1,charge,363575.609,6591705.603,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.98,11.4,375.674
4,9,4-H-009,1,charge,363567.69,6591706.735,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.86,10.75,354.065
4,10,4-H-010,1,charge,363559.77,6591707.866,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.01,11.43,376.644
4,11,4-H-011,1,charge,363596.398,6591709.705,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.77,11.3,372.381
4,12,4-H-012,1,charge,363588.479,6591710.836,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.86,11.02,363.089
4,13,4-H-013,1,charge,363580.559,6591711.967,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.84,12.11,398.893
4,14,4-H-014,1,charge,363572.64,6591713.099,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.6,11.23,369.926
4,15,4-H-015,1,charge,363564.72,6591714.23,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.67,11.71,385.95
4,16,4-H-016,1,charge,363556.8,6591715.361,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.52,11.56,380.876
4,17,4-H-017,1,charge,363593.429,6591717.2,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.72,11.27,371.472
4,18,4-H-018,1,charge,363585.509,6591718.331,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.06,9.85,324.47
4,19,4-H-019,1,charge,363577.589,6591719.463,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,10.53,347.033
4,20,4-H-020,1,charge,363569.67,6591720.594,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.86,11.33,373.193
4,21,4-H-021,1,charge,363561.75,6591721.725,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.39,11.97,394.287
4,22,4-H-022,1,charge,363598.378,6591723.564,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.08,9.47,312.197
4,23,4-H-023,1,charge,363590.459,6591724.695,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.87,11.42,376.219
4,24,4-H-024,1,charge,363582.539,6591725.827,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.6,11.53,379.955
4,25,4-H-025,1,charge,363574.62,6591726.958,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.83,11.89,391.921
4,26,4-H-026,1,charge,363566.7,6591728.089,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.83,11.12,366.558
4,27,4-H-027,1,charge,363558.78,6591729.221,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.06,10.93,360.037
4,28,4-H-028,1,charge,363595.408,6591731.059,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.09,365.402
4,29,4-H-029,1,charge,363587.489,6591732.19,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.31,11.63,383.129
4,30,4-H-030,1,charge,363579.569,6591733.322,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.93,11.7,385.527
4,31,4-H-031,1,charge,363571.65,6591734.453,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.67,11.86,390.719
4,32,4-H-032,1,charge,363563.73,6591735.585,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.07,10.95,360.76
4,33,4-H-033,1,charge,363600.358,6591737.423,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.0,11.2,369.173
4,34,4-H-034,1,charge,363592.439,6591738.554,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.92,11.25,370.586
4,35,4-H-035,1,charge,363584.519,6591739.686,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.18,10.65,350.987
4,36,4-H-036,1,charge,363576.599,6591740.817,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.53,12.0,395.339
